Freq.	V(v4)/I(I1)
1.09900583943246e+002	(-6.19839049811934e+001dB,1.65142534441470e+002°)
1.10153930954135e+002	(-6.19451772093557e+001dB,1.65177266807464e+002°)
1.10407861990201e+002	(-6.19064428042818e+001dB,1.65211935028339e+002°)
1.10662378397761e+002	(-6.18677019363800e+001dB,1.65246539109591e+002°)
1.10917481526234e+002	(-6.18289544613819e+001dB,1.65281079226762e+002°)
1.11173172728153e+002	(-6.17902006523209e+001dB,1.65315555273046e+002°)
1.11429453359167e+002	(-6.17514403354979e+001dB,1.65349967483061e+002°)
1.11686324778050e+002	(-6.17126735008446e+001dB,1.65384316014701e+002°)
1.11943788346709e+002	(-6.16739003713256e+001dB,1.65418600796112e+002°)
1.12201845430190e+002	(-6.16351207292906e+001dB,1.65452822070508e+002°)
1.12460497396686e+002	(-6.15963347685098e+001dB,1.65486979855888e+002°)
1.12719745617545e+002	(-6.15575424873768e+001dB,1.65521074147206e+002°)
1.12979591467273e+002	(-6.15187437831652e+001dB,1.65555105225004e+002°)
1.13240036323549e+002	(-6.14799387998054e+001dB,1.65589073085135e+002°)
1.13501081567225e+002	(-6.14411274776605e+001dB,1.65622977892468e+002°)
1.13762728582337e+002	(-6.14023099626518e+001dB,1.65656819535573e+002°)
1.14024978756110e+002	(-6.13634861139369e+001dB,1.65690598339732e+002°)
1.14287833478971e+002	(-6.13246560686380e+001dB,1.65724314270811e+002°)
1.14551294144547e+002	(-6.12858197290646e+001dB,1.65757967532079e+002°)
1.14815362149682e+002	(-6.12469772575316e+001dB,1.65791558077832e+002°)
1.15080038894437e+002	(-6.12081286167010e+001dB,1.65825085994223e+002°)
1.15345325782103e+002	(-6.11692737822378e+001dB,1.65858551576762e+002°)
1.15611224219203e+002	(-6.11304128479020e+001dB,1.65891954684380e+002°)
1.15877735615506e+002	(-6.10915457223160e+001dB,1.65925295583881e+002°)
1.16144861384028e+002	(-6.10526725303341e+001dB,1.65958574266550e+002°)
1.16412602941043e+002	(-6.10137932396106e+001dB,1.65991790869029e+002°)
1.16680961706090e+002	(-6.09749078411759e+001dB,1.66024945534021e+002°)
1.16949939101980e+002	(-6.09360164503517e+001dB,1.66058038214570e+002°)
1.17219536554806e+002	(-6.08971190325252e+001dB,1.66091069139072e+002°)
1.17489755493946e+002	(-6.08582155858263e+001dB,1.66124038317337e+002°)
1.17760597352074e+002	(-6.08193062219702e+001dB,1.66156945811712e+002°)
1.18032063565166e+002	(-6.07803907616709e+001dB,1.66189791934967e+002°)
1.18304155572510e+002	(-6.07414694228517e+001dB,1.66222576516230e+002°)
1.18576874816709e+002	(-6.07025421055157e+001dB,1.66255299840949e+002°)
1.18850222743695e+002	(-6.06636088459703e+001dB,1.66287961914829e+002°)
1.19124200802731e+002	(-6.06246697914853e+001dB,1.66320562811136e+002°)
1.19398810446421e+002	(-6.05857247304061e+001dB,1.66353102731422e+002°)
1.19674053130718e+002	(-6.05467738830666e+001dB,1.66385581630198e+002°)
1.19949930314931e+002	(-6.05078172509427e+001dB,1.66417999596831e+002°)
1.20226443461734e+002	(-6.04688547255770e+001dB,1.66450356881029e+002°)
1.20503594037173e+002	(-6.04298863198792e+001dB,1.66482653608688e+002°)
1.20781383510671e+002	(-6.03909122609673e+001dB,1.66514889607768e+002°)
1.21059813355041e+002	(-6.03519323058012e+001dB,1.66547065268240e+002°)
1.21338885046491e+002	(-6.03129465739534e+001dB,1.66579180517852e+002°)
1.21618600064630e+002	(-6.02739552089963e+001dB,1.66611235427416e+002°)
1.21898959892480e+002	(-6.02349580767396e+001dB,1.66643230184513e+002°)
1.22179966016480e+002	(-6.01959552131958e+001dB,1.66675164902205e+002°)
1.22461619926498e+002	(-6.01569467199694e+001dB,1.66707039576485e+002°)
1.22743923115834e+002	(-6.01179324781239e+001dB,1.66738854410591e+002°)
1.23026877081231e+002	(-6.00789126291468e+001dB,1.66770609378647e+002°)
1.23310483322884e+002	(-6.00398871461303e+001dB,1.66802304715210e+002°)
1.23594743344444e+002	(-6.00008560153115e+001dB,1.66833940431212e+002°)
1.23879658653030e+002	(-5.99618193119151e+001dB,1.66865516641653e+002°)
1.24165230759234e+002	(-5.99227770161659e+001dB,1.66897033420013e+002°)
1.24451461177131e+002	(-5.98837291314368e+001dB,1.66928490910113e+002°)
1.24738351424287e+002	(-5.98446756655408e+001dB,1.66959889260746e+002°)
1.25025903021765e+002	(-5.98056166559741e+001dB,1.66991228443186e+002°)
1.25314117494134e+002	(-5.97665521642842e+001dB,1.67022508562675e+002°)
1.25602996369480e+002	(-5.97274821641709e+001dB,1.67053729817378e+002°)
1.25892541179409e+002	(-5.96884067055798e+001dB,1.67084892210746e+002°)
1.26182753459060e+002	(-5.96493256929020e+001dB,1.67115995940760e+002°)
1.26473634747108e+002	(-5.96102392163837e+001dB,1.67147041026749e+002°)
1.26765186585777e+002	(-5.95711473876024e+001dB,1.67178027582957e+002°)
1.27057410520847e+002	(-5.95320500729469e+001dB,1.67208955670847e+002°)
1.27350308101659e+002	(-5.94929473191715e+001dB,1.67239825512677e+002°)
1.27643880881127e+002	(-5.94538392428800e+001dB,1.67270637047624e+002°)
1.27938130415745e+002	(-5.94147257593735e+001dB,1.67301390465048e+002°)
1.28233058265595e+002	(-5.93756068780146e+001dB,1.67332085888249e+002°)
1.28528665994354e+002	(-5.93364826684092e+001dB,1.67362723325552e+002°)
1.28824955169306e+002	(-5.92973531347110e+001dB,1.67393302968250e+002°)
1.29121927361346e+002	(-5.92582183090264e+001dB,1.67423824829367e+002°)
1.29419584144991e+002	(-5.92190780840743e+001dB,1.67454289066142e+002°)
1.29717927098388e+002	(-5.91799326224829e+001dB,1.67484695792399e+002°)
1.30016957803321e+002	(-5.91407819087712e+001dB,1.67515045016642e+002°)
1.30316677845222e+002	(-5.91016258954890e+001dB,1.67545336963634e+002°)
1.30617088813176e+002	(-5.90624646774508e+001dB,1.67575571613131e+002°)
1.30918192299933e+002	(-5.90232981423934e+001dB,1.67605749162063e+002°)
1.31219989901913e+002	(-5.89841264799755e+001dB,1.67635869607034e+002°)
1.31522483219216e+002	(-5.89449496425912e+001dB,1.67665933108681e+002°)
1.31825673855633e+002	(-5.89057675444981e+001dB,1.67695939810800e+002°)
1.32129563418650e+002	(-5.88665803004279e+001dB,1.67725889732881e+002°)
1.32434153519459e+002	(-5.88273878470419e+001dB,1.67755782997360e+002°)
1.32739445772966e+002	(-5.87881903222553e+001dB,1.67785619694051e+002°)
1.33045441797801e+002	(-5.87489876158818e+001dB,1.67815399975524e+002°)
1.33352143216324e+002	(-5.87097798159105e+001dB,1.67845123896263e+002°)
1.33659551654636e+002	(-5.86705668624303e+001dB,1.67874791570831e+002°)
1.33967668742585e+002	(-5.86313488918129e+001dB,1.67904403040953e+002°)
1.34276496113778e+002	(-5.85921258670787e+001dB,1.67933958455625e+002°)
1.34586035405587e+002	(-5.85528977015725e+001dB,1.67963457964912e+002°)
1.34896288259157e+002	(-5.85136645278470e+001dB,1.67992901579104e+002°)
1.35207256319420e+002	(-5.84744263218576e+001dB,1.68022289437663e+002°)
1.35518941235095e+002	(-5.84351830243241e+001dB,1.68051621694732e+002°)
1.35831344658707e+002	(-5.83959347904820e+001dB,1.68080898326518e+002°)
1.36144468246587e+002	(-5.83566815432263e+001dB,1.68110119521500e+002°)
1.36458313658884e+002	(-5.83174233520423e+001dB,1.68139285296532e+002°)
1.36772882559577e+002	(-5.82781601637885e+001dB,1.68168395881600e+002°)
1.37088176616477e+002	(-5.82388919642638e+001dB,1.68197451320114e+002°)
1.37404197501243e+002	(-5.81996188620320e+001dB,1.68226451660230e+002°)
1.37720946889386e+002	(-5.81603408647666e+001dB,1.68255396990545e+002°)
1.38038426460280e+002	(-5.81210578844173e+001dB,1.68284287529989e+002°)
1.38356637897170e+002	(-5.80817700530197e+001dB,1.68313123312597e+002°)
1.38675582887180e+002	(-5.80424772731149e+001dB,1.68341904386411e+002°)
1.38995263121327e+002	(-5.80031796615742e+001dB,1.68370630900862e+002°)
1.39315680294522e+002	(-5.79638771693066e+001dB,1.68399302932567e+002°)
1.39636836105585e+002	(-5.79245698303402e+001dB,1.68427920613638e+002°)
1.39958732257253e+002	(-5.78852576678849e+001dB,1.68456484016058e+002°)
1.40281370456187e+002	(-5.78459406357452e+001dB,1.68484993283812e+002°)
1.40604752412983e+002	(-5.78066187777662e+001dB,1.68513448470097e+002°)
1.40928879842179e+002	(-5.77672921668995e+001dB,1.68541849650460e+002°)
1.41253754462267e+002	(-5.77279607095819e+001dB,1.68570197039518e+002°)
1.41579377995699e+002	(-5.76886244349090e+001dB,1.68598490625737e+002°)
1.41905752168900e+002	(-5.76492834527414e+001dB,1.68626730504245e+002°)
1.42232878712273e+002	(-5.76099376700620e+001dB,1.68654916865210e+002°)
1.42560759360210e+002	(-5.75705872253735e+001dB,1.68683049702202e+002°)
1.42889395851101e+002	(-5.75312319253455e+001dB,1.68711129205418e+002°)
1.43218789927345e+002	(-5.74918719675571e+001dB,1.68739155459275e+002°)
1.43548943335357e+002	(-5.74525072846913e+001dB,1.68767128506211e+002°)
1.43879857825576e+002	(-5.74131379136641e+001dB,1.68795048490055e+002°)
1.44211535152478e+002	(-5.73737638212870e+001dB,1.68822915477127e+002°)
1.44543977074584e+002	(-5.73343850408993e+001dB,1.68850729613465e+002°)
1.44877185354467e+002	(-5.72950016314970e+001dB,1.68878490990340e+002°)
1.45211161758765e+002	(-5.72556135131112e+001dB,1.68906199654819e+002°)
1.45545908058188e+002	(-5.72162207670074e+001dB,1.68933855774496e+002°)
1.45881426027526e+002	(-5.71768234153306e+001dB,1.68961459388688e+002°)
1.46217717445663e+002	(-5.71374213833014e+001dB,1.68989010651581e+002°)
1.46554784095582e+002	(-5.70980147835876e+001dB,1.69016509628331e+002°)
1.46892627764378e+002	(-5.70586035260695e+001dB,1.69043956433551e+002°)
1.47231250243263e+002	(-5.70191876975839e+001dB,1.69071351172781e+002°)
1.47570653327580e+002	(-5.69797672945869e+001dB,1.69098693877074e+002°)
1.47910838816811e+002	(-5.69403423232427e+001dB,1.69125984761462e+002°)
1.48251808514586e+002	(-5.69009127543517e+001dB,1.69153223841210e+002°)
1.48593564228691e+002	(-5.68614786334360e+001dB,1.69180411223158e+002°)
1.48936107771082e+002	(-5.68220399772867e+001dB,1.69207547057971e+002°)
1.49279440957890e+002	(-5.67825967812517e+001dB,1.69234631383843e+002°)
1.49623565609434e+002	(-5.67431490916331e+001dB,1.69261664321308e+002°)
1.49968483550228e+002	(-5.67036968910248e+001dB,1.69288645950684e+002°)
1.50314196608993e+002	(-5.66642401470667e+001dB,1.69315576433718e+002°)
1.50660706618665e+002	(-5.66247789160733e+001dB,1.69342455811346e+002°)
1.51008015416405e+002	(-5.65853132160618e+001dB,1.69369284189387e+002°)
1.51356124843611e+002	(-5.65458430373083e+001dB,1.69396061697775e+002°)
1.51705036745924e+002	(-5.65063683937108e+001dB,1.69422788382760e+002°)
1.52054752973240e+002	(-5.64668893061972e+001dB,1.69449464396540e+002°)
1.52405275379720e+002	(-5.64274057122923e+001dB,1.69476089815742e+002°)
1.52756605823798e+002	(-5.63879176937411e+001dB,1.69502664750598e+002°)
1.53108746168193e+002	(-5.63484252810992e+001dB,1.69529189267352e+002°)
1.53461698279920e+002	(-5.63089284574883e+001dB,1.69555663480602e+002°)
1.53815464030294e+002	(-5.62694271690852e+001dB,1.69582087514182e+002°)
1.54170045294946e+002	(-5.62299215324255e+001dB,1.69608461439406e+002°)
1.54525443953832e+002	(-5.61904114591992e+001dB,1.69634785333966e+002°)
1.54881661891238e+002	(-5.61508970031669e+001dB,1.69661059351417e+002°)
1.55238700995798e+002	(-5.61113781681864e+001dB,1.69687283575751e+002°)
1.55596563160498e+002	(-5.60718549716362e+001dB,1.69713458057166e+002°)
1.55955250282685e+002	(-5.60323274177206e+001dB,1.69739582961938e+002°)
1.56314764264085e+002	(-5.59927955013539e+001dB,1.69765658331586e+002°)
1.56675107010805e+002	(-5.59532592742328e+001dB,1.69791684281495e+002°)
1.57036280433345e+002	(-5.59137186606054e+001dB,1.69817660910859e+002°)
1.57398286446612e+002	(-5.58741737308412e+001dB,1.69843588343433e+002°)
1.57761126969925e+002	(-5.58346245464027e+001dB,1.69869466629386e+002°)
1.58124803927028e+002	(-5.57950709668768e+001dB,1.69895295916856e+002°)
1.58489319246101e+002	(-5.57555131219082e+001dB,1.69921076255880e+002°)
1.58854674859768e+002	(-5.57159509593054e+001dB,1.69946807786584e+002°)
1.59220872705107e+002	(-5.56763845183370e+001dB,1.69972490589350e+002°)
1.59587914723663e+002	(-5.56368138222678e+001dB,1.69998124738078e+002°)
1.59955802861457e+002	(-5.55972388514423e+001dB,1.70023710363622e+002°)
1.60324539068994e+002	(-5.55576595610772e+001dB,1.70049247560993e+002°)
1.60694125301277e+002	(-5.55180760547725e+001dB,1.70074736411235e+002°)
1.61064563517817e+002	(-5.54784882870156e+001dB,1.70100177031763e+002°)
1.61435855682638e+002	(-5.54388962823207e+001dB,1.70125569482043e+002°)
1.61808003764296e+002	(-5.53993000609579e+001dB,1.70150913872529e+002°)
1.62181009735882e+002	(-5.53596995728056e+001dB,1.70176210346088e+002°)
1.62554875575038e+002	(-5.53200948918740e+001dB,1.70201458941290e+002°)
1.62929603263962e+002	(-5.52804859855204e+001dB,1.70226659778826e+002°)
1.63305194789423e+002	(-5.52408728808361e+001dB,1.70251812948691e+002°)
1.63681652142770e+002	(-5.52012555546234e+001dB,1.70276918588917e+002°)
1.64058977319943e+002	(-5.51616340408439e+001dB,1.70301976733602e+002°)
1.64437172321482e+002	(-5.51220083252500e+001dB,1.70326987531105e+002°)
1.64816239152540e+002	(-5.50823784320644e+001dB,1.70351951032210e+002°)
1.65196179822891e+002	(-5.50427444092857e+001dB,1.70376867357715e+002°)
1.65576996346942e+002	(-5.50031061631724e+001dB,1.70401736591306e+002°)
1.65958690743745e+002	(-5.49634637865998e+001dB,1.70426558860546e+002°)
1.66341265037006e+002	(-5.49238172299372e+001dB,1.70451334205608e+002°)
1.66724721255095e+002	(-5.48841665499177e+001dB,1.70476062798530e+002°)
1.67109061431060e+002	(-5.48445117228138e+001dB,1.70500744649077e+002°)
1.67494287602633e+002	(-5.48048527248912e+001dB,1.70525379927471e+002°)
1.67880401812245e+002	(-5.47651896226684e+001dB,1.70549968717011e+002°)
1.68267406107036e+002	(-5.47255223623443e+001dB,1.70574511051393e+002°)
1.68655302538863e+002	(-5.46858510382557e+001dB,1.70599007118127e+002°)
1.69044093164315e+002	(-5.46461755871814e+001dB,1.70623456923389e+002°)
1.69433780044722e+002	(-5.46064959810447e+001dB,1.70647860627810e+002°)
1.69824365246163e+002	(-5.45668123055659e+001dB,1.70672218294875e+002°)
1.70215850839484e+002	(-5.45271245479328e+001dB,1.70696530029975e+002°)
1.70608238900301e+002	(-5.44874326913132e+001dB,1.70720795934606e+002°)
1.71001531509017e+002	(-5.44477367144676e+001dB,1.70745016086008e+002°)
1.71395730750831e+002	(-5.44080367023711e+001dB,1.70769190585570e+002°)
1.71790838715747e+002	(-5.43683325669239e+001dB,1.70793319531399e+002°)
1.72186857498589e+002	(-5.43286244017209e+001dB,1.70817403054049e+002°)
1.72583789199009e+002	(-5.42889121345221e+001dB,1.70841441177492e+002°)
1.72981635921499e+002	(-5.42491958492568e+001dB,1.70865434005790e+002°)
1.73380399775402e+002	(-5.42094754614318e+001dB,1.70889381697184e+002°)
1.73780082874926e+002	(-5.41697510530168e+001dB,1.70913284286577e+002°)
1.74180687339150e+002	(-5.41300225737649e+001dB,1.70937141947220e+002°)
1.74582215292039e+002	(-5.40902900713032e+001dB,1.70960954660573e+002°)
1.74984668862454e+002	(-5.40505535363426e+001dB,1.70984722581201e+002°)
1.75388050184164e+002	(-5.40108129462732e+001dB,1.71008445789288e+002°)
1.75792361395857e+002	(-5.39710683323392e+001dB,1.71032124413604e+002°)
1.76197604641151e+002	(-5.39313197042992e+001dB,1.71055758524429e+002°)
1.76603782068605e+002	(-5.38915670362557e+001dB,1.71079348182411e+002°)
1.77010895831730e+002	(-5.38518103716860e+001dB,1.71102893512600e+002°)
1.77418948089005e+002	(-5.38120496948819e+001dB,1.71126394640650e+002°)
1.77827941003880e+002	(-5.37722850234775e+001dB,1.71149851585471e+002°)
1.78237876744797e+002	(-5.37325163279641e+001dB,1.71173264503965e+002°)
1.78648757485193e+002	(-5.36927436437012e+001dB,1.71196633471846e+002°)
1.79060585403517e+002	(-5.36529669478727e+001dB,1.71219958553074e+002°)
1.79473362683241e+002	(-5.36131862544037e+001dB,1.71243239868536e+002°)
1.79887091512867e+002	(-5.35734015881989e+001dB,1.71266477507258e+002°)
1.80301774085945e+002	(-5.35336129174471e+001dB,1.71289671564131e+002°)
1.80717412601081e+002	(-5.34938202903916e+001dB,1.71312822114630e+002°)
1.81134009261948e+002	(-5.34540236766370e+001dB,1.71335929262345e+002°)
1.81551566277301e+002	(-5.34142230657523e+001dB,1.71358993114320e+002°)
1.81970085860986e+002	(-5.33744185109651e+001dB,1.71382013755521e+002°)
1.82389570231951e+002	(-5.33346099866557e+001dB,1.71404991244006e+002°)
1.82810021614262e+002	(-5.32947974968271e+001dB,1.71427925754053e+002°)
1.83231442237109e+002	(-5.32549810379737e+001dB,1.71450817264585e+002°)
1.83653834334822e+002	(-5.32151606226234e+001dB,1.71473665944589e+002°)
1.84077200146883e+002	(-5.31753362501156e+001dB,1.71496471841176e+002°)
1.84501541917935e+002	(-5.31355079122424e+001dB,1.71519235115998e+002°)
1.84926861897795e+002	(-5.30956756239757e+001dB,1.71541955798375e+002°)
1.85353162341468e+002	(-5.30558394197495e+001dB,1.71564633963463e+002°)
1.85780445509157e+002	(-5.30159992043274e+001dB,1.71587269793991e+002°)
1.86208713666274e+002	(-5.29761550976955e+001dB,1.71609863278612e+002°)
1.86637969083454e+002	(-5.29363070483786e+001dB,1.71632414560364e+002°)
1.87068214036567e+002	(-5.28964550725452e+001dB,1.71654923732385e+002°)
1.87499450806729e+002	(-5.28565991054983e+001dB,1.71677390854460e+002°)
1.87931681680314e+002	(-5.28167392363050e+001dB,1.71699816056944e+002°)
1.88364908948967e+002	(-5.27768754441462e+001dB,1.71722199406741e+002°)
1.88799134909616e+002	(-5.27370077200998e+001dB,1.71744540981453e+002°)
1.89234361864485e+002	(-5.26971360535225e+001dB,1.71766840887696e+002°)
1.89670592121102e+002	(-5.26572604655557e+001dB,1.71789099222890e+002°)
1.90107827992317e+002	(-5.26173809535057e+001dB,1.71811316060457e+002°)
1.90546071796312e+002	(-5.25774975397825e+001dB,1.71833491488243e+002°)
1.90985325856611e+002	(-5.25376101632245e+001dB,1.71855625610221e+002°)
1.91425592502095e+002	(-5.24977189022751e+001dB,1.71877718508724e+002°)
1.91866874067016e+002	(-5.24578236976704e+001dB,1.71899770266595e+002°)
1.92309172891003e+002	(-5.24179246029393e+001dB,1.71921780997684e+002°)
1.92752491319080e+002	(-5.23780215881380e+001dB,1.71943750787646e+002°)
1.93196831701679e+002	(-5.23381146600516e+001dB,1.71965679665076e+002°)
1.93642196394647e+002	(-5.22982038061036e+001dB,1.71987567784670e+002°)
1.94088587759264e+002	(-5.22582890100932e+001dB,1.72009415221065e+002°)
1.94536008162253e+002	(-5.22183703714402e+001dB,1.72031222059288e+002°)
1.94984459975791e+002	(-5.21784477515232e+001dB,1.72052988350348e+002°)
1.95433945577526e+002	(-5.21385212659034e+001dB,1.72074714241992e+002°)
1.95884467350585e+002	(-5.20985908829864e+001dB,1.72096399801629e+002°)
1.96336027683591e+002	(-5.20586565697582e+001dB,1.72118045097186e+002°)
1.96788628970671e+002	(-5.20187183625794e+001dB,1.72139650232321e+002°)
1.97242273611472e+002	(-5.19787762252245e+001dB,1.72161215296356e+002°)
1.97696964011172e+002	(-5.19388302022558e+001dB,1.72182740382254e+002°)
1.98152702580496e+002	(-5.18988802781009e+001dB,1.72204225537188e+002°)
1.98609491735723e+002	(-5.18589264441692e+001dB,1.72225670919959e+002°)
1.99067333898705e+002	(-5.18189687055948e+001dB,1.72247076530845e+002°)
1.99526231496874e+002	(-5.17790070749203e+001dB,1.72268442521845e+002°)
1.99986186963260e+002	(-5.17390415244466e+001dB,1.72289768981714e+002°)
2.00447202736502e+002	(-5.16990720482163e+001dB,1.72311055922980e+002°)
2.00909281260859e+002	(-5.16590986723984e+001dB,1.72332303515822e+002°)
2.01372424986225e+002	(-5.16191214490224e+001dB,1.72353511814240e+002°)
2.01836636368142e+002	(-5.15791402400228e+001dB,1.72374680869462e+002°)
2.02301917867813e+002	(-5.15391551990573e+001dB,1.72395810828247e+002°)
2.02768271952114e+002	(-5.14991661922845e+001dB,1.72416901760320e+002°)
2.03235701093608e+002	(-5.14591733312476e+001dB,1.72437953736569e+002°)
2.03704207770558e+002	(-5.14191765402279e+001dB,1.72458966842745e+002°)
2.04173794466939e+002	(-5.13791758136331e+001dB,1.72479941131813e+002°)
2.04644463672453e+002	(-5.13391712115055e+001dB,1.72500876773480e+002°)
2.05116217882542e+002	(-5.12991627062512e+001dB,1.72521773778343e+002°)
2.05589059598400e+002	(-5.12591502768855e+001dB,1.72542632242665e+002°)
2.06062991326985e+002	(-5.12191339541195e+001dB,1.72563452288397e+002°)
2.06538015581038e+002	(-5.11791136956793e+001dB,1.72584233945562e+002°)
2.07014134879090e+002	(-5.11390895357559e+001dB,1.72604977363268e+002°)
2.07491351745476e+002	(-5.10990614585151e+001dB,1.72625682570190e+002°)
2.07969668710355e+002	(-5.10590294772114e+001dB,1.72646349677842e+002°)
2.08449088309714e+002	(-5.10189935631595e+001dB,1.72666978756572e+002°)
2.08929613085389e+002	(-5.09789537606009e+001dB,1.72687569893007e+002°)
2.09411245585074e+002	(-5.09389100051801e+001dB,1.72708123175737e+002°)
2.09893988362338e+002	(-5.08988623381233e+001dB,1.72728638663205e+002°)
2.10377843976633e+002	(-5.08588107556036e+001dB,1.72749116482512e+002°)
2.10862814993314e+002	(-5.08187552241240e+001dB,1.72769556710327e+002°)
2.11348903983650e+002	(-5.07786958137559e+001dB,1.72789959390246e+002°)
2.11836113524835e+002	(-5.07386324346130e+001dB,1.72810324639038e+002°)
2.12324446200007e+002	(-5.06985651544802e+001dB,1.72830652508582e+002°)
2.12813904598256e+002	(-5.06584939152260e+001dB,1.72850943117796e+002°)
2.13304491314642e+002	(-5.06184187658475e+001dB,1.72871196526617e+002°)
2.13796208950208e+002	(-5.05783396462686e+001dB,1.72891412816791e+002°)
2.14289060111990e+002	(-5.05382566142775e+001dB,1.72911592060600e+002°)
2.14783047413038e+002	(-5.04981696468548e+001dB,1.72931734390381e+002°)
2.15278173472422e+002	(-5.04580787397251e+001dB,1.72951839828998e+002°)
2.15774440915251e+002	(-5.04179838736857e+001dB,1.72971908489480e+002°)
2.16271852372686e+002	(-5.03778850696941e+001dB,1.72991940406969e+002°)
2.16770410481954e+002	(-5.03377823025530e+001dB,1.73011935730840e+002°)
2.17270117886359e+002	(-5.02976755917536e+001dB,1.73031894507394e+002°)
2.17770977235300e+002	(-5.02575648988680e+001dB,1.73051816794324e+002°)
2.18272991184284e+002	(-5.02174502796995e+001dB,1.73071702721864e+002°)
2.18776162394939e+002	(-5.01773316887612e+001dB,1.73091552312108e+002°)
2.19280493535029e+002	(-5.01372091394428e+001dB,1.73111365721334e+002°)
2.19785987278467e+002	(-5.00970826059397e+001dB,1.73131142957735e+002°)
2.20292646305330e+002	(-5.00569520943734e+001dB,1.73150884121113e+002°)
2.20800473301874e+002	(-5.00168176304070e+001dB,1.73170589314706e+002°)
2.21309470960548e+002	(-4.99766791670224e+001dB,1.73190258564494e+002°)
2.21819641980006e+002	(-4.99365367297063e+001dB,1.73209892020467e+002°)
2.22330989065124e+002	(-4.98963903163178e+001dB,1.73229489732392e+002°)
2.22843514927014e+002	(-4.98562398945482e+001dB,1.73249051748145e+002°)
2.23357222283037e+002	(-4.98160854725844e+001dB,1.73268578168588e+002°)
2.23872113856818e+002	(-4.97759270772830e+001dB,1.73288069074069e+002°)
2.24388192378260e+002	(-4.97357646568584e+001dB,1.73307524563862e+002°)
2.24905460583562e+002	(-4.96955982459002e+001dB,1.73326944644909e+002°)
2.25423921215226e+002	(-4.96554278278308e+001dB,1.73346329494680e+002°)
2.25943577022081e+002	(-4.96152534070519e+001dB,1.73365679116512e+002°)
2.26464430759289e+002	(-4.95750749466121e+001dB,1.73384993636031e+002°)
2.26986485188366e+002	(-4.95348924748378e+001dB,1.73404273071803e+002°)
2.27509743077190e+002	(-4.94947059926545e+001dB,1.73423517548714e+002°)
2.28034207200025e+002	(-4.94545154524823e+001dB,1.73442727132533e+002°)
2.28559880337526e+002	(-4.94143208920396e+001dB,1.73461901889346e+002°)
2.29086765276760e+002	(-4.93741222880348e+001dB,1.73481041925830e+002°)
2.29614864811219e+002	(-4.93339196249718e+001dB,1.73500147244807e+002°)
2.30144181740834e+002	(-4.92937129316741e+001dB,1.73519217991617e+002°)
2.30674718871990e+002	(-4.92535021796797e+001dB,1.73538254237278e+002°)
2.31206479017542e+002	(-4.92132873682094e+001dB,1.73557256034660e+002°)
2.31739464996831e+002	(-4.91730684829972e+001dB,1.73576223453057e+002°)
2.32273679635694e+002	(-4.91328455605986e+001dB,1.73595156594049e+002°)
2.32809125766484e+002	(-4.90926185187390e+001dB,1.73614055536424e+002°)
2.33345806228083e+002	(-4.90523874111357e+001dB,1.73632920313402e+002°)
2.33883723865918e+002	(-4.90121522379015e+001dB,1.73651751029788e+002°)
2.34422881531975e+002	(-4.89719129536412e+001dB,1.73670547736868e+002°)
2.34963282084813e+002	(-4.89316695636694e+001dB,1.73689310539658e+002°)
2.35504928389583e+002	(-4.88914220948225e+001dB,1.73708039507115e+002°)
2.36047823318040e+002	(-4.88511705119031e+001dB,1.73726734708005e+002°)
2.36591969748558e+002	(-4.88109148020732e+001dB,1.73745396190011e+002°)
2.37137370566148e+002	(-4.87706549798028e+001dB,1.73764024044858e+002°)
2.37684028662470e+002	(-4.87303910333528e+001dB,1.73782618359644e+002°)
2.38231946935851e+002	(-4.86901229643109e+001dB,1.73801179217271e+002°)
2.38781128291300e+002	(-4.86498507388090e+001dB,1.73819706624880e+002°)
2.39331575640521e+002	(-4.86095743774908e+001dB,1.73838200727127e+002°)
2.39883291901931e+002	(-4.85692938610096e+001dB,1.73856661574571e+002°)
2.40436280000675e+002	(-4.85290091834568e+001dB,1.73875089221162e+002°)
2.40990542868641e+002	(-4.84887203524119e+001dB,1.73893483744933e+002°)
2.41546083444476e+002	(-4.84484273419422e+001dB,1.73911845218047e+002°)
2.42102904673600e+002	(-4.84081301565435e+001dB,1.73930173731241e+002°)
2.42661009508223e+002	(-4.83678287965398e+001dB,1.73948469355610e+002°)
2.43220400907363e+002	(-4.83275232245525e+001dB,1.73966732111774e+002°)
2.43781081836857e+002	(-4.82872134719954e+001dB,1.73984962125111e+002°)
2.44343055269379e+002	(-4.82468995196806e+001dB,1.74003159444996e+002°)
2.44906324184456e+002	(-4.82065813414027e+001dB,1.74021324141388e+002°)
2.45470891568485e+002	(-4.81662589568485e+001dB,1.74039456294776e+002°)
2.46036760414744e+002	(-4.81259323284549e+001dB,1.74057555939635e+002°)
2.46603933723415e+002	(-4.80856014738140e+001dB,1.74075623208143e+002°)
2.47172414501594e+002	(-4.80452663851073e+001dB,1.74093658131245e+002°)
2.47742205763310e+002	(-4.80049270277216e+001dB,1.74111660767141e+002°)
2.48313310529538e+002	(-4.79645834322792e+001dB,1.74129631200630e+002°)
2.48885731828220e+002	(-4.79242355576274e+001dB,1.74147569474974e+002°)
2.49459472694277e+002	(-4.78838834203239e+001dB,1.74165475710440e+002°)
2.50034536169624e+002	(-4.78435269969883e+001dB,1.74183349954584e+002°)
