Freq.	V(vi)/((-1)*I(Vii))
9.24698173938176e+001	(1.11196281790474e+002dB,-9.26338062519044e+001°)
9.26829823379302e+001	(1.11176157242119e+002dB,-9.26406340511262e+001°)
9.28966386779889e+001	(1.11156032117308e+002dB,-9.26474756605639e+001°)
9.31107875467783e+001	(1.11135906413388e+002dB,-9.26543311151756e+001°)
9.33254300796944e+001	(1.11115780127694e+002dB,-9.26612004499798e+001°)
9.35405674147504e+001	(1.11095653257548e+002dB,-9.26680837000485e+001°)
9.37562006925833e+001	(1.11075525800259e+002dB,-9.26749809005416e+001°)
9.39723310564590e+001	(1.11055397753126e+002dB,-9.26818920866622e+001°)
9.41889596522793e+001	(1.11035269113432e+002dB,-9.26888172936976e+001°)
9.44060876285875e+001	(1.11015139878451e+002dB,-9.26957565569746e+001°)
9.46237161365745e+001	(1.10995010045441e+002dB,-9.27027099119091e+001°)
9.48418463300849e+001	(1.10974879611649e+002dB,-9.27096773939709e+001°)
9.50604793656233e+001	(1.10954748574311e+002dB,-9.27166590386966e+001°)
9.52796164023603e+001	(1.10934616930647e+002dB,-9.27236548816900e+001°)
9.54992586021387e+001	(1.10914484677865e+002dB,-9.27306649586122e+001°)
9.57194071294795e+001	(1.10894351813162e+002dB,-9.27376893052037e+001°)
9.59400631515884e+001	(1.10874218333720e+002dB,-9.27447279572619e+001°)
9.61612278383615e+001	(1.10854084236708e+002dB,-9.27517809506455e+001°)
9.63829023623921e+001	(1.10833949519284e+002dB,-9.27588483212932e+001°)
9.66050878989764e+001	(1.10813814178590e+002dB,-9.27659301051948e+001°)
9.68277856261199e+001	(1.10793678211757e+002dB,-9.27730263384180e+001°)
9.70509967245440e+001	(1.10773541615902e+002dB,-9.27801370570866e+001°)
9.72747223776915e+001	(1.10753404388128e+002dB,-9.27872622974029e+001°)
9.74989637717336e+001	(1.10733266525525e+002dB,-9.27944020956259e+001°)
9.77237220955760e+001	(1.10713128025171e+002dB,-9.28015564880816e+001°)
9.79489985408648e+001	(1.10692988884127e+002dB,-9.28087255111678e+001°)
9.81747943019933e+001	(1.10672849099444e+002dB,-9.28159092013534e+001°)
9.84011105761083e+001	(1.10652708668158e+002dB,-9.28231075951565e+001°)
9.86279485631159e+001	(1.10632567587291e+002dB,-9.28303207291815e+001°)
9.88553094656887e+001	(1.10612425853852e+002dB,-9.28375486400860e+001°)
9.90831944892716e+001	(1.10592283464834e+002dB,-9.28447913646086e+001°)
9.93116048420882e+001	(1.10572140417220e+002dB,-9.28520489395431e+001°)
9.95405417351475e+001	(1.10551996707975e+002dB,-9.28593214017571e+001°)
9.97700063822501e+001	(1.10531852334052e+002dB,-9.28666087881854e+001°)
9.99999999999948e+001	(1.10511707292390e+002dB,-9.28739111358322e+001°)
1.00230523807785e+002	(1.10491561579914e+002dB,-9.28812284817619e+001°)
1.00461579027834e+002	(1.10471415193533e+002dB,-9.28885608631197e+001°)
1.00693166885175e+002	(1.10451268130144e+002dB,-9.28959083171028e+001°)
1.00925288607663e+002	(1.10431120386629e+002dB,-9.29032708809933e+001°)
1.01157945425985e+002	(1.10410971959854e+002dB,-9.29106485921323e+001°)
1.01391138573663e+002	(1.10390822846672e+002dB,-9.29180414879292e+001°)
1.01624869287064e+002	(1.10370673043921e+002dB,-9.29254496058684e+001°)
1.01859138805406e+002	(1.10350522548426e+002dB,-9.29328729834953e+001°)
1.02093948370763e+002	(1.10330371356994e+002dB,-9.29403116584250e+001°)
1.02329299228070e+002	(1.10310219466421e+002dB,-9.29477656683516e+001°)
1.02565192625135e+002	(1.10290066873484e+002dB,-9.29552350510331e+001°)
1.02801629812642e+002	(1.10269913574949e+002dB,-9.29627198442827e+001°)
1.03038612044156e+002	(1.10249759567565e+002dB,-9.29702200860088e+001°)
1.03276140576134e+002	(1.10229604848067e+002dB,-9.29777358141652e+001°)
1.03514216667929e+002	(1.10209449413173e+002dB,-9.29852670667935e+001°)
1.03752841581796e+002	(1.10189293259589e+002dB,-9.29928138819891e+001°)
1.03992016582900e+002	(1.10169136384002e+002dB,-9.30003762979333e+001°)
1.04231742939325e+002	(1.10148978783086e+002dB,-9.30079543528641e+001°)
1.04472021922074e+002	(1.10128820453500e+002dB,-9.30155480850980e+001°)
1.04712854805084e+002	(1.10108661391887e+002dB,-9.30231575330182e+001°)
1.04954242865227e+002	(1.10088501594873e+002dB,-9.30307827350786e+001°)
1.05196187382317e+002	(1.10068341059070e+002dB,-9.30384237298028e+001°)
1.05438689639120e+002	(1.10048179781075e+002dB,-9.30460805557866e+001°)
1.05681750921360e+002	(1.10028017757467e+002dB,-9.30537532516944e+001°)
1.05925372517723e+002	(1.10007854984811e+002dB,-9.30614418562628e+001°)
1.06169555719867e+002	(1.09987691459656e+002dB,-9.30691464082946e+001°)
1.06414301822426e+002	(1.09967527178534e+002dB,-9.30768669466751e+001°)
1.06659612123020e+002	(1.09947362137962e+002dB,-9.30846035103501e+001°)
1.06905487922260e+002	(1.09927196334440e+002dB,-9.30923561383371e+001°)
1.07151930523755e+002	(1.09907029764452e+002dB,-9.31001248697340e+001°)
1.07398941234119e+002	(1.09886862424468e+002dB,-9.31079097436970e+001°)
1.07646521362978e+002	(1.09866694310938e+002dB,-9.31157107994680e+001°)
1.07894672222977e+002	(1.09846525420297e+002dB,-9.31235280763433e+001°)
1.08143395129788e+002	(1.09826355748965e+002dB,-9.31313616137107e+001°)
1.08392691402114e+002	(1.09806185293344e+002dB,-9.31392114510130e+001°)
1.08642562361701e+002	(1.09786014049820e+002dB,-9.31470776277751e+001°)
1.08893009333337e+002	(1.09765842014761e+002dB,-9.31549601835865e+001°)
1.09144033644870e+002	(1.09745669184520e+002dB,-9.31628591581195e+001°)
1.09395636627203e+002	(1.09725495555432e+002dB,-9.31707745911083e+001°)
1.09647819614312e+002	(1.09705321123816e+002dB,-9.31787065223647e+001°)
1.09900583943246e+002	(1.09685145885973e+002dB,-9.31866549917697e+001°)
1.10153930954135e+002	(1.09664969838187e+002dB,-9.31946200392823e+001°)
1.10407861990201e+002	(1.09644792976726e+002dB,-9.32026017049299e+001°)
1.10662378397761e+002	(1.09624615297839e+002dB,-9.32106000288099e+001°)
1.10917481526234e+002	(1.09604436797758e+002dB,-9.32186150511011e+001°)
1.11173172728153e+002	(1.09584257472700e+002dB,-9.32266468120502e+001°)
1.11429453359167e+002	(1.09564077318861e+002dB,-9.32346953519734e+001°)
1.11686324778050e+002	(1.09543896332422e+002dB,-9.32427607112694e+001°)
1.11943788346709e+002	(1.09523714509546e+002dB,-9.32508429304052e+001°)
1.12201845430190e+002	(1.09503531846376e+002dB,-9.32589420499121e+001°)
1.12460497396686e+002	(1.09483348339040e+002dB,-9.32670581104157e+001°)
1.12719745617545e+002	(1.09463163983646e+002dB,-9.32751911525954e+001°)
1.12979591467273e+002	(1.09442978776286e+002dB,-9.32833412172169e+001°)
1.13240036323549e+002	(1.09422792713034e+002dB,-9.32915083451145e+001°)
1.13501081567225e+002	(1.09402605789942e+002dB,-9.32996925771937e+001°)
1.13762728582337e+002	(1.09382418003049e+002dB,-9.33078939544422e+001°)
1.14024978756110e+002	(1.09362229348372e+002dB,-9.33161125179167e+001°)
1.14287833478971e+002	(1.09342039821911e+002dB,-9.33243483087486e+001°)
1.14551294144547e+002	(1.09321849419648e+002dB,-9.33326013681461e+001°)
1.14815362149682e+002	(1.09301658137545e+002dB,-9.33408717373808e+001°)
1.15080038894437e+002	(1.09281465971547e+002dB,-9.33491594578189e+001°)
1.15345325782103e+002	(1.09261272917579e+002dB,-9.33574645708827e+001°)
1.15611224219203e+002	(1.09241078971547e+002dB,-9.33657871180791e+001°)
1.15877735615506e+002	(1.09220884129340e+002dB,-9.33741271409900e+001°)
1.16144861384028e+002	(1.09200688386826e+002dB,-9.33824846812661e+001°)
1.16412602941043e+002	(1.09180491739855e+002dB,-9.33908597806379e+001°)
1.16680961706090e+002	(1.09160294184256e+002dB,-9.33992524809091e+001°)
1.16949939101980e+002	(1.09140095715842e+002dB,-9.34076628239646e+001°)
1.17219536554806e+002	(1.09119896330403e+002dB,-9.34160908517531e+001°)
1.17489755493946e+002	(1.09099696023713e+002dB,-9.34245366063081e+001°)
1.17760597352074e+002	(1.09079494791525e+002dB,-9.34330001297341e+001°)
1.18032063565166e+002	(1.09059292629571e+002dB,-9.34414814642222e+001°)
1.18304155572510e+002	(1.09039089533564e+002dB,-9.34499806520140e+001°)
1.18576874816709e+002	(1.09018885499200e+002dB,-9.34584977354573e+001°)
1.18850222743695e+002	(1.08998680522151e+002dB,-9.34670327569499e+001°)
1.19124200802731e+002	(1.08978474598072e+002dB,-9.34755857589867e+001°)
1.19398810446421e+002	(1.08958267722595e+002dB,-9.34841567841260e+001°)
1.19674053130718e+002	(1.08938059891335e+002dB,-9.34927458750042e+001°)
1.19949930314931e+002	(1.08917851099886e+002dB,-9.35013530743318e+001°)
1.20226443461734e+002	(1.08897641343819e+002dB,-9.35099784249093e+001°)
1.20503594037173e+002	(1.08877430618688e+002dB,-9.35186219695977e+001°)
1.20781383510671e+002	(1.08857218920025e+002dB,-9.35272837513356e+001°)
1.21059813355041e+002	(1.08837006243340e+002dB,-9.35359638131502e+001°)
1.21338885046491e+002	(1.08816792584125e+002dB,-9.35446621981364e+001°)
1.21618600064630e+002	(1.08796577937849e+002dB,-9.35533789494691e+001°)
1.21898959892480e+002	(1.08776362299962e+002dB,-9.35621141103956e+001°)
1.22179966016480e+002	(1.08756145665890e+002dB,-9.35708677242483e+001°)
1.22461619926498e+002	(1.08735928031041e+002dB,-9.35796398344242e+001°)
1.22743923115834e+002	(1.08715709390800e+002dB,-9.35884304844143e+001°)
1.23026877081231e+002	(1.08695489740532e+002dB,-9.35972397177702e+001°)
1.23310483322884e+002	(1.08675269075579e+002dB,-9.36060675781356e+001°)
1.23594743344444e+002	(1.08655047391262e+002dB,-9.36149141092179e+001°)
1.23879658653030e+002	(1.08634824682882e+002dB,-9.36237793548125e+001°)
1.24165230759234e+002	(1.08614600945715e+002dB,-9.36326633587859e+001°)
1.24451461177131e+002	(1.08594376175019e+002dB,-9.36415661650836e+001°)
1.24738351424287e+002	(1.08574150366027e+002dB,-9.36504878177393e+001°)
1.25025903021765e+002	(1.08553923513952e+002dB,-9.36594283608431e+001°)
1.25314117494134e+002	(1.08533695613983e+002dB,-9.36683878385802e+001°)
1.25602996369480e+002	(1.08513466661289e+002dB,-9.36773662952160e+001°)
1.25892541179409e+002	(1.08493236651016e+002dB,-9.36863637750752e+001°)
1.26182753459060e+002	(1.08473005578285e+002dB,-9.36953803225762e+001°)
1.26473634747108e+002	(1.08452773438199e+002dB,-9.37044159822166e+001°)
1.26765186585777e+002	(1.08432540225835e+002dB,-9.37134707985639e+001°)
1.27057410520847e+002	(1.08412305936248e+002dB,-9.37225448162642e+001°)
1.27350308101659e+002	(1.08392070564471e+002dB,-9.37316380800529e+001°)
1.27643880881127e+002	(1.08371834105514e+002dB,-9.37407506347286e+001°)
1.27938130415745e+002	(1.08351596554361e+002dB,-9.37498825251829e+001°)
1.28233058265595e+002	(1.08331357905978e+002dB,-9.37590337963752e+001°)
1.28528665994354e+002	(1.08311118155304e+002dB,-9.37682044933510e+001°)
1.28824955169306e+002	(1.08290877297256e+002dB,-9.37773946612320e+001°)
1.29121927361346e+002	(1.08270635326727e+002dB,-9.37866043452142e+001°)
1.29419584144991e+002	(1.08250392238586e+002dB,-9.37958335905814e+001°)
1.29717927098388e+002	(1.08230148027680e+002dB,-9.38050824426885e+001°)
1.30016957803321e+002	(1.08209902688831e+002dB,-9.38143509469730e+001°)
1.30316677845222e+002	(1.08189656216836e+002dB,-9.38236391489565e+001°)
1.30617088813176e+002	(1.08169408606470e+002dB,-9.38329470942300e+001°)
1.30918192299933e+002	(1.08149159852484e+002dB,-9.38422748284693e+001°)
1.31219989901913e+002	(1.08128909949602e+002dB,-9.38516223974276e+001°)
1.31522483219216e+002	(1.08108658892527e+002dB,-9.38609898469421e+001°)
1.31825673855633e+002	(1.08088406675935e+002dB,-9.38703772229268e+001°)
1.32129563418650e+002	(1.08068153294479e+002dB,-9.38797845713713e+001°)
1.32434153519459e+002	(1.08047898742787e+002dB,-9.38892119383520e+001°)
1.32739445772966e+002	(1.08027643015461e+002dB,-9.38986593700204e+001°)
1.33045441797801e+002	(1.08007386107079e+002dB,-9.39081269126040e+001°)
1.33352143216324e+002	(1.07987128012196e+002dB,-9.39176146124159e+001°)
1.33659551654636e+002	(1.07966868725337e+002dB,-9.39271225158555e+001°)
1.33967668742585e+002	(1.07946608241006e+002dB,-9.39366506693858e+001°)
1.34276496113778e+002	(1.07926346553680e+002dB,-9.39461991195652e+001°)
1.34586035405587e+002	(1.07906083657811e+002dB,-9.39557679130207e+001°)
1.34896288259157e+002	(1.07885819547824e+002dB,-9.39653570964659e+001°)
1.35207256319420e+002	(1.07865554218121e+002dB,-9.39749667166913e+001°)
1.35518941235095e+002	(1.07845287663075e+002dB,-9.39845968205722e+001°)
1.35831344658707e+002	(1.07825019877034e+002dB,-9.39942474550585e+001°)
1.36144468246587e+002	(1.07804750854323e+002dB,-9.40039186671865e+001°)
1.36458313658884e+002	(1.07784480589235e+002dB,-9.40136105040642e+001°)
1.36772882559577e+002	(1.07764209076042e+002dB,-9.40233230128916e+001°)
1.37088176616477e+002	(1.07743936308987e+002dB,-9.40330562409357e+001°)
1.37404197501243e+002	(1.07723662282286e+002dB,-9.40428102355539e+001°)
1.37720946889386e+002	(1.07703386990130e+002dB,-9.40525850441844e+001°)
1.38038426460280e+002	(1.07683110426681e+002dB,-9.40623807143383e+001°)
1.38356637897170e+002	(1.07662832586077e+002dB,-9.40721972936166e+001°)
1.38675582887180e+002	(1.07642553462426e+002dB,-9.40820348296907e+001°)
1.38995263121327e+002	(1.07622273049811e+002dB,-9.40918933703243e+001°)
1.39315680294522e+002	(1.07601991342286e+002dB,-9.41017729633524e+001°)
1.39636836105585e+002	(1.07581708333878e+002dB,-9.41116736566947e+001°)
1.39958732257253e+002	(1.07561424018588e+002dB,-9.41215954983523e+001°)
1.40281370456187e+002	(1.07541138390387e+002dB,-9.41315385364049e+001°)
1.40604752412983e+002	(1.07520851443219e+002dB,-9.41415028190157e+001°)
1.40928879842179e+002	(1.07500563171001e+002dB,-9.41514883944269e+001°)
1.41253754462267e+002	(1.07480273567621e+002dB,-9.41614953109638e+001°)
1.41579377995699e+002	(1.07459982626939e+002dB,-9.41715236170337e+001°)
1.41905752168900e+002	(1.07439690342785e+002dB,-9.41815733611150e+001°)
1.42232878712273e+002	(1.07419396708964e+002dB,-9.41916445917835e+001°)
1.42560759360210e+002	(1.07399101719250e+002dB,-9.42017373576796e+001°)
1.42889395851101e+002	(1.07378805367389e+002dB,-9.42118517075403e+001°)
1.43218789927345e+002	(1.07358507647096e+002dB,-9.42219876901712e+001°)
1.43548943335357e+002	(1.07338208552061e+002dB,-9.42321453544682e+001°)
1.43879857825576e+002	(1.07317908075943e+002dB,-9.42423247493989e+001°)
1.44211535152478e+002	(1.07297606212369e+002dB,-9.42525259240235e+001°)
1.44543977074584e+002	(1.07277302954941e+002dB,-9.42627489274754e+001°)
1.44877185354467e+002	(1.07256998297229e+002dB,-9.42729938089688e+001°)
1.45211161758765e+002	(1.07236692232774e+002dB,-9.42832606178046e+001°)
1.45545908058188e+002	(1.07216384755086e+002dB,-9.42935494033636e+001°)
1.45881426027526e+002	(1.07196075857648e+002dB,-9.43038602151048e+001°)
1.46217717445663e+002	(1.07175765533909e+002dB,-9.43141931025697e+001°)
1.46554784095582e+002	(1.07155453777290e+002dB,-9.43245481153857e+001°)
1.46892627764378e+002	(1.07135140581183e+002dB,-9.43349253032594e+001°)
1.47231250243263e+002	(1.07114825938946e+002dB,-9.43453247159676e+001°)
1.47570653327580e+002	(1.07094509843908e+002dB,-9.43557464033896e+001°)
1.47910838816811e+002	(1.07074192289369e+002dB,-9.43661904154688e+001°)
1.48251808514586e+002	(1.07053873268596e+002dB,-9.43766568022376e+001°)
1.48593564228691e+002	(1.07033552774824e+002dB,-9.43871456138100e+001°)
1.48936107771082e+002	(1.07013230801260e+002dB,-9.43976569003740e+001°)
1.49279440957890e+002	(1.06992907341076e+002dB,-9.44081907122141e+001°)
1.49623565609434e+002	(1.06972582387416e+002dB,-9.44187470996816e+001°)
1.49968483550228e+002	(1.06952255933389e+002dB,-9.44293261132168e+001°)
1.50314196608993e+002	(1.06931927972075e+002dB,-9.44399278033378e+001°)
1.50660706618665e+002	(1.06911598496520e+002dB,-9.44505522206464e+001°)
1.51008015416405e+002	(1.06891267499740e+002dB,-9.44611994158267e+001°)
1.51356124843611e+002	(1.06870934974716e+002dB,-9.44718694396426e+001°)
1.51705036745924e+002	(1.06850600914398e+002dB,-9.44825623429388e+001°)
1.52054752973240e+002	(1.06830265311706e+002dB,-9.44932781766456e+001°)
1.52405275379720e+002	(1.06809928159522e+002dB,-9.45040169917696e+001°)
1.52756605823798e+002	(1.06789589450700e+002dB,-9.45147788393968e+001°)
1.53108746168193e+002	(1.06769249178058e+002dB,-9.45255637707072e+001°)
1.53461698279920e+002	(1.06748907334382e+002dB,-9.45363718369501e+001°)
1.53815464030294e+002	(1.06728563912425e+002dB,-9.45472030894554e+001°)
1.54170045294946e+002	(1.06708218904906e+002dB,-9.45580575796493e+001°)
1.54525443953832e+002	(1.06687872304511e+002dB,-9.45689353590191e+001°)
1.54881661891238e+002	(1.06667524103891e+002dB,-9.45798364791499e+001°)
1.55238700995798e+002	(1.06647174295664e+002dB,-9.45907609916977e+001°)
1.55596563160498e+002	(1.06626822872414e+002dB,-9.46017089484082e+001°)
1.55955250282685e+002	(1.06606469826690e+002dB,-9.46126804010964e+001°)
1.56314764264085e+002	(1.06586115151008e+002dB,-9.46236754016746e+001°)
1.56675107010805e+002	(1.06565758837849e+002dB,-9.46346940021226e+001°)
1.57036280433345e+002	(1.06545400879657e+002dB,-9.46457362545075e+001°)
1.57398286446612e+002	(1.06525041268845e+002dB,-9.46568022109793e+001°)
1.57761126969925e+002	(1.06504679997788e+002dB,-9.46678919237644e+001°)
1.58124803927028e+002	(1.06484317058827e+002dB,-9.46790054451748e+001°)
1.58489319246101e+002	(1.06463952444268e+002dB,-9.46901428276004e+001°)
1.58854674859768e+002	(1.06443586146380e+002dB,-9.47013041235125e+001°)
1.59220872705107e+002	(1.06423218157398e+002dB,-9.47124893854626e+001°)
1.59587914723663e+002	(1.06402848469520e+002dB,-9.47236986660856e+001°)
1.59955802861457e+002	(1.06382477074909e+002dB,-9.47349320180996e+001°)
1.60324539068994e+002	(1.06362103965690e+002dB,-9.47461894942961e+001°)
1.60694125301277e+002	(1.06341729133954e+002dB,-9.47574711475544e+001°)
1.61064563517817e+002	(1.06321352571754e+002dB,-9.47687770308283e+001°)
1.61435855682638e+002	(1.06300974271108e+002dB,-9.47801071971605e+001°)
1.61808003764296e+002	(1.06280594223994e+002dB,-9.47914616996691e+001°)
1.62181009735882e+002	(1.06260212422355e+002dB,-9.48028405915493e+001°)
1.62554875575038e+002	(1.06239828858098e+002dB,-9.48142439260861e+001°)
1.62929603263962e+002	(1.06219443523090e+002dB,-9.48256717566347e+001°)
1.63305194789423e+002	(1.06199056409162e+002dB,-9.48371241366415e+001°)
1.63681652142770e+002	(1.06178667508108e+002dB,-9.48486011196214e+001°)
1.64058977319943e+002	(1.06158276811683e+002dB,-9.48601027591873e+001°)
1.64437172321482e+002	(1.06137884311603e+002dB,-9.48716291090061e+001°)
1.64816239152540e+002	(1.06117489999548e+002dB,-9.48831802228546e+001°)
1.65196179822891e+002	(1.06097093867158e+002dB,-9.48947561545646e+001°)
1.65576996346942e+002	(1.06076695906035e+002dB,-9.49063569580614e+001°)
1.65958690743745e+002	(1.06056296107742e+002dB,-9.49179826873477e+001°)
1.66341265037006e+002	(1.06035894463804e+002dB,-9.49296333965079e+001°)
1.66724721255095e+002	(1.06015490965705e+002dB,-9.49413091397003e+001°)
1.67109061431060e+002	(1.05995085604891e+002dB,-9.49530099711717e+001°)
1.67494287602633e+002	(1.05974678372769e+002dB,-9.49647359452360e+001°)
1.67880401812245e+002	(1.05954269260706e+002dB,-9.49764871163000e+001°)
1.68267406107036e+002	(1.05933858260027e+002dB,-9.49882635388427e+001°)
1.68655302538863e+002	(1.05913445362020e+002dB,-9.50000652674226e+001°)
1.69044093164315e+002	(1.05893030557932e+002dB,-9.50118923566827e+001°)
1.69433780044722e+002	(1.05872613838969e+002dB,-9.50237448613371e+001°)
1.69824365246163e+002	(1.05852195196295e+002dB,-9.50356228361876e+001°)
1.70215850839484e+002	(1.05831774621037e+002dB,-9.50475263361051e+001°)
1.70608238900301e+002	(1.05811352104278e+002dB,-9.50594554160519e+001°)
1.71001531509017e+002	(1.05790927637060e+002dB,-9.50714101310575e+001°)
1.71395730750831e+002	(1.05770501210385e+002dB,-9.50833905362371e+001°)
1.71790838715747e+002	(1.05750072815213e+002dB,-9.50953966867821e+001°)
1.72186857498589e+002	(1.05729642442462e+002dB,-9.51074286379594e+001°)
1.72583789199009e+002	(1.05709210083008e+002dB,-9.51194864451221e+001°)
1.72981635921499e+002	(1.05688775727685e+002dB,-9.51315701636979e+001°)
1.73380399775402e+002	(1.05668339367285e+002dB,-9.51436798491871e+001°)
1.73780082874926e+002	(1.05647900992558e+002dB,-9.51558155571740e+001°)
1.74180687339150e+002	(1.05627460594209e+002dB,-9.51679773433197e+001°)
1.74582215292039e+002	(1.05607018162903e+002dB,-9.51801652633634e+001°)
1.74984668862454e+002	(1.05586573689260e+002dB,-9.51923793731232e+001°)
1.75388050184164e+002	(1.05566127163857e+002dB,-9.52046197284922e+001°)
1.75792361395857e+002	(1.05545678577229e+002dB,-9.52168863854402e+001°)
1.76197604641151e+002	(1.05525227919866e+002dB,-9.52291794000179e+001°)
1.76603782068605e+002	(1.05504775182213e+002dB,-9.52414988283472e+001°)
1.77010895831730e+002	(1.05484320354673e+002dB,-9.52538447266334e+001°)
1.77418948089005e+002	(1.05463863427604e+002dB,-9.52662171511556e+001°)
1.77827941003880e+002	(1.05443404391319e+002dB,-9.52786161582710e+001°)
1.78237876744797e+002	(1.05422943236087e+002dB,-9.52910418044112e+001°)
1.78648757485193e+002	(1.05402479952132e+002dB,-9.53034941460861e+001°)
1.79060585403517e+002	(1.05382014529632e+002dB,-9.53159732398818e+001°)
1.79473362683241e+002	(1.05361546958721e+002dB,-9.53284791424564e+001°)
1.79887091512867e+002	(1.05341077229486e+002dB,-9.53410119105510e+001°)
1.80301774085945e+002	(1.05320605331970e+002dB,-9.53535716009739e+001°)
1.80717412601081e+002	(1.05300131256169e+002dB,-9.53661582706233e+001°)
1.81134009261948e+002	(1.05279654992032e+002dB,-9.53787719764530e+001°)
1.81551566277301e+002	(1.05259176529463e+002dB,-9.53914127755087e+001°)
1.81970085860986e+002	(1.05238695858319e+002dB,-9.54040807249024e+001°)
1.82389570231951e+002	(1.05218212968410e+002dB,-9.54167758818255e+001°)
1.82810021614262e+002	(1.05197727849500e+002dB,-9.54294983035403e+001°)
1.83231442237109e+002	(1.05177240491304e+002dB,-9.54422480473855e+001°)
1.83653834334822e+002	(1.05156750883490e+002dB,-9.54550251707750e+001°)
1.84077200146883e+002	(1.05136259015680e+002dB,-9.54678297311975e+001°)
1.84501541917935e+002	(1.05115764877446e+002dB,-9.54806617862108e+001°)
1.84926861897795e+002	(1.05095268458313e+002dB,-9.54935213934535e+001°)
1.85353162341468e+002	(1.05074769747757e+002dB,-9.55064086106319e+001°)
1.85780445509157e+002	(1.05054268735206e+002dB,-9.55193234955288e+001°)
1.86208713666274e+002	(1.05033765410039e+002dB,-9.55322661059988e+001°)
1.86637969083454e+002	(1.05013259761587e+002dB,-9.55452364999710e+001°)
1.87068214036567e+002	(1.04992751779129e+002dB,-9.55582347354454e+001°)
1.87499450806729e+002	(1.04972241451897e+002dB,-9.55712608704976e+001°)
1.87931681680314e+002	(1.04951728769074e+002dB,-9.55843149632693e+001°)
1.88364908948967e+002	(1.04931213719789e+002dB,-9.55973970719820e+001°)
1.88799134909616e+002	(1.04910696293126e+002dB,-9.56105072549235e+001°)
1.89234361864485e+002	(1.04890176478115e+002dB,-9.56236455704562e+001°)
1.89670592121102e+002	(1.04869654263736e+002dB,-9.56368120770140e+001°)
1.90107827992317e+002	(1.04849129638919e+002dB,-9.56500068330993e+001°)
1.90546071796312e+002	(1.04828602592544e+002dB,-9.56632298972866e+001°)
1.90985325856611e+002	(1.04808073113437e+002dB,-9.56764813282215e+001°)
1.91425592502095e+002	(1.04787541190373e+002dB,-9.56897611846228e+001°)
1.91866874067016e+002	(1.04767006812077e+002dB,-9.57030695252745e+001°)
1.92309172891003e+002	(1.04746469967221e+002dB,-9.57164064090358e+001°)
1.92752491319080e+002	(1.04725930644424e+002dB,-9.57297718948269e+001°)
1.93196831701679e+002	(1.04705388832253e+002dB,-9.57431660416505e+001°)
1.93642196394647e+002	(1.04684844519223e+002dB,-9.57565889085661e+001°)
1.94088587759264e+002	(1.04664297693794e+002dB,-9.57700405547101e+001°)
1.94536008162253e+002	(1.04643748344375e+002dB,-9.57835210392825e+001°)
1.94984459975791e+002	(1.04623196459321e+002dB,-9.57970304215568e+001°)
1.95433945577526e+002	(1.04602642026932e+002dB,-9.58105687608682e+001°)
1.95884467350585e+002	(1.04582085035455e+002dB,-9.58241361166276e+001°)
1.96336027683591e+002	(1.04561525473083e+002dB,-9.58377325483042e+001°)
1.96788628970671e+002	(1.04540963327954e+002dB,-9.58513581154437e+001°)
1.97242273611472e+002	(1.04520398588151e+002dB,-9.58650128776510e+001°)
1.97696964011172e+002	(1.04499831241702e+002dB,-9.58786968946023e+001°)
1.98152702580496e+002	(1.04479261276581e+002dB,-9.58924102260403e+001°)
1.98609491735723e+002	(1.04458688680705e+002dB,-9.59061529317702e+001°)
1.99067333898705e+002	(1.04438113441936e+002dB,-9.59199250716661e+001°)
1.99526231496874e+002	(1.04417535548080e+002dB,-9.59337267056665e+001°)
1.99986186963260e+002	(1.04396954986887e+002dB,-9.59475578937763e+001°)
2.00447202736502e+002	(1.04376371746050e+002dB,-9.59614186960584e+001°)
2.00909281260859e+002	(1.04355785813204e+002dB,-9.59753091726517e+001°)
2.01372424986225e+002	(1.04335197175930e+002dB,-9.59892293837505e+001°)
2.01836636368142e+002	(1.04314605821748e+002dB,-9.60031793896146e+001°)
2.02301917867813e+002	(1.04294011738124e+002dB,-9.60171592505700e+001°)
2.02768271952114e+002	(1.04273414912463e+002dB,-9.60311690270018e+001°)
2.03235701093608e+002	(1.04252815332115e+002dB,-9.60452087793635e+001°)
2.03704207770558e+002	(1.04232212984368e+002dB,-9.60592785681637e+001°)
2.04173794466939e+002	(1.04211607856455e+002dB,-9.60733784539772e+001°)
2.04644463672453e+002	(1.04190999935547e+002dB,-9.60875084974447e+001°)
2.05116217882542e+002	(1.04170389208759e+002dB,-9.61016687592599e+001°)
2.05589059598400e+002	(1.04149775663143e+002dB,-9.61158593001805e+001°)
2.06062991326985e+002	(1.04129159285693e+002dB,-9.61300801810262e+001°)
2.06538015581038e+002	(1.04108540063344e+002dB,-9.61443314626774e+001°)
2.07014134879090e+002	(1.04087917982969e+002dB,-9.61586132060707e+001°)
2.07491351745476e+002	(1.04067293031382e+002dB,-9.61729254722078e+001°)
2.07969668710355e+002	(1.04046665195333e+002dB,-9.61872683221436e+001°)
2.08449088309714e+002	(1.04026034461516e+002dB,-9.62016418169948e+001°)
2.08929613085389e+002	(1.04005400816558e+002dB,-9.62160460179373e+001°)
2.09411245585074e+002	(1.03984764247029e+002dB,-9.62304809861996e+001°)
2.09893988362338e+002	(1.03964124739434e+002dB,-9.62449467830757e+001°)
2.10377843976633e+002	(1.03943482280217e+002dB,-9.62594434699093e+001°)
