Freq.	V(v01)*V(v02)*V(v03)*V(v04)*V(v05)*V(v06)
1.35082783165088e+003	(-4.17590682006068e-001dB,-6.65511011624968e+000°)
1.35145005411758e+003	(-4.17588610852494e-001dB,-6.65822435554507e+000°)
1.35207256319429e+003	(-4.17586537727259e-001dB,-6.66134009750017e+000°)
1.35269535901305e+003	(-4.17584462628539e-001dB,-6.66445734290320e+000°)
1.35331844170594e+003	(-4.17582385554326e-001dB,-6.66757609254293e+000°)
1.35394181140509e+003	(-4.17580306502682e-001dB,-6.67069634720857e+000°)
1.35456546824271e+003	(-4.17578225471689e-001dB,-6.67381810768982e+000°)
1.35518941235105e+003	(-4.17576142459370e-001dB,-6.67694137477694e+000°)
1.35581364386245e+003	(-4.17574057463858e-001dB,-6.68006614926062e+000°)
1.35643816290928e+003	(-4.17571970483102e-001dB,-6.68319243193220e+000°)
1.35706296962400e+003	(-4.17569881515243e-001dB,-6.68632022358332e+000°)
1.35768806413911e+003	(-4.17567790558283e-001dB,-6.68944952500629e+000°)
1.35831344658717e+003	(-4.17565697610243e-001dB,-6.69258033699378e+000°)
1.35893911710082e+003	(-4.17563602669221e-001dB,-6.69571266033910e+000°)
1.35956507581274e+003	(-4.17561505733263e-001dB,-6.69884649583603e+000°)
1.36019132285569e+003	(-4.17559406800394e-001dB,-6.70198184427872e+000°)
1.36081785836247e+003	(-4.17557305868606e-001dB,-6.70511870646203e+000°)
1.36144468246597e+003	(-4.17555202935993e-001dB,-6.70825708318123e+000°)
1.36207179529911e+003	(-4.17553098000584e-001dB,-6.71139697523202e+000°)
1.36269919699489e+003	(-4.17550991060369e-001dB,-6.71453838341076e+000°)
1.36332688768636e+003	(-4.17548882113442e-001dB,-6.71768130851420e+000°)
1.36395486750665e+003	(-4.17546771157781e-001dB,-6.72082575133969e+000°)
1.36458313658894e+003	(-4.17544658191419e-001dB,-6.72397171268496e+000°)
1.36521169506646e+003	(-4.17542543212411e-001dB,-6.72711919334838e+000°)
1.36584054307252e+003	(-4.17540426218775e-001dB,-6.73026819412876e+000°)
1.36646968074048e+003	(-4.17538307208491e-001dB,-6.73341871582543e+000°)
1.36709910820377e+003	(-4.17536186179609e-001dB,-6.73657075923821e+000°)
1.36772882559587e+003	(-4.17534063130177e-001dB,-6.73972432516747e+000°)
1.36835883305032e+003	(-4.17531938058102e-001dB,-6.74287941441414e+000°)
1.36898913070075e+003	(-4.17529810961499e-001dB,-6.74603602777947e+000°)
1.36961971868082e+003	(-4.17527681838353e-001dB,-6.74919416606543e+000°)
1.37025059712426e+003	(-4.17525550686660e-001dB,-6.75235383007439e+000°)
1.37088176616487e+003	(-4.17523417504448e-001dB,-6.75551502060926e+000°)
1.37151322593650e+003	(-4.17521282289668e-001dB,-6.75867773847348e+000°)
1.37214497657307e+003	(-4.17519145040388e-001dB,-6.76184198447096e+000°)
1.37277701820857e+003	(-4.17517005754560e-001dB,-6.76500775940621e+000°)
1.37340935097702e+003	(-4.17514864430174e-001dB,-6.76817506408412e+000°)
1.37404197501253e+003	(-4.17512721065282e-001dB,-6.77134389931019e+000°)
1.37467489044927e+003	(-4.17510575657856e-001dB,-6.77451426589039e+000°)
1.37530809742147e+003	(-4.17508428205831e-001dB,-6.77768616463133e+000°)
1.37594159606341e+003	(-4.17506278707258e-001dB,-6.78085959633994e+000°)
1.37657538650943e+003	(-4.17504127160117e-001dB,-6.78403456182377e+000°)
1.37720946889396e+003	(-4.17501973562398e-001dB,-6.78721106189090e+000°)
1.37784384335147e+003	(-4.17499817912059e-001dB,-6.79038909734993e+000°)
1.37847851001649e+003	(-4.17497660207085e-001dB,-6.79356866900989e+000°)
1.37911346902362e+003	(-4.17495500445477e-001dB,-6.79674977768048e+000°)
1.37974872050751e+003	(-4.17493338625175e-001dB,-6.79993242417176e+000°)
1.38038426460290e+003	(-4.17491174744189e-001dB,-6.80311660929436e+000°)
1.38102010144456e+003	(-4.17489008800450e-001dB,-6.80630233385952e+000°)
1.38165623116735e+003	(-4.17486840791968e-001dB,-6.80948959867892e+000°)
1.38229265390615e+003	(-4.17484670716719e-001dB,-6.81267840456471e+000°)
1.38292936979596e+003	(-4.17482498572634e-001dB,-6.81586875232966e+000°)
1.38356637897180e+003	(-4.17480324357703e-001dB,-6.81906064278706e+000°)
1.38420368156876e+003	(-4.17478148069829e-001dB,-6.82225407675060e+000°)
1.38484127772200e+003	(-4.17475969707080e-001dB,-6.82544905503463e+000°)
1.38547916756674e+003	(-4.17473789267331e-001dB,-6.82864557845398e+000°)
1.38611735123826e+003	(-4.17471606748551e-001dB,-6.83184364782394e+000°)
1.38675582887191e+003	(-4.17469422148730e-001dB,-6.83504326396041e+000°)
1.38739460060308e+003	(-4.17467235465745e-001dB,-6.83824442767976e+000°)
1.38803366656725e+003	(-4.17465046697623e-001dB,-6.84144713979897e+000°)
1.38867302689995e+003	(-4.17462855842263e-001dB,-6.84465140113543e+000°)
1.38931268173677e+003	(-4.17460662897630e-001dB,-6.84785721250709e+000°)
1.38995263121337e+003	(-4.17458467861676e-001dB,-6.85106457473242e+000°)
1.39059287546546e+003	(-4.17456270732316e-001dB,-6.85427348863049e+000°)
1.39123341462883e+003	(-4.17454071507488e-001dB,-6.85748395502087e+000°)
1.39187424883931e+003	(-4.17451870185148e-001dB,-6.86069597472357e+000°)
1.39251537823282e+003	(-4.17449666763224e-001dB,-6.86390954855918e+000°)
1.39315680294532e+003	(-4.17447461239659e-001dB,-6.86712467734889e+000°)
1.39379852311284e+003	(-4.17445253612369e-001dB,-6.87034136191432e+000°)
1.39444053887148e+003	(-4.17443043879272e-001dB,-6.87355960307763e+000°)
1.39508285035739e+003	(-4.17440832038324e-001dB,-6.87677940166158e+000°)
1.39572545770678e+003	(-4.17438618087377e-001dB,-6.88000075848939e+000°)
1.39636836105596e+003	(-4.17436402024454e-001dB,-6.88322367438483e+000°)
1.39701156054124e+003	(-4.17434183847402e-001dB,-6.88644815017225e+000°)
1.39765505629905e+003	(-4.17431963554167e-001dB,-6.88967418667646e+000°)
1.39829884846585e+003	(-4.17429741142634e-001dB,-6.89290178472282e+000°)
1.39894293717818e+003	(-4.17427516610788e-001dB,-6.89613094513721e+000°)
1.39958732257264e+003	(-4.17425289956466e-001dB,-6.89936166874615e+000°)
1.40023200478587e+003	(-4.17423061177552e-001dB,-6.90259395637650e+000°)
1.40087698395460e+003	(-4.17420830272056e-001dB,-6.90582780885589e+000°)
1.40152226021562e+003	(-4.17418597237827e-001dB,-6.90906322701222e+000°)
1.40216783370578e+003	(-4.17416362072724e-001dB,-6.91230021167416e+000°)
1.40281370456198e+003	(-4.17414124774695e-001dB,-6.91553876367079e+000°)
1.40345987292119e+003	(-4.17411885341658e-001dB,-6.91877888383170e+000°)
1.40410633892047e+003	(-4.17409643771450e-001dB,-6.92202057298718e+000°)
1.40475310269690e+003	(-4.17407400062006e-001dB,-6.92526383196786e+000°)
1.40540016438764e+003	(-4.17405154211187e-001dB,-6.92850866160501e+000°)
1.40604752412993e+003	(-4.17402906216897e-001dB,-6.93175506273045e+000°)
1.40669518206106e+003	(-4.17400656077032e-001dB,-6.93500303617646e+000°)
1.40734313831837e+003	(-4.17398403789460e-001dB,-6.93825258277595e+000°)
1.40799139303928e+003	(-4.17396149352092e-001dB,-6.94150370336229e+000°)
1.40863994636127e+003	(-4.17393892762749e-001dB,-6.94475639876942e+000°)
1.40928879842189e+003	(-4.17391634019362e-001dB,-6.94801066983186e+000°)
1.40993794935874e+003	(-4.17389373119779e-001dB,-6.95126651738467e+000°)
1.41058739930949e+003	(-4.17387110061863e-001dB,-6.95452394226333e+000°)
1.41123714841187e+003	(-4.17384844843534e-001dB,-6.95778294530404e+000°)
1.41188719680368e+003	(-4.17382577462613e-001dB,-6.96104352734336e+000°)
1.41253754462277e+003	(-4.17380307916992e-001dB,-6.96430568921851e+000°)
1.41318819200708e+003	(-4.17378036204495e-001dB,-6.96756943176727e+000°)
1.41383913909458e+003	(-4.17375762323019e-001dB,-6.97083475582789e+000°)
1.41449038602333e+003	(-4.17373486270452e-001dB,-6.97410166223919e+000°)
1.41514193293145e+003	(-4.17371208044598e-001dB,-6.97737015184051e+000°)
1.41579377995710e+003	(-4.17368927643358e-001dB,-6.98064022547184e+000°)
1.41644592723853e+003	(-4.17366645064515e-001dB,-6.98391188397355e+000°)
1.41709837491405e+003	(-4.17364360305975e-001dB,-6.98718512818669e+000°)
1.41775112312202e+003	(-4.17362073365561e-001dB,-6.99045995895280e+000°)
1.41840417200087e+003	(-4.17359784241172e-001dB,-6.99373637711397e+000°)
1.41905752168911e+003	(-4.17357492930539e-001dB,-6.99701438351284e+000°)
1.41971117232529e+003	(-4.17355199431625e-001dB,-7.00029397899262e+000°)
1.42036512404803e+003	(-4.17352903742214e-001dB,-7.00357516439708e+000°)
1.42101937699603e+003	(-4.17350605860152e-001dB,-7.00685794057039e+000°)
1.42167393130802e+003	(-4.17348305783267e-001dB,-7.01014230835748e+000°)
1.42232878712284e+003	(-4.17346003509387e-001dB,-7.01342826860376e+000°)
1.42298394457935e+003	(-4.17343699036347e-001dB,-7.01671582215508e+000°)
1.42363940381651e+003	(-4.17341392361951e-001dB,-7.02000496985799e+000°)
1.42429516497331e+003	(-4.17339083484091e-001dB,-7.02329571255953e+000°)
1.42495122818883e+003	(-4.17336772400563e-001dB,-7.02658805110724e+000°)
1.42560759360221e+003	(-4.17334459109133e-001dB,-7.02988198634929e+000°)
1.42626426135264e+003	(-4.17332143607676e-001dB,-7.03317751913440e+000°)
1.42692123157938e+003	(-4.17329825893979e-001dB,-7.03647465031174e+000°)
1.42757850442177e+003	(-4.17327505965895e-001dB,-7.03977338073122e+000°)
1.42823608001920e+003	(-4.17325183821173e-001dB,-7.04307371124310e+000°)
1.42889395851112e+003	(-4.17322859457689e-001dB,-7.04637564269837e+000°)
1.42955214003705e+003	(-4.17320532873220e-001dB,-7.04967917594843e+000°)
1.43021062473658e+003	(-4.17318204065582e-001dB,-7.05298431184531e+000°)
1.43086941274936e+003	(-4.17315873032568e-001dB,-7.05629105124156e+000°)
1.43152850421509e+003	(-4.17313539771934e-001dB,-7.05959939499043e+000°)
1.43218789927356e+003	(-4.17311204281588e-001dB,-7.06290934394549e+000°)
1.43284759806461e+003	(-4.17308866559197e-001dB,-7.06622089896103e+000°)
1.43350760072814e+003	(-4.17306526602678e-001dB,-7.06953406089187e+000°)
1.43416790740413e+003	(-4.17304184409714e-001dB,-7.07284883059330e+000°)
1.43482851823261e+003	(-4.17301839978175e-001dB,-7.07616520892136e+000°)
1.43548943335368e+003	(-4.17299493305774e-001dB,-7.07948319673244e+000°)
1.43615065290750e+003	(-4.17297144390380e-001dB,-7.08280279488361e+000°)
1.43681217703430e+003	(-4.17294793229713e-001dB,-7.08612400423248e+000°)
1.43747400587438e+003	(-4.17292439821542e-001dB,-7.08944682563721e+000°)
1.43813613956809e+003	(-4.17290084163686e-001dB,-7.09277125995654e+000°)
1.43879857825587e+003	(-4.17287726253909e-001dB,-7.09609730804972e+000°)
1.43946132207818e+003	(-4.17285366089969e-001dB,-7.09942497077661e+000°)
1.44012437117559e+003	(-4.17283003669664e-001dB,-7.10275424899766e+000°)
1.44078772568871e+003	(-4.17280638990735e-001dB,-7.10608514357379e+000°)
1.44145138575823e+003	(-4.17278272050949e-001dB,-7.10941765536657e+000°)
1.44211535152489e+003	(-4.17275902848100e-001dB,-7.11275178523810e+000°)
1.44277962312950e+003	(-4.17273531379908e-001dB,-7.11608753405108e+000°)
1.44344420071294e+003	(-4.17271157644148e-001dB,-7.11942490266870e+000°)
1.44410908441614e+003	(-4.17268781638553e-001dB,-7.12276389195477e+000°)
1.44477427438012e+003	(-4.17266403360956e-001dB,-7.12610450277368e+000°)
1.44543977074595e+003	(-4.17264022809008e-001dB,-7.12944673599035e+000°)
1.44610557365475e+003	(-4.17261639980500e-001dB,-7.13279059247027e+000°)
1.44677168324774e+003	(-4.17259254873198e-001dB,-7.13613607307955e+000°)
1.44743809966618e+003	(-4.17256867484803e-001dB,-7.13948317868479e+000°)
1.44810482305139e+003	(-4.17254477813097e-001dB,-7.14283191015320e+000°)
1.44877185354478e+003	(-4.17252085855828e-001dB,-7.14618226835257e+000°)
1.44943919128781e+003	(-4.17249691610683e-001dB,-7.14953425415127e+000°)
1.45010683642199e+003	(-4.17247295075442e-001dB,-7.15288786841818e+000°)
1.45077478908893e+003	(-4.17244896247790e-001dB,-7.15624311202283e+000°)
1.45144304943028e+003	(-4.17242495125484e-001dB,-7.15959998583523e+000°)
1.45211161758776e+003	(-4.17240091706287e-001dB,-7.16295849072601e+000°)
1.45278049370316e+003	(-4.17237685987852e-001dB,-7.16631862756642e+000°)
1.45344967791834e+003	(-4.17235277967960e-001dB,-7.16968039722828e+000°)
1.45411917037520e+003	(-4.17232867644310e-001dB,-7.17304380058383e+000°)
1.45478897121573e+003	(-4.17230455014637e-001dB,-7.17640883850607e+000°)
1.45545908058199e+003	(-4.17228040076570e-001dB,-7.17977551186850e+000°)
1.45612949861608e+003	(-4.17225622827970e-001dB,-7.18314382154516e+000°)
1.45680022546018e+003	(-4.17223203266432e-001dB,-7.18651376841076e+000°)
1.45747126125655e+003	(-4.17220781389717e-001dB,-7.18988535334047e+000°)
1.45814260614749e+003	(-4.17218357195501e-001dB,-7.19325857721014e+000°)
1.45881426027537e+003	(-4.17215930681508e-001dB,-7.19663344089615e+000°)
1.45948622378264e+003	(-4.17213501845444e-001dB,-7.20000994527541e+000°)
1.46015849681181e+003	(-4.17211070684972e-001dB,-7.20338809122554e+000°)
1.46083107950544e+003	(-4.17208637197820e-001dB,-7.20676787962461e+000°)
1.46150397200619e+003	(-4.17206201381696e-001dB,-7.21014931135127e+000°)
1.46217717445674e+003	(-4.17203763234248e-001dB,-7.21353238728492e+000°)
1.46285068699987e+003	(-4.17201322753206e-001dB,-7.21691710830533e+000°)
1.46352450977843e+003	(-4.17198879936196e-001dB,-7.22030347529294e+000°)
1.46419864293530e+003	(-4.17196434780983e-001dB,-7.22369148912884e+000°)
1.46487308661346e+003	(-4.17193987285175e-001dB,-7.22708115069456e+000°)
1.46554784095593e+003	(-4.17191537446506e-001dB,-7.23047246087233e+000°)
1.46622290610583e+003	(-4.17189085262621e-001dB,-7.23386542054489e+000°)
1.46689828220631e+003	(-4.17186630731193e-001dB,-7.23726003059558e+000°)
1.46757396940060e+003	(-4.17184173849905e-001dB,-7.24065629190841e+000°)
1.46824996783201e+003	(-4.17181714616443e-001dB,-7.24405420536784e+000°)
1.46892627764389e+003	(-4.17179253028431e-001dB,-7.24745377185896e+000°)
1.46960289897967e+003	(-4.17176789083584e-001dB,-7.25085499226750e+000°)
1.47027983198286e+003	(-4.17174322779537e-001dB,-7.25425786747975e+000°)
1.47095707679700e+003	(-4.17171854113955e-001dB,-7.25766239838255e+000°)
1.47163463356573e+003	(-4.17169383084451e-001dB,-7.26106858586332e+000°)
1.47231250243274e+003	(-4.17166909688771e-001dB,-7.26447643081020e+000°)
1.47299068354179e+003	(-4.17164433924496e-001dB,-7.26788593411173e+000°)
1.47366917703671e+003	(-4.17161955789300e-001dB,-7.27129709665722e+000°)
1.47434798306139e+003	(-4.17159475280786e-001dB,-7.27470991933634e+000°)
1.47502710175978e+003	(-4.17156992396685e-001dB,-7.27812440303957e+000°)
1.47570653327592e+003	(-4.17154507134578e-001dB,-7.28154054865793e+000°)
1.47638627775388e+003	(-4.17152019492085e-001dB,-7.28495835708296e+000°)
1.47706633533784e+003	(-4.17149529466886e-001dB,-7.28837782920680e+000°)
1.47774670617201e+003	(-4.17147037056620e-001dB,-7.29179896592225e+000°)
1.47842739040069e+003	(-4.17144542258901e-001dB,-7.29522176812269e+000°)
1.47910838816823e+003	(-4.17142045071368e-001dB,-7.29864623670205e+000°)
1.47978969961905e+003	(-4.17139545491642e-001dB,-7.30207237255486e+000°)
1.48047132489765e+003	(-4.17137043517300e-001dB,-7.30550017657624e+000°)
1.48115326414857e+003	(-4.17134539146075e-001dB,-7.30892964966197e+000°)
1.48183551751645e+003	(-4.17132032375505e-001dB,-7.31236079270832e+000°)
1.48251808514598e+003	(-4.17129523203201e-001dB,-7.31579360661231e+000°)
1.48320096718190e+003	(-4.17127011626830e-001dB,-7.31922809227136e+000°)
1.48388416376904e+003	(-4.17124497643927e-001dB,-7.32266425058360e+000°)
1.48456767505229e+003	(-4.17121981252167e-001dB,-7.32610208244780e+000°)
1.48525150117662e+003	(-4.17119462449163e-001dB,-7.32954158876324e+000°)
1.48593564228703e+003	(-4.17116941232487e-001dB,-7.33298277042982e+000°)
1.48662009852862e+003	(-4.17114417599745e-001dB,-7.33642562834807e+000°)
1.48730487004655e+003	(-4.17111891548523e-001dB,-7.33987016341912e+000°)
1.48798995698604e+003	(-4.17109363076443e-001dB,-7.34331637654468e+000°)
1.48867535949239e+003	(-4.17106832181096e-001dB,-7.34676426862698e+000°)
1.48936107771094e+003	(-4.17104298860084e-001dB,-7.35021384056906e+000°)
1.49004711178712e+003	(-4.17101763110935e-001dB,-7.35366509327432e+000°)
1.49073346186643e+003	(-4.17099224931305e-001dB,-7.35711802764691e+000°)
1.49142012809442e+003	(-4.17096684318785e-001dB,-7.36057264459164e+000°)
1.49210711061672e+003	(-4.17094141270891e-001dB,-7.36402894501373e+000°)
1.49279440957902e+003	(-4.17091595785208e-001dB,-7.36748692981914e+000°)
1.49348202512708e+003	(-4.17089047859386e-001dB,-7.37094659991441e+000°)
1.49416995740672e+003	(-4.17086497490946e-001dB,-7.37440795620669e+000°)
1.49485820656385e+003	(-4.17083944677473e-001dB,-7.37787099960366e+000°)
1.49554677274442e+003	(-4.17081389416512e-001dB,-7.38133573101380e+000°)
1.49623565609446e+003	(-4.17078831705615e-001dB,-7.38480215134593e+000°)
1.49692485676006e+003	(-4.17076271542421e-001dB,-7.38827026150970e+000°)
1.49761437488739e+003	(-4.17073708924410e-001dB,-7.39174006241527e+000°)
1.49830421062268e+003	(-4.17071143849180e-001dB,-7.39521155497341e+000°)
1.49899436411223e+003	(-4.17068576314294e-001dB,-7.39868474009552e+000°)
1.49968483550240e+003	(-4.17066006317286e-001dB,-7.40215961869358e+000°)
1.50037562493962e+003	(-4.17063433855732e-001dB,-7.40563619168025e+000°)
1.50106673257039e+003	(-4.17060858927145e-001dB,-7.40911445996868e+000°)
1.50175815854129e+003	(-4.17058281529081e-001dB,-7.41259442447280e+000°)
1.50244990299894e+003	(-4.17055701659098e-001dB,-7.41607608610695e+000°)
1.50314196609004e+003	(-4.17053119314688e-001dB,-7.41955944578630e+000°)
1.50383434796138e+003	(-4.17050534493475e-001dB,-7.42304450442643e+000°)
1.50452704875978e+003	(-4.17047947192926e-001dB,-7.42653126294368e+000°)
1.50522006863215e+003	(-4.17045357410575e-001dB,-7.43001972225487e+000°)
1.50591340772547e+003	(-4.17042765143970e-001dB,-7.43350988327765e+000°)
1.50660706618676e+003	(-4.17040170390687e-001dB,-7.43700174693005e+000°)
1.50730104416315e+003	(-4.17037573148161e-001dB,-7.44049531413085e+000°)
1.50799534180181e+003	(-4.17034973413943e-001dB,-7.44399058579939e+000°)
1.50868995924998e+003	(-4.17032371185587e-001dB,-7.44748756285566e+000°)
1.50938489665498e+003	(-4.17029766460551e-001dB,-7.45098624622025e+000°)
1.51008015416417e+003	(-4.17027159236398e-001dB,-7.45448663681443e+000°)
1.51077573192502e+003	(-4.17024549510620e-001dB,-7.45798873555994e+000°)
1.51147163008503e+003	(-4.17021937280707e-001dB,-7.46149254337934e+000°)
1.51216784879179e+003	(-4.17019322544219e-001dB,-7.46499806119564e+000°)
1.51286438819295e+003	(-4.17016705298593e-001dB,-7.46850528993253e+000°)
1.51356124843623e+003	(-4.17014085541374e-001dB,-7.47201423051434e+000°)
1.51425842966942e+003	(-4.17011463270061e-001dB,-7.47552488386603e+000°)
1.51495593204037e+003	(-4.17008838482116e-001dB,-7.47903725091311e+000°)
1.51565375569700e+003	(-4.17006211175038e-001dB,-7.48255133258183e+000°)
1.51635190078731e+003	(-4.17003581346362e-001dB,-7.48606712979893e+000°)
1.51705036745936e+003	(-4.17000948993524e-001dB,-7.48958464349184e+000°)
1.51774915586127e+003	(-4.16998314114031e-001dB,-7.49310387458870e+000°)
1.51844826614125e+003	(-4.16995676705365e-001dB,-7.49662482401807e+000°)
1.51914769844755e+003	(-4.16993036764980e-001dB,-7.50014749270936e+000°)
1.51984745292850e+003	(-4.16990394290391e-001dB,-7.50367188159241e+000°)
1.52054752973252e+003	(-4.16987749279061e-001dB,-7.50719799159789e+000°)
1.52124792900806e+003	(-4.16985101728439e-001dB,-7.51072582365691e+000°)
1.52194865090368e+003	(-4.16982451636006e-001dB,-7.51425537870126e+000°)
1.52264969556796e+003	(-4.16979798999230e-001dB,-7.51778665766345e+000°)
1.52335106314959e+003	(-4.16977143815607e-001dB,-7.52131966147651e+000°)
1.52405275379732e+003	(-4.16974486082521e-001dB,-7.52485439107416e+000°)
1.52475476765994e+003	(-4.16971825797505e-001dB,-7.52839084739069e+000°)
1.52545710488635e+003	(-4.16969162957962e-001dB,-7.53192903136111e+000°)
1.52615976562549e+003	(-4.16966497561346e-001dB,-7.53546894392104e+000°)
1.52686275002637e+003	(-4.16963829605167e-001dB,-7.53901058600665e+000°)
1.52756605823810e+003	(-4.16961159086778e-001dB,-7.54255395855481e+000°)
1.52826969040981e+003	(-4.16958486003726e-001dB,-7.54609906250299e+000°)
1.52897364669073e+003	(-4.16955810353341e-001dB,-7.54964589878943e+000°)
1.52967792723016e+003	(-4.16953132133164e-001dB,-7.55319446835277e+000°)
1.53038253217746e+003	(-4.16950451340583e-001dB,-7.55674477213242e+000°)
1.53108746168205e+003	(-4.16947767973018e-001dB,-7.56029681106847e+000°)
1.53179271589344e+003	(-4.16945082027904e-001dB,-7.56385058610155e+000°)
1.53249829496119e+003	(-4.16942393502698e-001dB,-7.56740609817296e+000°)
1.53320419903494e+003	(-4.16939702394838e-001dB,-7.57096334822466e+000°)
1.53391042826439e+003	(-4.16937008701672e-001dB,-7.57452233719925e+000°)
1.53461698279932e+003	(-4.16934312420671e-001dB,-7.57808306603987e+000°)
1.53532386278957e+003	(-4.16931613549238e-001dB,-7.58164553569048e+000°)
1.53603106838505e+003	(-4.16928912084808e-001dB,-7.58520974709552e+000°)
1.53673859973575e+003	(-4.16926208024785e-001dB,-7.58877570120013e+000°)
1.53744645699171e+003	(-4.16923501366537e-001dB,-7.59234339895011e+000°)
1.53815464030306e+003	(-4.16920792107524e-001dB,-7.59591284129187e+000°)
1.53886314981998e+003	(-4.16918080245097e-001dB,-7.59948402917249e+000°)
1.53957198569273e+003	(-4.16915365776744e-001dB,-7.60305696353963e+000°)
1.54028114807164e+003	(-4.16912648699736e-001dB,-7.60663164534171e+000°)
1.54099063710710e+003	(-4.16909929011571e-001dB,-7.61020807552766e+000°)
1.54170045294958e+003	(-4.16907206709572e-001dB,-7.61378625504719e+000°)
1.54241059574962e+003	(-4.16904481791179e-001dB,-7.61736618485049e+000°)
1.54312106565782e+003	(-4.16901754253774e-001dB,-7.62094786588857e+000°)
1.54383186282484e+003	(-4.16899024094672e-001dB,-7.62453129911296e+000°)
1.54454298740145e+003	(-4.16896291311364e-001dB,-7.62811648547592e+000°)
1.54525443953844e+003	(-4.16893555901147e-001dB,-7.63170342593029e+000°)
1.54596621938670e+003	(-4.16890817861412e-001dB,-7.63529212142961e+000°)
1.54667832709718e+003	(-4.16888077189554e-001dB,-7.63888257292802e+000°)
1.54739076282090e+003	(-4.16885333882912e-001dB,-7.64247478138037e+000°)
1.54810352670896e+003	(-4.16882587938833e-001dB,-7.64606874774213e+000°)
1.54881661891251e+003	(-4.16879839354755e-001dB,-7.64966447296939e+000°)
1.54953003958278e+003	(-4.16877088127986e-001dB,-7.65326195801893e+000°)
1.55024378887107e+003	(-4.16874334255896e-001dB,-7.65686120384816e+000°)
1.55095786692875e+003	(-4.16871577735848e-001dB,-7.66046221141522e+000°)
1.55167227390726e+003	(-4.16868818565163e-001dB,-7.66406498167877e+000°)
1.55238700995811e+003	(-4.16866056741206e-001dB,-7.66766951559822e+000°)
1.55310207523287e+003	(-4.16863292261389e-001dB,-7.67127581413358e+000°)
1.55381746988320e+003	(-4.16860525122939e-001dB,-7.67488387824555e+000°)
1.55453319406081e+003	(-4.16857755323262e-001dB,-7.67849370889550e+000°)
1.55524924791749e+003	(-4.16854982859686e-001dB,-7.68210530704540e+000°)
1.55596563160510e+003	(-4.16852207729584e-001dB,-7.68571867365795e+000°)
1.55668234527556e+003	(-4.16849429930227e-001dB,-7.68933380969643e+000°)
1.55739938908088e+003	(-4.16846649458978e-001dB,-7.69295071612486e+000°)
1.55811676317312e+003	(-4.16843866313145e-001dB,-7.69656939390779e+000°)
1.55883446770442e+003	(-4.16841080490065e-001dB,-7.70018984401061e+000°)
1.55955250282698e+003	(-4.16838291987060e-001dB,-7.70381206739922e+000°)
1.56027086869309e+003	(-4.16835500801443e-001dB,-7.70743606504023e+000°)
1.56098956545509e+003	(-4.16832706930563e-001dB,-7.71106183790095e+000°)
1.56170859326540e+003	(-4.16829910371633e-001dB,-7.71468938694929e+000°)
1.56242795227651e+003	(-4.16827111122072e-001dB,-7.71831871315386e+000°)
1.56314764264098e+003	(-4.16824309179152e-001dB,-7.72194981748390e+000°)
1.56386766451144e+003	(-4.16821504540134e-001dB,-7.72558270090936e+000°)
1.56458801804058e+003	(-4.16818697202404e-001dB,-7.72921736440084e+000°)
1.56530870338118e+003	(-4.16815887163186e-001dB,-7.73285380892956e+000°)
1.56602972068607e+003	(-4.16813074419765e-001dB,-7.73649203546750e+000°)
1.56675107010817e+003	(-4.16810258969496e-001dB,-7.74013204498718e+000°)
1.56747275180046e+003	(-4.16807440809642e-001dB,-7.74377383846191e+000°)
1.56819476591599e+003	(-4.16804619937508e-001dB,-7.74741741686555e+000°)
1.56891711260788e+003	(-4.16801796350303e-001dB,-7.75106278117276e+000°)
1.56963979202932e+003	(-4.16798970045373e-001dB,-7.75470993235873e+000°)
1.57036280433358e+003	(-4.16796141019982e-001dB,-7.75835887139943e+000°)
1.57108614967398e+003	(-4.16793309271436e-001dB,-7.76200959927150e+000°)
1.57180982820394e+003	(-4.16790474796953e-001dB,-7.76566211695211e+000°)
1.57253384007693e+003	(-4.16787637593801e-001dB,-7.76931642541927e+000°)
1.57325818544649e+003	(-4.16784797659281e-001dB,-7.77297252565158e+000°)
1.57398286446625e+003	(-4.16781954990648e-001dB,-7.77663041862828e+000°)
1.57470787728987e+003	(-4.16779109585165e-001dB,-7.78029010532940e+000°)
1.57543322407114e+003	(-4.16776261440070e-001dB,-7.78395158673555e+000°)
1.57615890496386e+003	(-4.16773410552625e-001dB,-7.78761486382797e+000°)
1.57688492012195e+003	(-4.16770556920094e-001dB,-7.79127993758872e+000°)
1.57761126969937e+003	(-4.16767700539691e-001dB,-7.79494680900043e+000°)
1.57833795385017e+003	(-4.16764841408718e-001dB,-7.79861547904643e+000°)
1.57906497272845e+003	(-4.16761979524369e-001dB,-7.80228594871074e+000°)
1.57979232648841e+003	(-4.16759114883918e-001dB,-7.80595821897803e+000°)
1.58052001528428e+003	(-4.16756247484540e-001dB,-7.80963229083369e+000°)
1.58124803927041e+003	(-4.16753377323524e-001dB,-7.81330816526375e+000°)
1.58197639860118e+003	(-4.16750504398078e-001dB,-7.81698584325493e+000°)
1.58270509343107e+003	(-4.16747628705452e-001dB,-7.82066532579466e+000°)
1.58343412391460e+003	(-4.16744750242857e-001dB,-7.82434661387101e+000°)
1.58416349020640e+003	(-4.16741869007509e-001dB,-7.82802970847278e+000°)
1.58489319246114e+003	(-4.16738984996629e-001dB,-7.83171461058934e+000°)
