Freq.	V(n004)/I(R3)
5.78096047405695e+001	(3.34650020081035e+001dB,-1.75845096355224e+002°)
5.79428696426858e+001	(3.34651072384946e+001dB,-1.75835551971890e+002°)
5.80764417521289e+001	(3.34652129477361e+001dB,-1.75825985820876e+002°)
5.82103217770848e+001	(3.34653191473123e+001dB,-1.75816397849133e+002°)
5.83445104273721e+001	(3.34654258351011e+001dB,-1.75806788010057e+002°)
5.84790084144457e+001	(3.34655330135039e+001dB,-1.75797156254773e+002°)
5.86138164514005e+001	(3.34656406758476e+001dB,-1.75787502538718e+002°)
5.87489352529753e+001	(3.34657488471774e+001dB,-1.75777826801826e+002°)
5.88843655355565e+001	(3.34658575072046e+001dB,-1.75768129005960e+002°)
5.90201080171821e+001	(3.34659666582934e+001dB,-1.75758409101905e+002°)
5.91561634175450e+001	(3.34660763163962e+001dB,-1.75748667033685e+002°)
5.92925324579976e+001	(3.34661864793260e+001dB,-1.75738902754080e+002°)
5.94292158615549e+001	(3.34662971494190e+001dB,-1.75729116213568e+002°)
5.95662143528986e+001	(3.34664083199370e+001dB,-1.75719307367005e+002°)
5.97035286583813e+001	(3.34665200067946e+001dB,-1.75709476157984e+002°)
5.98411595060295e+001	(3.34666322122995e+001dB,-1.75699622536685e+002°)
5.99791076255485e+001	(3.34667449206201e+001dB,-1.75689746462213e+002°)
6.01173737483254e+001	(3.34668581567072e+001dB,-1.75679847873330e+002°)
6.02559586074333e+001	(3.34669719047099e+001dB,-1.75669926728980e+002°)
6.03948629376355e+001	(3.34670861759624e+001dB,-1.75659982974480e+002°)
6.05340874753889e+001	(3.34672009772566e+001dB,-1.75650016557291e+002°)
6.06736329588481e+001	(3.34673163017776e+001dB,-1.75640027431594e+002°)
6.08135001278693e+001	(3.34674321562978e+001dB,-1.75630015544667e+002°)
6.09536897240144e+001	(3.34675485385150e+001dB,-1.75619980848255e+002°)
6.10942024905547e+001	(3.34676654551819e+001dB,-1.75609923289439e+002°)
6.12350391724748e+001	(3.34677829085091e+001dB,-1.75599842817487e+002°)
6.13762005164769e+001	(3.34679009097619e+001dB,-1.75589739376963e+002°)
6.15176872709843e+001	(3.34680194384686e+001dB,-1.75579612928475e+002°)
6.16595001861457e+001	(3.34681385240045e+001dB,-1.75569463407161e+002°)
6.18016400138391e+001	(3.34682581458777e+001dB,-1.75559290773480e+002°)
6.19441075076756e+001	(3.34683783289109e+001dB,-1.75549094964631e+002°)
6.20869034230038e+001	(3.34684990525922e+001dB,-1.75538875940942e+002°)
6.22300285169134e+001	(3.34686203326588e+001dB,-1.75528633644050e+002°)
6.23734835482394e+001	(3.34687421621759e+001dB,-1.75518368027153e+002°)
6.25172692775660e+001	(3.34688645659252e+001dB,-1.75508079026955e+002°)
6.26613864672309e+001	(3.34689875233539e+001dB,-1.75497766603505e+002°)
6.28058358813292e+001	(3.34691110410933e+001dB,-1.75487430702709e+002°)
6.29506182857171e+001	(3.34692351257646e+001dB,-1.75477071270356e+002°)
6.30957344480167e+001	(3.34693597794459e+001dB,-1.75466688254495e+002°)
6.32411851376193e+001	(3.34694850132699e+001dB,-1.75456281598328e+002°)
6.33869711256901e+001	(3.34696108156966e+001dB,-1.75445851256830e+002°)
6.35330931851717e+001	(3.34697371933051e+001dB,-1.75435397175400e+002°)
6.36795520907889e+001	(3.34698641526641e+001dB,-1.75424919299322e+002°)
6.38263486190522e+001	(3.34699916957991e+001dB,-1.75414417576167e+002°)
6.39734835482621e+001	(3.34701198247250e+001dB,-1.75403891953410e+002°)
6.41209576585135e+001	(3.34702485414460e+001dB,-1.75393342378435e+002°)
6.42687717316993e+001	(3.34703778524880e+001dB,-1.75382768796121e+002°)
6.44169265515150e+001	(3.34705077417040e+001dB,-1.75372171163330e+002°)
6.45654229034628e+001	(3.34706382382605e+001dB,-1.75361549412666e+002°)
6.47142615748556e+001	(3.34707693259888e+001dB,-1.75350903500820e+002°)
6.48634433548211e+001	(3.34709010204362e+001dB,-1.75340233367421e+002°)
6.50129690343063e+001	(3.34710333190096e+001dB,-1.75329538961711e+002°)
6.51628394060815e+001	(3.34711662191047e+001dB,-1.75318820232860e+002°)
6.53130552647445e+001	(3.34712997362360e+001dB,-1.75308077120155e+002°)
6.54636174067247e+001	(3.34714338541799e+001dB,-1.75297309579940e+002°)
6.56145266302878e+001	(3.34715685974934e+001dB,-1.75286517546370e+002°)
6.57657837355393e+001	(3.34717039544633e+001dB,-1.75275700973162e+002°)
6.59173895244294e+001	(3.34718399314944e+001dB,-1.75264859804106e+002°)
6.60693448007568e+001	(3.34719765395133e+001dB,-1.75253993980392e+002°)
6.62216503701734e+001	(3.34721137667725e+001dB,-1.75243103455514e+002°)
6.63743070401881e+001	(3.34722516196436e+001dB,-1.75232188172969e+002°)
6.65273156201713e+001	(3.34723901090186e+001dB,-1.75221248073640e+002°)
6.66806769213594e+001	(3.34725292321813e+001dB,-1.75210283105788e+002°)
6.68343917568586e+001	(3.34726689954688e+001dB,-1.75199293212584e+002°)
6.69884609416498e+001	(3.34728093961415e+001dB,-1.75188278342119e+002°)
6.71428852925924e+001	(3.34729504359812e+001dB,-1.75177238439894e+002°)
6.72976656284289e+001	(3.34730921348876e+001dB,-1.75166173441203e+002°)
6.74528027697893e+001	(3.34732344764893e+001dB,-1.75155083301433e+002°)
6.76082975391953e+001	(3.34733774625330e+001dB,-1.75143967965810e+002°)
6.77641507610646e+001	(3.34735211128834e+001dB,-1.75132827369290e+002°)
6.79203632617156e+001	(3.34736654201989e+001dB,-1.75121661461951e+002°)
6.80769358693712e+001	(3.34738103907234e+001dB,-1.75110470186157e+002°)
6.82338694141640e+001	(3.34739560216240e+001dB,-1.75099253489286e+002°)
6.83911647281400e+001	(3.34741023191210e+001dB,-1.75088011313507e+002°)
6.85488226452632e+001	(3.34742492848900e+001dB,-1.75076743603454e+002°)
6.87068440014203e+001	(3.34743969341922e+001dB,-1.75065450295925e+002°)
6.88652296344247e+001	(3.34745452550822e+001dB,-1.75054131343081e+002°)
6.90239803840212e+001	(3.34746942491996e+001dB,-1.75042786689285e+002°)
6.91830970918907e+001	(3.34748439363019e+001dB,-1.75031416268414e+002°)
6.93425806016539e+001	(3.34749942953422e+001dB,-1.75020020037605e+002°)
6.95024317588767e+001	(3.34751453641835e+001dB,-1.75008597920080e+002°)
6.96626514110739e+001	(3.34752971081572e+001dB,-1.74997149880656e+002°)
6.98232404077141e+001	(3.34754495469718e+001dB,-1.74985675852774e+002°)
6.99841996002243e+001	(3.34756026912587e+001dB,-1.74974175774947e+002°)
7.01455298419941e+001	(3.34757565335070e+001dB,-1.74962649596093e+002°)
7.03072319883803e+001	(3.34759110843232e+001dB,-1.74951097254523e+002°)
7.04693068967116e+001	(3.34760663361716e+001dB,-1.74939518699002e+002°)
7.06317554262931e+001	(3.34762223041662e+001dB,-1.74927913864984e+002°)
7.07945784384107e+001	(3.34763789852786e+001dB,-1.74916282698404e+002°)
7.09577767963358e+001	(3.34765363900652e+001dB,-1.74904625137134e+002°)
7.11213513653298e+001	(3.34766945064075e+001dB,-1.74892941132267e+002°)
7.12853030126488e+001	(3.34768533448365e+001dB,-1.74881230621493e+002°)
7.14496326075482e+001	(3.34770129204030e+001dB,-1.74869493539679e+002°)
7.16143410212871e+001	(3.34771732164177e+001dB,-1.74857729840365e+002°)
7.17794291271330e+001	(3.34773342524383e+001dB,-1.74845939455527e+002°)
7.19448978003668e+001	(3.34774960162822e+001dB,-1.74834122335877e+002°)
7.21107479182868e+001	(3.34776585320137e+001dB,-1.74822278410439e+002°)
7.22769803602138e+001	(3.34778217874244e+001dB,-1.74810407629749e+002°)
7.24435960074958e+001	(3.34779857974877e+001dB,-1.74798509928001e+002°)
7.26105957435123e+001	(3.34781505499691e+001dB,-1.74786585255594e+002°)
7.27779804536792e+001	(3.34783160598157e+001dB,-1.74774633546510e+002°)
7.29457510254536e+001	(3.34784823283642e+001dB,-1.74762654742793e+002°)
7.31139083483385e+001	(3.34786493524055e+001dB,-1.74750648789144e+002°)
7.32824533138871e+001	(3.34788171513796e+001dB,-1.74738615616439e+002°)
7.34513868157082e+001	(3.34789857039212e+001dB,-1.74726555180203e+002°)
7.36207097494703e+001	(3.34791550385083e+001dB,-1.74714467405574e+002°)
7.37904230129068e+001	(3.34793251428139e+001dB,-1.74702352242407e+002°)
7.39605275058205e+001	(3.34794960316919e+001dB,-1.74690209623872e+002°)
7.41310241300884e+001	(3.34796676927882e+001dB,-1.74678039499689e+002°)
7.43019137896668e+001	(3.34798401454621e+001dB,-1.74665841800028e+002°)
7.44731973905956e+001	(3.34800133954622e+001dB,-1.74653616463268e+002°)
7.46448758410033e+001	(3.34801874303937e+001dB,-1.74641363438891e+002°)
7.48169500511121e+001	(3.34803622559775e+001dB,-1.74629082665131e+002°)
7.49894209332422e+001	(3.34805378869862e+001dB,-1.74616774074477e+002°)
7.51622894018172e+001	(3.34807143200485e+001dB,-1.74604437610550e+002°)
7.53355563733684e+001	(3.34808915653766e+001dB,-1.74592073208424e+002°)
7.55092227665400e+001	(3.34810696150393e+001dB,-1.74579680814382e+002°)
7.56832895020940e+001	(3.34812484882858e+001dB,-1.74567260357618e+002°)
7.58577575029150e+001	(3.34814281726245e+001dB,-1.74554811787085e+002°)
7.60326276940148e+001	(3.34816086736795e+001dB,-1.74542335040308e+002°)
7.62079010025378e+001	(3.34817900106580e+001dB,-1.74529830046111e+002°)
7.63835783577656e+001	(3.34819721710261e+001dB,-1.74517296753221e+002°)
7.65596606911222e+001	(3.34821551694304e+001dB,-1.74504735093099e+002°)
7.67361489361784e+001	(3.34823390023735e+001dB,-1.74492145008582e+002°)
7.69130440286575e+001	(3.34825236754086e+001dB,-1.74479526436668e+002°)
7.70903469064395e+001	(3.34827091895422e+001dB,-1.74466879317144e+002°)
7.72680585095667e+001	(3.34828955548312e+001dB,-1.74454203583910e+002°)
7.74461797802484e+001	(3.34830827722533e+001dB,-1.74441499176551e+002°)
7.76247116628657e+001	(3.34832708473041e+001dB,-1.74428766031653e+002°)
7.78036551039769e+001	(3.34834597809325e+001dB,-1.74416004088619e+002°)
7.79830110523223e+001	(3.34836495786048e+001dB,-1.74403213283842e+002°)
7.81627804588294e+001	(3.34838402503056e+001dB,-1.74390393550669e+002°)
7.83429642766176e+001	(3.34840317742776e+001dB,-1.74377544842918e+002°)
7.85235634610036e+001	(3.34842241876703e+001dB,-1.74364667076110e+002°)
7.87045789695063e+001	(3.34844174868268e+001dB,-1.74351760192082e+002°)
7.88860117618518e+001	(3.34846116635427e+001dB,-1.74338824135584e+002°)
7.90678627999789e+001	(3.34848067231963e+001dB,-1.74325858842428e+002°)
7.92501330480435e+001	(3.34850026756832e+001dB,-1.74312864245343e+002°)
7.94328234724245e+001	(3.34851995308842e+001dB,-1.74299840276926e+002°)
7.96159350417282e+001	(3.34853972805352e+001dB,-1.74286786881603e+002°)
7.97994687267940e+001	(3.34855959344870e+001dB,-1.74273703991787e+002°)
7.99834255006991e+001	(3.34857954889777e+001dB,-1.74260591548774e+002°)
8.01678063387642e+001	(3.34859959628926e+001dB,-1.74247449478747e+002°)
8.03526122185580e+001	(3.34861973524396e+001dB,-1.74234277722801e+002°)
8.05378441199029e+001	(3.34863996674087e+001dB,-1.74221076212899e+002°)
8.07235030248801e+001	(3.34866028994447e+001dB,-1.74207844893006e+002°)
8.09095899178345e+001	(3.34868070583067e+001dB,-1.74194583694909e+002°)
8.10961057853803e+001	(3.34870121582712e+001dB,-1.74181292547212e+002°)
8.12830516164061e+001	(3.34872181864043e+001dB,-1.74167971396687e+002°)
8.14704284020801e+001	(3.34874251614838e+001dB,-1.74154620168687e+002°)
8.16582371358554e+001	(3.34876330796095e+001dB,-1.74141238803716e+002°)
8.18464788134751e+001	(3.34878419459308e+001dB,-1.74127827236084e+002°)
8.20351544329780e+001	(3.34880517701136e+001dB,-1.74114385396916e+002°)
8.22242649947032e+001	(3.34882625527434e+001dB,-1.74100913223382e+002°)
8.24138115012964e+001	(3.34884742943899e+001dB,-1.74087410652583e+002°)
8.26037949577140e+001	(3.34886870001392e+001dB,-1.74073877618440e+002°)
8.27942163712295e+001	(3.34889006841267e+001dB,-1.74060314048553e+002°)
8.29850767514383e+001	(3.34891153468744e+001dB,-1.74046719879716e+002°)
8.31763771102632e+001	(3.34893309752910e+001dB,-1.74033095058026e+002°)
8.33681184619595e+001	(3.34895475970613e+001dB,-1.74019439501405e+002°)
8.35603018231209e+001	(3.34897652126591e+001dB,-1.74005753146369e+002°)
8.37529282126843e+001	(3.34899838134774e+001dB,-1.73992035935652e+002°)
8.39459986519358e+001	(3.34902034135553e+001dB,-1.73978287796209e+002°)
8.41395141645155e+001	(3.34904240223830e+001dB,-1.73964508657999e+002°)
8.43334757764235e+001	(3.34906456358371e+001dB,-1.73950698460356e+002°)
8.45278845160250e+001	(3.34908682588431e+001dB,-1.73936857136224e+002°)
8.47227414140556e+001	(3.34910918963097e+001dB,-1.73922984618447e+002°)
8.49180475036273e+001	(3.34913165576617e+001dB,-1.73909080836581e+002°)
8.51138038202336e+001	(3.34915422432428e+001dB,-1.73895145726451e+002°)
8.53100114017549e+001	(3.34917689624448e+001dB,-1.73881179217405e+002°)
8.55066712884642e+001	(3.34919967019806e+001dB,-1.73867181254723e+002°)
8.57037845230329e+001	(3.34922254938712e+001dB,-1.73853151751511e+002°)
8.59013521505354e+001	(3.34924553202639e+001dB,-1.73839090656100e+002°)
8.60993752184559e+001	(3.34926861995485e+001dB,-1.73824997890996e+002°)
8.62978547766929e+001	(3.34929181410337e+001dB,-1.73810873385003e+002°)
8.64967918775652e+001	(3.34931511268162e+001dB,-1.73796717086299e+002°)
8.66961875758175e+001	(3.34933851888328e+001dB,-1.73782528907288e+002°)
8.68960429286260e+001	(3.34936203091467e+001dB,-1.73768308796010e+002°)
8.70963589956038e+001	(3.34938565060633e+001dB,-1.73754056674383e+002°)
8.72971368388069e+001	(3.34940937752091e+001dB,-1.73739772480540e+002°)
8.74983775227393e+001	(3.34943321348552e+001dB,-1.73725456136145e+002°)
8.77000821143592e+001	(3.34945715715291e+001dB,-1.73711107585741e+002°)
8.79022516830841e+001	(3.34948121080000e+001dB,-1.73696726747480e+002°)
8.81048873007971e+001	(3.34950537398256e+001dB,-1.73682313559161e+002°)
8.83079900418520e+001	(3.34952964716110e+001dB,-1.73667867951916e+002°)
8.85115609830792e+001	(3.34955403170088e+001dB,-1.73653389850136e+002°)
8.87156012037917e+001	(3.34957852669921e+001dB,-1.73638879194722e+002°)
8.89201117857905e+001	(3.34960313351786e+001dB,-1.73624335909875e+002°)
8.91250938133702e+001	(3.34962785261036e+001dB,-1.73609759926339e+002°)
8.93305483733251e+001	(3.34965268352202e+001dB,-1.73595151181483e+002°)
8.95364765549550e+001	(3.34967762896907e+001dB,-1.73580509589099e+002°)
8.97428794500704e+001	(3.34970268713352e+001dB,-1.73565835096451e+002°)
8.99497581529991e+001	(3.34972786027484e+001dB,-1.73551127620456e+002°)
9.01571137605912e+001	(3.34975314747800e+001dB,-1.73536387101528e+002°)
9.03649473722257e+001	(3.34977855009238e+001dB,-1.73521613463113e+002°)
9.05732600898155e+001	(3.34980406855913e+001dB,-1.73506806635311e+002°)
9.07820530178141e+001	(3.34982970331757e+001dB,-1.73491966548135e+002°)
9.09913272632206e+001	(3.34985545480524e+001dB,-1.73477093131513e+002°)
9.12010839355864e+001	(3.34988132391112e+001dB,-1.73462186311859e+002°)
9.14113241470204e+001	(3.34990731106912e+001dB,-1.73447246018905e+002°)
9.16220490121954e+001	(3.34993341580486e+001dB,-1.73432272189183e+002°)
9.18332596483535e+001	(3.34995963945513e+001dB,-1.73417264745401e+002°)
9.20449571753125e+001	(3.34998598335487e+001dB,-1.73402223610122e+002°)
9.22571427154717e+001	(3.35001244657098e+001dB,-1.73387148723089e+002°)
9.24698173938176e+001	(3.35003903088801e+001dB,-1.73372040003215e+002°)
9.26829823379302e+001	(3.35006573582242e+001dB,-1.73356897386645e+002°)
9.28966386779889e+001	(3.35009256224858e+001dB,-1.73341720799035e+002°)
9.31107875467783e+001	(3.35011951149223e+001dB,-1.73326510162427e+002°)
9.33254300796944e+001	(3.35014658306430e+001dB,-1.73311265412747e+002°)
9.35405674147504e+001	(3.35017377783358e+001dB,-1.73295986475357e+002°)
9.37562006925833e+001	(3.35020109576053e+001dB,-1.73280673282554e+002°)
9.39723310564590e+001	(3.35022853952316e+001dB,-1.73265325745404e+002°)
9.41889596522793e+001	(3.35025610726520e+001dB,-1.73249943810118e+002°)
9.44060876285875e+001	(3.35028380120770e+001dB,-1.73234527391069e+002°)
9.46237161365745e+001	(3.35031161994383e+001dB,-1.73219076430863e+002°)
9.48418463300849e+001	(3.35033956569087e+001dB,-1.73203590843653e+002°)
9.50604793656233e+001	(3.35036763930445e+001dB,-1.73188070554097e+002°)
9.52796164023603e+001	(3.35039583982531e+001dB,-1.73172515501065e+002°)
9.54992586021387e+001	(3.35042416991827e+001dB,-1.73156925594743e+002°)
9.57194071294795e+001	(3.35045262726052e+001dB,-1.73141300784638e+002°)
9.59400631515884e+001	(3.35048121541953e+001dB,-1.73125640973521e+002°)
9.61612278383615e+001	(3.35050993388165e+001dB,-1.73109946096371e+002°)
9.63829023623921e+001	(3.35053878213129e+001dB,-1.73094216088162e+002°)
9.66050878989764e+001	(3.35056776146391e+001dB,-1.73078450869342e+002°)
9.68277856261199e+001	(3.35059687317305e+001dB,-1.73062650360221e+002°)
9.70509967245440e+001	(3.35062611628408e+001dB,-1.73046814499200e+002°)
9.72747223776915e+001	(3.35065549344636e+001dB,-1.73030943195474e+002°)
9.74989637717336e+001	(3.35068500322813e+001dB,-1.73015036390966e+002°)
9.77237220955760e+001	(3.35071464782161e+001dB,-1.72999093998292e+002°)
9.79489985408648e+001	(3.35074442669759e+001dB,-1.72983115951943e+002°)
9.81747943019933e+001	(3.35077434249763e+001dB,-1.72967102160591e+002°)
9.84011105761083e+001	(3.35080439332884e+001dB,-1.72951052569637e+002°)
9.86279485631159e+001	(3.35083458046909e+001dB,-1.72934967098650e+002°)
9.88553094656887e+001	(3.35086490564752e+001dB,-1.72918845663347e+002°)
9.90831944892716e+001	(3.35089536741855e+001dB,-1.72902688205335e+002°)
9.93116048420882e+001	(3.35092596841382e+001dB,-1.72886494632714e+002°)
9.95405417351475e+001	(3.35095670899676e+001dB,-1.72870264872044e+002°)
9.97700063822501e+001	(3.35098758907555e+001dB,-1.72853998853571e+002°)
9.99999999999948e+001	(3.35101860855636e+001dB,-1.72837696507510e+002°)
1.00230523807785e+002	(3.35104976960959e+001dB,-1.72821357745221e+002°)
1.00461579027834e+002	(3.35108107168415e+001dB,-1.72804982500508e+002°)
1.00693166885175e+002	(3.35111251694638e+001dB,-1.72788570684488e+002°)
1.00925288607663e+002	(3.35114410484116e+001dB,-1.72772122230824e+002°)
1.01157945425985e+002	(3.35117583571782e+001dB,-1.72755637065591e+002°)
1.01391138573663e+002	(3.35120771128337e+001dB,-1.72739115103376e+002°)
1.01624869287064e+002	(3.35123973097659e+001dB,-1.72722556277693e+002°)
1.01859138805406e+002	(3.35127189695366e+001dB,-1.72705960499106e+002°)
1.02093948370763e+002	(3.35130420864927e+001dB,-1.72689327700996e+002°)
1.02329299228070e+002	(3.35133666640253e+001dB,-1.72672657809069e+002°)
1.02565192625135e+002	(3.35136927236347e+001dB,-1.72655950733562e+002°)
1.02801629812642e+002	(3.35140202596061e+001dB,-1.72639206407688e+002°)
1.03038612044156e+002	(3.35143492888660e+001dB,-1.72622424745324e+002°)
1.03276140576134e+002	(3.35146798011258e+001dB,-1.72605605683463e+002°)
1.03514216667929e+002	(3.35150118178031e+001dB,-1.72588749131932e+002°)
1.03752841581796e+002	(3.35153453466974e+001dB,-1.72571855012057e+002°)
1.03992016582900e+002	(3.35156803819901e+001dB,-1.72554923256797e+002°)
1.04231742939325e+002	(3.35160169359714e+001dB,-1.72537953783470e+002°)
1.04472021922074e+002	(3.35163550209106e+001dB,-1.72520946509272e+002°)
1.04712854805084e+002	(3.35166946490561e+001dB,-1.72503901351277e+002°)
1.04954242865227e+002	(3.35170358099730e+001dB,-1.72486818246156e+002°)
1.05196187382317e+002	(3.35173785158675e+001dB,-1.72469697110880e+002°)
1.05438689639120e+002	(3.35177227789248e+001dB,-1.72452537862301e+002°)
1.05681750921360e+002	(3.35180686067765e+001dB,-1.72435340421123e+002°)
1.05925372517723e+002	(3.35184159979681e+001dB,-1.72418104715930e+002°)
1.06169555719867e+002	(3.35187649646211e+001dB,-1.72400830663331e+002°)
1.06414301822426e+002	(3.35191155233684e+001dB,-1.72383518175820e+002°)
1.06659612123020e+002	(3.35194676590943e+001dB,-1.72366167193790e+002°)
1.06905487922260e+002	(3.35198213974538e+001dB,-1.72348777621594e+002°)
1.07151930523755e+002	(3.35201767368856e+001dB,-1.72331349387513e+002°)
1.07398941234119e+002	(3.35205336848723e+001dB,-1.72313882411754e+002°)
1.07646521362978e+002	(3.35208922670045e+001dB,-1.72296376598274e+002°)
1.07894672222977e+002	(3.35212524544619e+001dB,-1.72278831899449e+002°)
1.08143395129788e+002	(3.35216142773245e+001dB,-1.72261248215060e+002°)
1.08392691402114e+002	(3.35219777565858e+001dB,-1.72243625452774e+002°)
1.08642562361701e+002	(3.35223428633608e+001dB,-1.72225963564971e+002°)
1.08893009333337e+002	(3.35227096367295e+001dB,-1.72208262442894e+002°)
1.09144033644870e+002	(3.35230780613607e+001dB,-1.72190522026658e+002°)
1.09395636627203e+002	(3.35234481672259e+001dB,-1.72172742215398e+002°)
1.09647819614312e+002	(3.35238199480153e+001dB,-1.72154922940946e+002°)
1.09900583943246e+002	(3.35241933973975e+001dB,-1.72137064135179e+002°)
1.10153930954135e+002	(3.35245685588755e+001dB,-1.72119165684499e+002°)
1.10407861990201e+002	(3.35249454124767e+001dB,-1.72101227533008e+002°)
1.10662378397761e+002	(3.35253239699335e+001dB,-1.72083249595871e+002°)
1.10917481526234e+002	(3.35257042384238e+001dB,-1.72065231792314e+002°)
1.11173172728153e+002	(3.35260862341683e+001dB,-1.72047174033149e+002°)
1.11429453359167e+002	(3.35264699552361e+001dB,-1.72029076245793e+002°)
1.11686324778050e+002	(3.35268554178037e+001dB,-1.72010938340894e+002°)
1.11943788346709e+002	(3.35272426244282e+001dB,-1.71992760241578e+002°)
1.12201845430190e+002	(3.35276315821771e+001dB,-1.71974541866738e+002°)
1.12460497396686e+002	(3.35280222935631e+001dB,-1.71956283139430e+002°)
1.12719745617545e+002	(3.35284147837389e+001dB,-1.71937983961518e+002°)
1.12979591467273e+002	(3.35288090415755e+001dB,-1.71919644268609e+002°)
1.13240036323549e+002	(3.35292050921810e+001dB,-1.71901263962377e+002°)
1.13501081567225e+002	(3.35296029289140e+001dB,-1.71882842974132e+002°)
1.13762728582337e+002	(3.35300025632406e+001dB,-1.71864381218152e+002°)
1.14024978756110e+002	(3.35304040111370e+001dB,-1.71845878604341e+002°)
1.14287833478971e+002	(3.35308072704269e+001dB,-1.71827335059643e+002°)
1.14551294144547e+002	(3.35312123525092e+001dB,-1.71808750498122e+002°)
1.14815362149682e+002	(3.35316192732926e+001dB,-1.71790124829438e+002°)
1.15080038894437e+002	(3.35320280260009e+001dB,-1.71771457984741e+002°)
1.15345325782103e+002	(3.35324386355626e+001dB,-1.71752749864916e+002°)
1.15611224219203e+002	(3.35328510951564e+001dB,-1.71734000401048e+002°)
1.15877735615506e+002	(3.35332654115358e+001dB,-1.71715209511235e+002°)
1.16144861384028e+002	(3.35336816095614e+001dB,-1.71696377096076e+002°)
1.16412602941043e+002	(3.35340996868764e+001dB,-1.71677503082207e+002°)
1.16680961706090e+002	(3.35345196501662e+001dB,-1.71658587387534e+002°)
1.16949939101980e+002	(3.35349415196907e+001dB,-1.71639629916742e+002°)
1.17219536554806e+002	(3.35353652884926e+001dB,-1.71620630600775e+002°)
1.17489755493946e+002	(3.35357909722537e+001dB,-1.71601589348591e+002°)
1.17760597352074e+002	(3.35362185775684e+001dB,-1.71582506077877e+002°)
1.18032063565166e+002	(3.35366481155406e+001dB,-1.71563380701846e+002°)
1.18304155572510e+002	(3.35370795927187e+001dB,-1.71544213138082e+002°)
1.18576874816709e+002	(3.35375130201608e+001dB,-1.71525003299678e+002°)
1.18850222743695e+002	(3.35379484043698e+001dB,-1.71505751104115e+002°)
1.19124200802731e+002	(3.35383857608902e+001dB,-1.71486456459895e+002°)
1.19398810446421e+002	(3.35388250780491e+001dB,-1.71467119302318e+002°)
1.19674053130718e+002	(3.35392663849426e+001dB,-1.71447739526353e+002°)
1.19949930314931e+002	(3.35397096834491e+001dB,-1.71428317053774e+002°)
1.20226443461734e+002	(3.35401549890211e+001dB,-1.71408851792817e+002°)
1.20503594037173e+002	(3.35406022898938e+001dB,-1.71389343678773e+002°)
1.20781383510671e+002	(3.35410516241358e+001dB,-1.71369792597157e+002°)
1.21059813355041e+002	(3.35415029799359e+001dB,-1.71350198483199e+002°)
1.21338885046491e+002	(3.35419563726546e+001dB,-1.71330561244921e+002°)
1.21618600064630e+002	(3.35424118040317e+001dB,-1.71310880803947e+002°)
1.21898959892480e+002	(3.35428692939137e+001dB,-1.71291157063603e+002°)
1.22179966016480e+002	(3.35433288485266e+001dB,-1.71271389940841e+002°)
1.22461619926498e+002	(3.35437904786058e+001dB,-1.71251579347993e+002°)
1.22743923115834e+002	(3.35442541857985e+001dB,-1.71231725206555e+002°)
1.23026877081231e+002	(3.35447199807935e+001dB,-1.71211827428807e+002°)
1.23310483322884e+002	(3.35451878787890e+001dB,-1.71191885922337e+002°)
1.23594743344444e+002	(3.35456578813625e+001dB,-1.71171900608567e+002°)
1.23879658653030e+002	(3.35461300081981e+001dB,-1.71151871390333e+002°)
1.24165230759234e+002	(3.35466042653592e+001dB,-1.71131798184327e+002°)
1.24451461177131e+002	(3.35470806543537e+001dB,-1.71111680911908e+002°)
1.24738351424287e+002	(3.35475591857308e+001dB,-1.71091519485095e+002°)
1.25025903021765e+002	(3.35480398745492e+001dB,-1.71071313811164e+002°)
1.25314117494134e+002	(3.35485227313115e+001dB,-1.71051063802005e+002°)
1.25602996369480e+002	(3.35490077664972e+001dB,-1.71030769369461e+002°)
1.25892541179409e+002	(3.35494949769651e+001dB,-1.71010430439522e+002°)
1.26182753459060e+002	(3.35499843912779e+001dB,-1.70990046905074e+002°)
1.26473634747108e+002	(3.35504760017151e+001dB,-1.70969618696804e+002°)
1.26765186585777e+002	(3.35509698231955e+001dB,-1.70949145721714e+002°)
1.27057410520847e+002	(3.35514658660817e+001dB,-1.70928627891498e+002°)
1.27350308101659e+002	(3.35519641543106e+001dB,-1.70908065103458e+002°)
1.27643880881127e+002	(3.35524646755360e+001dB,-1.70887457293089e+002°)
1.27938130415745e+002	(3.35529674445832e+001dB,-1.70866804367231e+002°)
1.28233058265595e+002	(3.35534724898512e+001dB,-1.70846106218191e+002°)
1.28528665994354e+002	(3.35539797989239e+001dB,-1.70825362781524e+002°)
1.28824955169306e+002	(3.35544893910889e+001dB,-1.70804573959096e+002°)
1.29121927361346e+002	(3.35550012720130e+001dB,-1.70783739667205e+002°)
1.29419584144991e+002	(3.35555154564047e+001dB,-1.70762859812441e+002°)
1.29717927098388e+002	(3.35560319589490e+001dB,-1.70741934301319e+002°)
1.30016957803321e+002	(3.35565507807103e+001dB,-1.70720963054938e+002°)
1.30316677845222e+002	(3.35570719317946e+001dB,-1.70699945984668e+002°)
1.30617088813176e+002	(3.35575954222844e+001dB,-1.70678883001857e+002°)
1.30918192299933e+002	(3.35581212713040e+001dB,-1.70657774007991e+002°)
1.31219989901913e+002	(3.35586494798243e+001dB,-1.70636618924165e+002°)
1.31522483219216e+002	(3.35591800714552e+001dB,-1.70615417646839e+002°)
