Freq.	V(n004)/I(R1)
4.34510224171557e+001	(3.34551528395611e+001dB,-1.76873166387719e+002°)
4.35511873685554e+001	(3.34552124540540e+001dB,-1.76865972624309e+002°)
4.36515832240152e+001	(3.34552723430593e+001dB,-1.76858762376610e+002°)
4.37522105158238e+001	(3.34553325080673e+001dB,-1.76851535607222e+002°)
4.38530697774971e+001	(3.34553929496564e+001dB,-1.76844292278998e+002°)
4.39541615437810e+001	(3.34554536693061e+001dB,-1.76837032354383e+002°)
4.40554863506539e+001	(3.34555146684902e+001dB,-1.76829755795744e+002°)
4.41570447353298e+001	(3.34555759482238e+001dB,-1.76822462565537e+002°)
4.42588372362612e+001	(3.34556375099697e+001dB,-1.76815152625974e+002°)
4.43608643931418e+001	(3.34556993551852e+001dB,-1.76807825939189e+002°)
4.44631267469094e+001	(3.34557614848687e+001dB,-1.76800482467404e+002°)
4.45656248397488e+001	(3.34558239004660e+001dB,-1.76793122172597e+002°)
4.46683592150948e+001	(3.34558866034176e+001dB,-1.76785745016666e+002°)
4.47713304176348e+001	(3.34559495947047e+001dB,-1.76778350961601e+002°)
4.48745389933117e+001	(3.34560128753033e+001dB,-1.76770939969311e+002°)
4.49779854893273e+001	(3.34560764479961e+001dB,-1.76763512000955e+002°)
4.50816704541445e+001	(3.34561403128409e+001dB,-1.76756067018622e+002°)
4.51855944374907e+001	(3.34562044707962e+001dB,-1.76748604983989e+002°)
4.52897579903605e+001	(3.34562689250808e+001dB,-1.76741125857803e+002°)
4.53941616650188e+001	(3.34563336752818e+001dB,-1.76733629602090e+002°)
4.54988060150033e+001	(3.34563987237000e+001dB,-1.76726116177778e+002°)
4.56036915951281e+001	(3.34564640708172e+001dB,-1.76718585546397e+002°)
4.57088189614859e+001	(3.34565297189223e+001dB,-1.76711037668715e+002°)
4.58141886714518e+001	(3.34565956693918e+001dB,-1.76703472505758e+002°)
4.59198012836853e+001	(3.34566619231431e+001dB,-1.76695890018648e+002°)
4.60256573581340e+001	(3.34567284810875e+001dB,-1.76688290168428e+002°)
4.61317574560364e+001	(3.34567953459434e+001dB,-1.76680672915369e+002°)
4.62381021399244e+001	(3.34568625177036e+001dB,-1.76673038220699e+002°)
4.63446919736272e+001	(3.34569299990743e+001dB,-1.76665386044526e+002°)
4.64515275222733e+001	(3.34569977909428e+001dB,-1.76657716347573e+002°)
4.65586093522943e+001	(3.34570658937369e+001dB,-1.76650029090658e+002°)
4.66659380314272e+001	(3.34571343110511e+001dB,-1.76642324233293e+002°)
4.67735141287182e+001	(3.34572030423944e+001dB,-1.76634601736485e+002°)
4.68813382145249e+001	(3.34572720895359e+001dB,-1.76626861560287e+002°)
4.69894108605199e+001	(3.34573414551452e+001dB,-1.76619103664313e+002°)
4.70977326396936e+001	(3.34574111391659e+001dB,-1.76611328009158e+002°)
4.72063041263574e+001	(3.34574811438016e+001dB,-1.76603534554452e+002°)
4.73151258961464e+001	(3.34575514707966e+001dB,-1.76595723259916e+002°)
4.74241985260228e+001	(3.34576221209822e+001dB,-1.76587894085551e+002°)
4.75335225942789e+001	(3.34576930965432e+001dB,-1.76580046990736e+002°)
4.76430986805399e+001	(3.34577643978449e+001dB,-1.76572181935488e+002°)
4.77529273657674e+001	(3.34578360275125e+001dB,-1.76564298878844e+002°)
4.78630092322621e+001	(3.34579079863521e+001dB,-1.76556397780478e+002°)
4.79733448636672e+001	(3.34579802765226e+001dB,-1.76548478599440e+002°)
4.80839348449712e+001	(3.34580528988170e+001dB,-1.76540541295241e+002°)
4.81947797625110e+001	(3.34581258553815e+001dB,-1.76532585826767e+002°)
4.83058802039756e+001	(3.34581991469959e+001dB,-1.76524612153363e+002°)
4.84172367584082e+001	(3.34582727762467e+001dB,-1.76516620233567e+002°)
4.85288500162104e+001	(3.34583467434473e+001dB,-1.76508610026744e+002°)
4.86407205691444e+001	(3.34584210511709e+001dB,-1.76500581491264e+002°)
4.87528490103369e+001	(3.34584957006243e+001dB,-1.76492534585961e+002°)
4.88652359342816e+001	(3.34585706934608e+001dB,-1.76484469269404e+002°)
4.89778819368429e+001	(3.34586460308739e+001dB,-1.76476385500261e+002°)
4.90907876152585e+001	(3.34587217149566e+001dB,-1.76468283236751e+002°)
4.92039535681433e+001	(3.34587977468891e+001dB,-1.76460162437376e+002°)
4.93173803954918e+001	(3.34588741287510e+001dB,-1.76452023060184e+002°)
4.94310686986818e+001	(3.34589508612553e+001dB,-1.76443865063699e+002°)
4.95450190804772e+001	(3.34590279469214e+001dB,-1.76435688405615e+002°)
4.96592321450318e+001	(3.34591053869020e+001dB,-1.76427493044100e+002°)
4.97737084978918e+001	(3.34591831832494e+001dB,-1.76419278936867e+002°)
4.98884487459994e+001	(3.34592613371023e+001dB,-1.76411046041916e+002°)
5.00034534976960e+001	(3.34593398500461e+001dB,-1.76402794316978e+002°)
5.01187233627254e+001	(3.34594187245654e+001dB,-1.76394523719322e+002°)
5.02342589522369e+001	(3.34594979608716e+001dB,-1.76386234207074e+002°)
5.03500608787886e+001	(3.34595775623419e+001dB,-1.76377925736955e+002°)
5.04661297563510e+001	(3.34596575287205e+001dB,-1.76369598267114e+002°)
5.05824662003096e+001	(3.34597378633703e+001dB,-1.76361251754099e+002°)
5.06990708274686e+001	(3.34598185673810e+001dB,-1.76352886155320e+002°)
5.08159442560542e+001	(3.34598996422883e+001dB,-1.76344501427914e+002°)
5.09330871057177e+001	(3.34599810900740e+001dB,-1.76336097528741e+002°)
5.10504999975388e+001	(3.34600629122595e+001dB,-1.76327674414767e+002°)
5.11681835540289e+001	(3.34601451103589e+001dB,-1.76319232042872e+002°)
5.12861383991346e+001	(3.34602276863322e+001dB,-1.76310770369660e+002°)
5.14043651582407e+001	(3.34603106416790e+001dB,-1.76302289351839e+002°)
5.15228644581738e+001	(3.34603939787981e+001dB,-1.76293788945646e+002°)
5.16416369272052e+001	(3.34604776982677e+001dB,-1.76285269108007e+002°)
5.17606831950549e+001	(3.34605618033784e+001dB,-1.76276729794597e+002°)
5.18800038928942e+001	(3.34606462946936e+001dB,-1.76268170962170e+002°)
5.19995996533497e+001	(3.34607311745824e+001dB,-1.76259592566617e+002°)
5.21194711105061e+001	(3.34608164440468e+001dB,-1.76250994564324e+002°)
5.22396188999100e+001	(3.34609021054407e+001dB,-1.76242376911010e+002°)
5.23600436585731e+001	(3.34609881615640e+001dB,-1.76233739562105e+002°)
5.24807460249753e+001	(3.34610746120362e+001dB,-1.76225082474328e+002°)
5.26017266390687e+001	(3.34611614605484e+001dB,-1.76216405602542e+002°)
5.27229861422803e+001	(3.34612487076113e+001dB,-1.76207708902903e+002°)
5.28445251775161e+001	(3.34613363555409e+001dB,-1.76198992330690e+002°)
5.29663443891638e+001	(3.34614244066457e+001dB,-1.76190255841090e+002°)
5.30884444230968e+001	(3.34615128623197e+001dB,-1.76181499389605e+002°)
5.32108259266774e+001	(3.34616017244025e+001dB,-1.76172722931446e+002°)
5.33334895487601e+001	(3.34616909951794e+001dB,-1.76163926421540e+002°)
5.34564359396951e+001	(3.34617806760208e+001dB,-1.76155109815123e+002°)
5.35796657513321e+001	(3.34618707687431e+001dB,-1.76146273067146e+002°)
5.37031796370232e+001	(3.34619612751545e+001dB,-1.76137416132471e+002°)
5.38269782516268e+001	(3.34620521984150e+001dB,-1.76128538965266e+002°)
5.39510622515107e+001	(3.34621435385039e+001dB,-1.76119641521025e+002°)
5.40754322945560e+001	(3.34622352985655e+001dB,-1.76110723753738e+002°)
5.42000890401603e+001	(3.34623274803760e+001dB,-1.76101785617913e+002°)
5.43250331492413e+001	(3.34624200852506e+001dB,-1.76092827068175e+002°)
5.44502652842400e+001	(3.34625131158559e+001dB,-1.76083848058447e+002°)
5.45757861091250e+001	(3.34626065743973e+001dB,-1.76074848542767e+002°)
5.47015962893951e+001	(3.34627004617122e+001dB,-1.76065828475700e+002°)
5.48276964920833e+001	(3.34627947799896e+001dB,-1.76056787811106e+002°)
5.49540873857603e+001	(3.34628895323169e+001dB,-1.76047726502344e+002°)
5.50807696405382e+001	(3.34629847199600e+001dB,-1.76038644503507e+002°)
5.52077439280736e+001	(3.34630803441768e+001dB,-1.76029541768601e+002°)
5.53350109215715e+001	(3.34631764080296e+001dB,-1.76020418250714e+002°)
5.54625712957889e+001	(3.34632729132128e+001dB,-1.76011273903465e+002°)
5.55904257270382e+001	(3.34633698614124e+001dB,-1.76002108680385e+002°)
5.57185748931908e+001	(3.34634672552124e+001dB,-1.75992922534497e+002°)
5.58470194736809e+001	(3.34635650962818e+001dB,-1.75983715419153e+002°)
5.59757601495088e+001	(3.34636633871877e+001dB,-1.75974487287194e+002°)
5.61047976032449e+001	(3.34637621286758e+001dB,-1.75965238092214e+002°)
5.62341325190327e+001	(3.34638613237492e+001dB,-1.75955967786663e+002°)
5.63637655825932e+001	(3.34639609754026e+001dB,-1.75946676322900e+002°)
5.64936974812280e+001	(3.34640610834494e+001dB,-1.75937363654674e+002°)
5.66239289038231e+001	(3.34641616522266e+001dB,-1.75928029733524e+002°)
5.67544605408525e+001	(3.34642626824367e+001dB,-1.75918674512598e+002°)
5.68852930843819e+001	(3.34643641770396e+001dB,-1.75909297943887e+002°)
5.70164272280725e+001	(3.34644661371736e+001dB,-1.75899899980146e+002°)
5.71478636671844e+001	(3.34645685657810e+001dB,-1.75890480573187e+002°)
5.72796030985806e+001	(3.34646714648889e+001dB,-1.75881039675153e+002°)
5.74116462207305e+001	(3.34647748360623e+001dB,-1.75871577238315e+002°)
5.75439937337134e+001	(3.34648786822168e+001dB,-1.75862093214206e+002°)
5.76766463392228e+001	(3.34649830053528e+001dB,-1.75852587554698e+002°)
5.78096047405695e+001	(3.34650878074618e+001dB,-1.75843060211572e+002°)
5.79428696426858e+001	(3.34651930900728e+001dB,-1.75833511136736e+002°)
5.80764417521289e+001	(3.34652988569720e+001dB,-1.75823940280918e+002°)
5.82103217770848e+001	(3.34654051087640e+001dB,-1.75814347596278e+002°)
5.83445104273721e+001	(3.34655118487636e+001dB,-1.75804733033578e+002°)
5.84790084144457e+001	(3.34656190789167e+001dB,-1.75795096544139e+002°)
5.86138164514005e+001	(3.34657268016133e+001dB,-1.75785438078973e+002°)
5.87489352529753e+001	(3.34658350183277e+001dB,-1.75775757589440e+002°)
5.88843655355565e+001	(3.34659437318846e+001dB,-1.75766055026148e+002°)
5.90201080171821e+001	(3.34660529446462e+001dB,-1.75756330339832e+002°)
5.91561634175450e+001	(3.34661626585121e+001dB,-1.75746583481355e+002°)
5.92925324579976e+001	(3.34662728762790e+001dB,-1.75736814401045e+002°)
5.94292158615549e+001	(3.34663835998277e+001dB,-1.75727023049581e+002°)
5.95662143528986e+001	(3.34664948319360e+001dB,-1.75717209377104e+002°)
5.97035286583813e+001	(3.34666065740127e+001dB,-1.75707373334333e+002°)
5.98411595060295e+001	(3.34667188292696e+001dB,-1.75697514870998e+002°)
5.99791076255485e+001	(3.34668316000029e+001dB,-1.75687633937184e+002°)
6.01173737483254e+001	(3.34669448880458e+001dB,-1.75677730483107e+002°)
6.02559586074333e+001	(3.34670586961282e+001dB,-1.75667804458442e+002°)
6.03948629376355e+001	(3.34671730265172e+001dB,-1.75657855812994e+002°)
6.05340874753889e+001	(3.34672878814703e+001dB,-1.75647884496475e+002°)
6.06736329588481e+001	(3.34674032636883e+001dB,-1.75637890458278e+002°)
6.08135001278693e+001	(3.34675191749558e+001dB,-1.75627873648156e+002°)
6.09536897240144e+001	(3.34676356188605e+001dB,-1.75617834014857e+002°)
6.10942024905547e+001	(3.34677525967140e+001dB,-1.75607771508176e+002°)
6.12350391724748e+001	(3.34678701116312e+001dB,-1.75597686076898e+002°)
6.13762005164769e+001	(3.34679881653570e+001dB,-1.75587577670407e+002°)
6.15176872709843e+001	(3.34681067609862e+001dB,-1.75577446237299e+002°)
6.16595001861457e+001	(3.34682259006972e+001dB,-1.75567291726537e+002°)
6.18016400138391e+001	(3.34683455871112e+001dB,-1.75557114086761e+002°)
6.19441075076756e+001	(3.34684658223865e+001dB,-1.75546913266746e+002°)
6.20869034230038e+001	(3.34685866095775e+001dB,-1.75536689214709e+002°)
6.22300285169134e+001	(3.34687079508220e+001dB,-1.75526441879239e+002°)
6.23734835482394e+001	(3.34688298487008e+001dB,-1.75516171208595e+002°)
6.25172692775660e+001	(3.34689523057844e+001dB,-1.75505877150944e+002°)
6.26613864672309e+001	(3.34690753246331e+001dB,-1.75495559654356e+002°)
6.28058358813292e+001	(3.34691989082500e+001dB,-1.75485218666572e+002°)
6.29506182857171e+001	(3.34693230582682e+001dB,-1.75474854135945e+002°)
6.30957344480167e+001	(3.34694477776700e+001dB,-1.75464466010026e+002°)
6.32411851376193e+001	(3.34695730694274e+001dB,-1.75454054236268e+002°)
6.33869711256901e+001	(3.34696989360483e+001dB,-1.75443618762268e+002°)
6.35330931851717e+001	(3.34698253795773e+001dB,-1.75433159535766e+002°)
6.36795520907889e+001	(3.34699524034078e+001dB,-1.75422676503691e+002°)
6.38263486190522e+001	(3.34700800095630e+001dB,-1.75412169613593e+002°)
6.39734835482621e+001	(3.34702082009619e+001dB,-1.75401638812448e+002°)
6.41209576585135e+001	(3.34703369805126e+001dB,-1.75391084047138e+002°)
6.42687717316993e+001	(3.34704663497531e+001dB,-1.75380505265170e+002°)
6.44169265515150e+001	(3.34705963133831e+001dB,-1.75369902412267e+002°)
6.45654229034628e+001	(3.34707268724654e+001dB,-1.75359275435989e+002°)
6.47142615748556e+001	(3.34708580303184e+001dB,-1.75348624282592e+002°)
6.48634433548211e+001	(3.34709897893430e+001dB,-1.75337948898719e+002°)
6.50129690343063e+001	(3.34711221528356e+001dB,-1.75327249230432e+002°)
6.51628394060815e+001	(3.34712551231751e+001dB,-1.75316525224183e+002°)
6.53130552647445e+001	(3.34713887031827e+001dB,-1.75305776826086e+002°)
6.54636174067247e+001	(3.34715228952153e+001dB,-1.75295003982403e+002°)
6.56145266302878e+001	(3.34716577034315e+001dB,-1.75284206638316e+002°)
6.57657837355393e+001	(3.34717931288061e+001dB,-1.75273384740634e+002°)
6.59173895244294e+001	(3.34719291754755e+001dB,-1.75262538234346e+002°)
6.60693448007568e+001	(3.34720658457518e+001dB,-1.75251667065330e+002°)
6.62216503701734e+001	(3.34722031423889e+001dB,-1.75240771179122e+002°)
6.63743070401881e+001	(3.34723410681298e+001dB,-1.75229850521161e+002°)
6.65273156201713e+001	(3.34724796270653e+001dB,-1.75218905036042e+002°)
6.66806769213594e+001	(3.34726188201025e+001dB,-1.75207934670009e+002°)
6.68343917568586e+001	(3.34727586513096e+001dB,-1.75196939367463e+002°)
6.69884609416498e+001	(3.34728991238368e+001dB,-1.75185919073205e+002°)
6.71428852925924e+001	(3.34730402403696e+001dB,-1.75174873732191e+002°)
6.72976656284289e+001	(3.34731820031284e+001dB,-1.75163803289533e+002°)
6.74528027697893e+001	(3.34733244156820e+001dB,-1.75152707689491e+002°)
6.76082975391953e+001	(3.34734674806809e+001dB,-1.75141586876732e+002°)
6.77641507610646e+001	(3.34736112016705e+001dB,-1.75130440795319e+002°)
6.79203632617156e+001	(3.34737555808244e+001dB,-1.75119269389980e+002°)
6.80769358693712e+001	(3.34739006221177e+001dB,-1.75108072604328e+002°)
6.82338694141640e+001	(3.34740463277004e+001dB,-1.75096850382897e+002°)
6.83911647281400e+001	(3.34741927010706e+001dB,-1.75085602669361e+002°)
6.85488226452632e+001	(3.34743397448079e+001dB,-1.75074329407806e+002°)
6.87068440014203e+001	(3.34744874623861e+001dB,-1.75063030541709e+002°)
6.88652296344247e+001	(3.34746358572674e+001dB,-1.75051706014447e+002°)
6.90239803840212e+001	(3.34747849310887e+001dB,-1.75040355770335e+002°)
6.91830970918907e+001	(3.34749346886476e+001dB,-1.75028979751779e+002°)
6.93425806016539e+001	(3.34750851320100e+001dB,-1.75017577902639e+002°)
6.95024317588767e+001	(3.34752362645894e+001dB,-1.75006150165905e+002°)
6.96626514110739e+001	(3.34753880893337e+001dB,-1.74994696484725e+002°)
6.98232404077141e+001	(3.34755406096317e+001dB,-1.74983216801889e+002°)
6.99841996002243e+001	(3.34756938279537e+001dB,-1.74971711060617e+002°)
7.01455298419941e+001	(3.34758477490234e+001dB,-1.74960179202712e+002°)
7.03072319883803e+001	(3.34760023743797e+001dB,-1.74948621171727e+002°)
7.04693068967116e+001	(3.34761577082683e+001dB,-1.74937036909531e+002°)
7.06317554262931e+001	(3.34763137535627e+001dB,-1.74925426358689e+002°)
7.07945784384107e+001	(3.34764705135770e+001dB,-1.74913789461405e+002°)
7.09577767963358e+001	(3.34766279911596e+001dB,-1.74902126160050e+002°)
7.11213513653298e+001	(3.34767861900526e+001dB,-1.74890436396364e+002°)
7.12853030126488e+001	(3.34769451135321e+001dB,-1.74878720112256e+002°)
7.14496326075482e+001	(3.34771047639552e+001dB,-1.74866977250074e+002°)
7.16143410212871e+001	(3.34772651463853e+001dB,-1.74855207750458e+002°)
7.17794291271330e+001	(3.34774262627006e+001dB,-1.74843411555828e+002°)
7.19448978003668e+001	(3.34775881161259e+001dB,-1.74831588607704e+002°)
7.21107479182868e+001	(3.34777507112330e+001dB,-1.74819738846696e+002°)
7.22769803602138e+001	(3.34779140507675e+001dB,-1.74807862214394e+002°)
7.24435960074958e+001	(3.34780781379153e+001dB,-1.74795958652022e+002°)
7.26105957435123e+001	(3.34782429763026e+001dB,-1.74784028100436e+002°)
7.27779804536792e+001	(3.34784085690891e+001dB,-1.74772070500663e+002°)
7.29457510254536e+001	(3.34785749198745e+001dB,-1.74760085793362e+002°)
7.31139083483385e+001	(3.34787420322455e+001dB,-1.74748073919090e+002°)
7.32824533138871e+001	(3.34789099093221e+001dB,-1.74736034818584e+002°)
7.34513868157082e+001	(3.34790785546643e+001dB,-1.74723968432205e+002°)
7.36207097494703e+001	(3.34792479722719e+001dB,-1.74711874699942e+002°)
7.37904230129068e+001	(3.34794181647718e+001dB,-1.74699753562513e+002°)
7.39605275058205e+001	(3.34795891365901e+001dB,-1.74687604959431e+002°)
7.41310241300884e+001	(3.34797608903267e+001dB,-1.74675428831222e+002°)
7.43019137896668e+001	(3.34799334303806e+001dB,-1.74663225117199e+002°)
7.44731973905956e+001	(3.34801067602311e+001dB,-1.74650993757135e+002°)
7.46448758410033e+001	(3.34802808824371e+001dB,-1.74638734691264e+002°)
7.48169500511121e+001	(3.34804558018101e+001dB,-1.74626447858323e+002°)
7.49894209332422e+001	(3.34806315213348e+001dB,-1.74614133198071e+002°)
7.51622894018172e+001	(3.34808080444355e+001dB,-1.74601790649890e+002°)
7.53355563733684e+001	(3.34809853754291e+001dB,-1.74589420152498e+002°)
7.55092227665400e+001	(3.34811635177120e+001dB,-1.74577021645079e+002°)
7.56832895020940e+001	(3.34813424751200e+001dB,-1.74564595066436e+002°)
7.58577575029150e+001	(3.34815222510218e+001dB,-1.74552140355558e+002°)
7.60326276940148e+001	(3.34817028492251e+001dB,-1.74539657451053e+002°)
7.62079010025378e+001	(3.34818842735235e+001dB,-1.74527146291428e+002°)
7.63835783577656e+001	(3.34820665272435e+001dB,-1.74514606815381e+002°)
7.65596606911222e+001	(3.34822496150568e+001dB,-1.74502038960649e+002°)
7.67361489361784e+001	(3.34824335398082e+001dB,-1.74489442666020e+002°)
7.69130440286575e+001	(3.34826183056878e+001dB,-1.74476817869323e+002°)
7.70903469064395e+001	(3.34828039164181e+001dB,-1.74464164508575e+002°)
7.72680585095667e+001	(3.34829903761605e+001dB,-1.74451482521405e+002°)
7.74461797802484e+001	(3.34831776881555e+001dB,-1.74438771845926e+002°)
7.76247116628657e+001	(3.34833658569888e+001dB,-1.74426032419280e+002°)
7.78036551039769e+001	(3.34835548858720e+001dB,-1.74413264179382e+002°)
7.79830110523223e+001	(3.34837447793618e+001dB,-1.74400467063178e+002°)
7.81627804588294e+001	(3.34839355406403e+001dB,-1.74387641008390e+002°)
7.83429642766176e+001	(3.34841271746882e+001dB,-1.74374785951470e+002°)
7.85235634610036e+001	(3.34843196842052e+001dB,-1.74361901830241e+002°)
7.87045789695063e+001	(3.34845130736891e+001dB,-1.74348988581252e+002°)
7.88860117618518e+001	(3.34847073471696e+001dB,-1.74336046141249e+002°)
7.90678627999789e+001	(3.34849025086618e+001dB,-1.74323074446879e+002°)
7.92501330480435e+001	(3.34850985626188e+001dB,-1.74310073434392e+002°)
7.94328234724245e+001	(3.34852955116658e+001dB,-1.74297043041134e+002°)
7.96159350417282e+001	(3.34854933615860e+001dB,-1.74283983202266e+002°)
7.97994687267940e+001	(3.34856921154277e+001dB,-1.74270893854640e+002°)
7.99834255006991e+001	(3.34858917780372e+001dB,-1.74257774933815e+002°)
8.01678063387642e+001	(3.34860923524325e+001dB,-1.74244626376453e+002°)
8.03526122185580e+001	(3.34862938429764e+001dB,-1.74231448118218e+002°)
8.05378441199029e+001	(3.34864962544695e+001dB,-1.74218240094375e+002°)
8.07235030248801e+001	(3.34866995912437e+001dB,-1.74205002240387e+002°)
8.09095899178345e+001	(3.34869038562561e+001dB,-1.74191734492535e+002°)
8.10961057853803e+001	(3.34871090551675e+001dB,-1.74178436785178e+002°)
8.12830516164061e+001	(3.34873151909039e+001dB,-1.74165109054404e+002°)
8.14704284020801e+001	(3.34875222686422e+001dB,-1.74151751234679e+002°)
8.16582371358554e+001	(3.34877302921836e+001dB,-1.74138363261288e+002°)
8.18464788134751e+001	(3.34879392657672e+001dB,-1.74124945069114e+002°)
8.20351544329780e+001	(3.34881491940696e+001dB,-1.74111496592635e+002°)
8.22242649947032e+001	(3.34883600808451e+001dB,-1.74098017766846e+002°)
8.24138115012964e+001	(3.34885719307387e+001dB,-1.74084508526031e+002°)
8.26037949577140e+001	(3.34887847483798e+001dB,-1.74070968804374e+002°)
8.27942163712295e+001	(3.34889985379283e+001dB,-1.74057398536272e+002°)
8.29850767514383e+001	(3.34892133035284e+001dB,-1.74043797656028e+002°)
8.31763771102632e+001	(3.34894290493083e+001dB,-1.74030166097847e+002°)
8.33681184619595e+001	(3.34896457807398e+001dB,-1.74016503794901e+002°)
8.35603018231209e+001	(3.34898635014658e+001dB,-1.74002810681516e+002°)
8.37529282126843e+001	(3.34900822160194e+001dB,-1.73989086691295e+002°)
8.39459986519358e+001	(3.34903019289175e+001dB,-1.73975331757746e+002°)
8.41395141645155e+001	(3.34905226451140e+001dB,-1.73961545813962e+002°)
8.43334757764235e+001	(3.34907443690934e+001dB,-1.73947728793257e+002°)
8.45278845160250e+001	(3.34909671048704e+001dB,-1.73933880629165e+002°)
8.47227414140556e+001	(3.34911908568968e+001dB,-1.73920001254809e+002°)
8.49180475036273e+001	(3.34914156305141e+001dB,-1.73906090602579e+002°)
8.51138038202336e+001	(3.34916414296879e+001dB,-1.73892148605724e+002°)
8.53100114017549e+001	(3.34918682592736e+001dB,-1.73878175196760e+002°)
8.55066712884642e+001	(3.34920961245631e+001dB,-1.73864170307784e+002°)
8.57037845230329e+001	(3.34923250285657e+001dB,-1.73850133872404e+002°)
8.59013521505354e+001	(3.34925549774465e+001dB,-1.73836065821885e+002°)
8.60993752184559e+001	(3.34927859759940e+001dB,-1.73821966088356e+002°)
8.62978547766929e+001	(3.34930180276205e+001dB,-1.73807834604824e+002°)
8.64967918775652e+001	(3.34932511384407e+001dB,-1.73793671302258e+002°)
8.66961875758175e+001	(3.34934853122861e+001dB,-1.73779476113153e+002°)
8.68960429286260e+001	(3.34937205547843e+001dB,-1.73765248968610e+002°)
8.70963589956038e+001	(3.34939568697329e+001dB,-1.73750989800937e+002°)
8.72971368388069e+001	(3.34941942631787e+001dB,-1.73736698540716e+002°)
8.74983775227393e+001	(3.34944327388850e+001dB,-1.73722375120067e+002°)
8.77000821143592e+001	(3.34946723024110e+001dB,-1.73708019469709e+002°)
8.79022516830841e+001	(3.34949129579390e+001dB,-1.73693631521249e+002°)
8.81048873007971e+001	(3.34951547114469e+001dB,-1.73679211204883e+002°)
8.83079900418520e+001	(3.34953975670823e+001dB,-1.73664758452032e+002°)
8.85115609830792e+001	(3.34956415298819e+001dB,-1.73650273193364e+002°)
8.87156012037917e+001	(3.34958866048652e+001dB,-1.73635755359451e+002°)
8.89201117857905e+001	(3.34961327974870e+001dB,-1.73621204880440e+002°)
8.91250938133702e+001	(3.34963801122786e+001dB,-1.73606621687047e+002°)
8.93305483733251e+001	(3.34966285546597e+001dB,-1.73592005709231e+002°)
8.95364765549550e+001	(3.34968781291262e+001dB,-1.73577356877526e+002°)
8.97428794500704e+001	(3.34971288419692e+001dB,-1.73562675121027e+002°)
8.99497581529991e+001	(3.34973806967425e+001dB,-1.73547960370757e+002°)
9.01571137605912e+001	(3.34976336992485e+001dB,-1.73533212555964e+002°)
9.03649473722257e+001	(3.34978878552716e+001dB,-1.73518431605797e+002°)
9.05732600898155e+001	(3.34981431692187e+001dB,-1.73503617450330e+002°)
9.07820530178141e+001	(3.34983996463851e+001dB,-1.73488770018868e+002°)
9.09913272632206e+001	(3.34986572925013e+001dB,-1.73473889240280e+002°)
9.12010839355864e+001	(3.34989161119203e+001dB,-1.73458975044370e+002°)
9.14113241470204e+001	(3.34991761107897e+001dB,-1.73444027359481e+002°)
9.16220490121954e+001	(3.34994372943326e+001dB,-1.73429046114545e+002°)
9.18332596483535e+001	(3.34996996673005e+001dB,-1.73414031238752e+002°)
9.20449571753125e+001	(3.34999632357865e+001dB,-1.73398982660164e+002°)
9.22571427154717e+001	(3.35002280040523e+001dB,-1.73383900308133e+002°)
9.24698173938176e+001	(3.35004939790609e+001dB,-1.73368784109846e+002°)
9.26829823379302e+001	(3.35007611650372e+001dB,-1.73353633994474e+002°)
9.28966386779889e+001	(3.35010295670943e+001dB,-1.73338449890411e+002°)
9.31107875467783e+001	(3.35012991916864e+001dB,-1.73323231724910e+002°)
9.33254300796944e+001	(3.35015700443426e+001dB,-1.73307979425831e+002°)
9.35405674147504e+001	(3.35018421301203e+001dB,-1.73292692921293e+002°)
9.37562006925833e+001	(3.35021154549646e+001dB,-1.73277372138624e+002°)
9.39723310564590e+001	(3.35023900234422e+001dB,-1.73262017006120e+002°)
9.41889596522793e+001	(3.35026658419140e+001dB,-1.73246627450577e+002°)
9.44060876285875e+001	(3.35029429162687e+001dB,-1.73231203399054e+002°)
9.46237161365745e+001	(3.35032212519231e+001dB,-1.73215744778869e+002°)
9.48418463300849e+001	(3.35035008538218e+001dB,-1.73200251517615e+002°)
9.50604793656233e+001	(3.35037817282499e+001dB,-1.73184723541726e+002°)
9.52796164023603e+001	(3.35040638810206e+001dB,-1.73169160777903e+002°)
9.54992586021387e+001	(3.35043473179277e+001dB,-1.73153563152756e+002°)
9.57194071294795e+001	(3.35046320442929e+001dB,-1.73137930593169e+002°)
9.59400631515884e+001	(3.35049180658717e+001dB,-1.73122263025578e+002°)
9.61612278383615e+001	(3.35052053888538e+001dB,-1.73106560375972e+002°)
9.63829023623921e+001	(3.35054940189564e+001dB,-1.73090822570612e+002°)
9.66050878989764e+001	(3.35057839623305e+001dB,-1.73075049535308e+002°)
9.68277856261199e+001	(3.35060752242013e+001dB,-1.73059241196510e+002°)
9.70509967245440e+001	(3.35063678111343e+001dB,-1.73043397479492e+002°)
9.72747223776915e+001	(3.35066617287690e+001dB,-1.73027518310168e+002°)
9.74989637717336e+001	(3.35069569822722e+001dB,-1.73011603614733e+002°)
9.77237220955760e+001	(3.35072535790572e+001dB,-1.72995653317468e+002°)
9.79489985408648e+001	(3.35075515247049e+001dB,-1.72979667344027e+002°)
9.81747943019933e+001	(3.35078508243232e+001dB,-1.72963645620353e+002°)
9.84011105761083e+001	(3.35081514852664e+001dB,-1.72947588070462e+002°)
9.86279485631159e+001	(3.35084535130562e+001dB,-1.72931494619756e+002°)
9.88553094656887e+001	(3.35087569136476e+001dB,-1.72915365193186e+002°)
