Freq.	V(n003)/I(I1)
8.78213279897335e+003	(3.54417267808988e+000dB,1.17324297965736e+002°)
8.78415519260785e+003	(3.54743573617077e+000dB,1.17325239651558e+002°)
8.78617805196931e+003	(3.55069905732162e+000dB,1.17326179199116e+002°)
8.78820137716498e+003	(3.55396264150879e+000dB,1.17327116607240e+002°)
8.79022516830213e+003	(3.55722648869931e+000dB,1.17328051874762e+002°)
8.79224942548806e+003	(3.56049059885241e+000dB,1.17328985000349e+002°)
8.79427414883011e+003	(3.56375497193306e+000dB,1.17329915982884e+002°)
8.79629933843561e+003	(3.56701960790788e+000dB,1.17330844821129e+002°)
8.79832499441194e+003	(3.57028450673540e+000dB,1.17331771513780e+002°)
8.80035111686650e+003	(3.57354966838055e+000dB,1.17332696059630e+002°)
8.80237770590671e+003	(3.57681509280600e+000dB,1.17333618457482e+002°)
8.80440476164003e+003	(3.58008077997501e+000dB,1.17334538706081e+002°)
8.80643228417391e+003	(3.58334672984973e+000dB,1.17335456804219e+002°)
8.80846027361586e+003	(3.58661294239688e+000dB,1.17336372750673e+002°)
8.81048873007340e+003	(3.58987941757548e+000dB,1.17337286544210e+002°)
8.81251765365409e+003	(3.59314615534322e+000dB,1.17338198183488e+002°)
8.81454704446547e+003	(3.59641315567322e+000dB,1.17339107667465e+002°)
8.81657690261517e+003	(3.59968041852350e+000dB,1.17340014994783e+002°)
8.81860722821079e+003	(3.60294794385364e+000dB,1.17340920164199e+002°)
8.82063802135998e+003	(3.60621573162875e+000dB,1.17341823174570e+002°)
8.82266928217042e+003	(3.60948378181715e+000dB,1.17342724024645e+002°)
8.82470101074979e+003	(3.61275209436780e+000dB,1.17343622713130e+002°)
8.82673320720583e+003	(3.61602066925139e+000dB,1.17344519238829e+002°)
8.82876587164626e+003	(3.61928950642958e+000dB,1.17345413600504e+002°)
8.83079900417887e+003	(3.62255860586138e+000dB,1.17346305796911e+002°)
8.83283260491144e+003	(3.62582796751250e+000dB,1.17347195826842e+002°)
8.83486667395181e+003	(3.62909759133827e+000dB,1.17348083689009e+002°)
8.83690121140780e+003	(3.63236747731083e+000dB,1.17348969382266e+002°)
8.83893621738730e+003	(3.63563762537888e+000dB,1.17349852905258e+002°)
8.84097169199819e+003	(3.63890803551299e+000dB,1.17350734256829e+002°)
8.84300763534839e+003	(3.64217870767122e+000dB,1.17351613435694e+002°)
8.84504404754585e+003	(3.64544964181838e+000dB,1.17352490440702e+002°)
8.84708092869853e+003	(3.64872083791366e+000dB,1.17353365270530e+002°)
8.84911827891443e+003	(3.65199229591439e+000dB,1.17354237923944e+002°)
8.85115609830157e+003	(3.65526401578984e+000dB,1.17355108399784e+002°)
8.85319438696799e+003	(3.65853599750070e+000dB,1.17355976696789e+002°)
8.85523314502176e+003	(3.66180824099546e+000dB,1.17356842813606e+002°)
8.85727237257097e+003	(3.66508074625110e+000dB,1.17357706749156e+002°)
8.85931206972374e+003	(3.66835351321253e+000dB,1.17358568502027e+002°)
8.86135223658821e+003	(3.67162654185492e+000dB,1.17359428071148e+002°)
8.86339287327254e+003	(3.67489983212845e+000dB,1.17360285455155e+002°)
8.86543397988494e+003	(3.67817338400090e+000dB,1.17361140652872e+002°)
8.86747555653362e+003	(3.68144719742982e+000dB,1.17361993663048e+002°)
8.86951760332682e+003	(3.68472127237560e+000dB,1.17362844484406e+002°)
8.87156012037280e+003	(3.68799560880020e+000dB,1.17363693115779e+002°)
8.87360310777987e+003	(3.69127020665864e+000dB,1.17364539555819e+002°)
8.87564656565634e+003	(3.69454506591734e+000dB,1.17365383803348e+002°)
8.87769049411054e+003	(3.69782018653236e+000dB,1.17366225857135e+002°)
8.87973489325085e+003	(3.70109556847076e+000dB,1.17367065715968e+002°)
8.88177976318566e+003	(3.70437121168432e+000dB,1.17367903378499e+002°)
8.88382510402339e+003	(3.70764711613375e+000dB,1.17368738843507e+002°)
8.88587091587247e+003	(3.71092328177917e+000dB,1.17369572109775e+002°)
8.88791719884138e+003	(3.71419970858115e+000dB,1.17370403176028e+002°)
8.88996395303860e+003	(3.71747639650408e+000dB,1.17371232041116e+002°)
8.89201117857265e+003	(3.72075334550119e+000dB,1.17372058703681e+002°)
8.89405887555209e+003	(3.72403055553069e+000dB,1.17372883162485e+002°)
8.89610704408546e+003	(3.72730802656095e+000dB,1.17373705416391e+002°)
8.89815568428136e+003	(3.73058575853997e+000dB,1.17374525463991e+002°)
8.90020479624842e+003	(3.73386375143334e+000dB,1.17375343304143e+002°)
8.90225438009527e+003	(3.73714200520452e+000dB,1.17376158935640e+002°)
8.90430443593058e+003	(3.74042051980381e+000dB,1.17376972357150e+002°)
8.90635496386303e+003	(3.74369929518862e+000dB,1.17377783567339e+002°)
8.90840596400136e+003	(3.74697833133588e+000dB,1.17378592565228e+002°)
8.91045743645429e+003	(3.75025762817909e+000dB,1.17379399349266e+002°)
8.91250938133060e+003	(3.75353718569105e+000dB,1.17380203918379e+002°)
8.91456179873908e+003	(3.75681700383564e+000dB,1.17381006271316e+002°)
8.91661468878855e+003	(3.76009708255836e+000dB,1.17381806406703e+002°)
8.91866805158784e+003	(3.76337742182383e+000dB,1.17382604323407e+002°)
8.92072188724583e+003	(3.76665802158475e+000dB,1.17383400020071e+002°)
8.92277619587141e+003	(3.76993888181560e+000dB,1.17384193495630e+002°)
8.92483097757349e+003	(3.77322000245498e+000dB,1.17384984748610e+002°)
8.92688623246101e+003	(3.77650138346865e+000dB,1.17385773777848e+002°)
8.92894196064295e+003	(3.77978302482265e+000dB,1.17386560582160e+002°)
8.93099816222830e+003	(3.78306492646453e+000dB,1.17387345160224e+002°)
8.93305483732608e+003	(3.78634708835573e+000dB,1.17388127510783e+002°)
8.93511198604532e+003	(3.78962951045705e+000dB,1.17388907632625e+002°)
8.93716960849509e+003	(3.79291219271843e+000dB,1.17389685524408e+002°)
8.93922770478450e+003	(3.79619513510475e+000dB,1.17390461184966e+002°)
8.94128627502265e+003	(3.79947833756901e+000dB,1.17391234612971e+002°)
8.94334531931870e+003	(3.80276180006890e+000dB,1.17392005807214e+002°)
8.94540483778180e+003	(3.80604552256403e+000dB,1.17392774766385e+002°)
8.94746483052115e+003	(3.80932950501133e+000dB,1.17393541489321e+002°)
8.94952529764598e+003	(3.81261374736762e+000dB,1.17394305974672e+002°)
8.95158623926551e+003	(3.81589824959023e+000dB,1.17395068221240e+002°)
8.95364765548904e+003	(3.81918301163121e+000dB,1.17395828227717e+002°)
8.95570954642584e+003	(3.82246803345985e+000dB,1.17396585992944e+002°)
8.95777191218524e+003	(3.82575331502489e+000dB,1.17397341515555e+002°)
8.95983475287658e+003	(3.82903885627549e+000dB,1.17398094794258e+002°)
8.96189806860923e+003	(3.83232465718812e+000dB,1.17398845827993e+002°)
8.96396185949259e+003	(3.83561071769758e+000dB,1.17399594615260e+002°)
8.96602612563607e+003	(3.83889703777291e+000dB,1.17400341154934e+002°)
8.96809086714913e+003	(3.84218361737025e+000dB,1.17401085445750e+002°)
8.97015608414123e+003	(3.84547045643868e+000dB,1.17401827486338e+002°)
8.97222177672187e+003	(3.84875755494477e+000dB,1.17402567275608e+002°)
8.97428794500056e+003	(3.85204491283139e+000dB,1.17403304812105e+002°)
8.97635458908686e+003	(3.85533253007364e+000dB,1.17404040094771e+002°)
8.97842170909034e+003	(3.85862040660865e+000dB,1.17404773122196e+002°)
8.98048930512059e+003	(3.86190854239845e+000dB,1.17405503893091e+002°)
8.98255737728724e+003	(3.86519693740877e+000dB,1.17406232406385e+002°)
8.98462592569992e+003	(3.86848559158238e+000dB,1.17406958660616e+002°)
8.98669495046833e+003	(3.87177450487564e+000dB,1.17407682654581e+002°)
8.98876445170214e+003	(3.87506367725730e+000dB,1.17408404387113e+002°)
8.99083442951109e+003	(3.87835310866827e+000dB,1.17409123856784e+002°)
8.99290488400492e+003	(3.88164279906597e+000dB,1.17409841062377e+002°)
8.99497581529340e+003	(3.88493274841100e+000dB,1.17410556002667e+002°)
8.99704722348634e+003	(3.88822295665982e+000dB,1.17411268676408e+002°)
8.99911910869357e+003	(3.89151342376177e+000dB,1.17411979082267e+002°)
9.00119147102491e+003	(3.89480414967431e+000dB,1.17412687219003e+002°)
9.00326431059027e+003	(3.89809513435326e+000dB,1.17413393085360e+002°)
9.00533762749952e+003	(3.90138637775783e+000dB,1.17414096680114e+002°)
9.00741142186260e+003	(3.90467787983292e+000dB,1.17414798001866e+002°)
9.00948569378946e+003	(3.90796964053602e+000dB,1.17415497049421e+002°)
9.01156044339008e+003	(3.91126165982806e+000dB,1.17416193821575e+002°)
9.01363567077444e+003	(3.91455393765292e+000dB,1.17416888316887e+002°)
9.01571137605259e+003	(3.91784647397801e+000dB,1.17417580534248e+002°)
9.01778755933458e+003	(3.92113926874837e+000dB,1.17418270472312e+002°)
9.01986422073047e+003	(3.92443232192236e+000dB,1.17418958129839e+002°)
9.02194136035038e+003	(3.92772563345153e+000dB,1.17419643505541e+002°)
9.02401897830443e+003	(3.93101920329646e+000dB,1.17420326598214e+002°)
9.02609707470277e+003	(3.93431303140057e+000dB,1.17421007406435e+002°)
9.02817564965558e+003	(3.93760711772651e+000dB,1.17421685929072e+002°)
9.03025470327307e+003	(3.94090146221711e+000dB,1.17422362164713e+002°)
9.03233423566547e+003	(3.94419606484300e+000dB,1.17423036112241e+002°)
9.03441424694302e+003	(3.94749092554339e+000dB,1.17423707770260e+002°)
9.03649473721602e+003	(3.95078604428232e+000dB,1.17424377137590e+002°)
9.03857570659476e+003	(3.95408142100358e+000dB,1.17425044212881e+002°)
9.04065715518958e+003	(3.95737705566440e+000dB,1.17425708994871e+002°)
9.04273908311083e+003	(3.96067294822154e+000dB,1.17426371482319e+002°)
9.04482149046890e+003	(3.96396909862750e+000dB,1.17427031673930e+002°)
9.04690437737419e+003	(3.96726550683034e+000dB,1.17427689568406e+002°)
9.04898774393713e+003	(3.97056217278382e+000dB,1.17428345164489e+002°)
9.05107159026818e+003	(3.97385909644355e+000dB,1.17428998460864e+002°)
9.05315591647783e+003	(3.97715627776708e+000dB,1.17429649456375e+002°)
9.05524072267659e+003	(3.98045371670069e+000dB,1.17430298149634e+002°)
9.05732600897498e+003	(3.98375141319849e+000dB,1.17430944539393e+002°)
9.05941177548358e+003	(3.98704936720986e+000dB,1.17431588624294e+002°)
9.06149802231295e+003	(3.99034757869293e+000dB,1.17432230403193e+002°)
9.06358474957372e+003	(3.99364604759982e+000dB,1.17432869874748e+002°)
9.06567195737652e+003	(3.99694477388017e+000dB,1.17433507037683e+002°)
9.06775964583202e+003	(4.00024375748442e+000dB,1.17434141890686e+002°)
9.06984781505089e+003	(4.00354299837092e+000dB,1.17434774432513e+002°)
9.07193646514386e+003	(4.00684249648252e+000dB,1.17435404661846e+002°)
9.07402559622165e+003	(4.01014225178346e+000dB,1.17436032577483e+002°)
9.07611520839504e+003	(4.01344226421664e+000dB,1.17436658178039e+002°)
9.07820530177482e+003	(4.01674253373358e+000dB,1.17437281462304e+002°)
9.08029587647179e+003	(4.02004306029072e+000dB,1.17437902428964e+002°)
9.08238693259679e+003	(4.02334384383341e+000dB,1.17438521076672e+002°)
9.08447847026070e+003	(4.02664488432548e+000dB,1.17439137404333e+002°)
9.08657048957441e+003	(4.02994618170636e+000dB,1.17439751410459e+002°)
9.08866299064883e+003	(4.03324773593488e+000dB,1.17440363093924e+002°)
9.09075597359489e+003	(4.03654954695634e+000dB,1.17440972453338e+002°)
9.09284943852359e+003	(4.03985161472384e+000dB,1.17441579487433e+002°)
9.09494338554589e+003	(4.04315393918890e+000dB,1.17442184194915e+002°)
9.09703781477283e+003	(4.04645652030206e+000dB,1.17442786574549e+002°)
9.09913272631545e+003	(4.04975935801647e+000dB,1.17443386625022e+002°)
9.10122812028482e+003	(4.05306245227822e+000dB,1.17443984344976e+002°)
9.10332399679203e+003	(4.05636580304630e+000dB,1.17444579733284e+002°)
9.10542035594820e+003	(4.05966941026127e+000dB,1.17445172788466e+002°)
9.10751719786449e+003	(4.06297327388291e+000dB,1.17445763509401e+002°)
9.10961452265206e+003	(4.06627739385838e+000dB,1.17446351894754e+002°)
9.11171233042211e+003	(4.06958177013472e+000dB,1.17446937943162e+002°)
9.11381062128587e+003	(4.07288640266209e+000dB,1.17447521653360e+002°)
9.11590939535459e+003	(4.07619129139802e+000dB,1.17448103024136e+002°)
9.11800865273953e+003	(4.07949643628515e+000dB,1.17448682054132e+002°)
9.12010839355201e+003	(4.08280183727436e+000dB,1.17449258742016e+002°)
9.12220861790334e+003	(4.08610749432215e+000dB,1.17449833086646e+002°)
9.12430932590488e+003	(4.08941340737372e+000dB,1.17450405086606e+002°)
9.12641051766801e+003	(4.09271957637206e+000dB,1.17450974740584e+002°)
9.12851219330412e+003	(4.09602600127966e+000dB,1.17451542047390e+002°)
9.13061435292466e+003	(4.09933268203980e+000dB,1.17452107005660e+002°)
9.13271699664106e+003	(4.10263961860173e+000dB,1.17452669614126e+002°)
9.13482012456482e+003	(4.10594681091162e+000dB,1.17453229871460e+002°)
9.13692373680744e+003	(4.10925425892778e+000dB,1.17453787776440e+002°)
9.13902783348044e+003	(4.11256196258800e+000dB,1.17454343327682e+002°)
9.14113241469539e+003	(4.11586992185305e+000dB,1.17454896523980e+002°)
9.14323748056387e+003	(4.11917813666398e+000dB,1.17455447363983e+002°)
9.14534303119748e+003	(4.12248660697383e+000dB,1.17455995846425e+002°)
9.14744906670787e+003	(4.12579533272660e+000dB,1.17456541969951e+002°)
9.14955558720669e+003	(4.12910431387309e+000dB,1.17457085733293e+002°)
9.15166259280563e+003	(4.13241355036768e+000dB,1.17457627135209e+002°)
9.15377008361639e+003	(4.13572304215202e+000dB,1.17458166174343e+002°)
9.15587805975072e+003	(4.13903278917593e+000dB,1.17458702849403e+002°)
9.15798652132038e+003	(4.14234279138819e+000dB,1.17459237159103e+002°)
9.16009546843715e+003	(4.14565304873996e+000dB,1.17459769102174e+002°)
9.16220490121286e+003	(4.14896356117510e+000dB,1.17460298677225e+002°)
9.16431481975933e+003	(4.15227432864686e+000dB,1.17460825883076e+002°)
9.16642522418845e+003	(4.15558535109564e+000dB,1.17461350718318e+002°)
9.16853611461209e+003	(4.15889662847986e+000dB,1.17461873181778e+002°)
9.17064749114217e+003	(4.16220816073780e+000dB,1.17462393272044e+002°)
9.17275935389065e+003	(4.16551994781907e+000dB,1.17462910987813e+002°)
9.17487170296948e+003	(4.16883198967529e+000dB,1.17463426327854e+002°)
9.17698453849066e+003	(4.17214428624939e+000dB,1.17463939290784e+002°)
9.17909786056621e+003	(4.17545683749381e+000dB,1.17464449875411e+002°)
9.18121166930818e+003	(4.17876964335087e+000dB,1.17464958080324e+002°)
9.18332596482865e+003	(4.18208270377146e+000dB,1.17465463904290e+002°)
9.18544074723970e+003	(4.18539601870206e+000dB,1.17465967345980e+002°)
9.18755601665346e+003	(4.18870958808896e+000dB,1.17466468404073e+002°)
9.18967177318208e+003	(4.19202341187712e+000dB,1.17466967077289e+002°)
9.19178801693774e+003	(4.19533749001575e+000dB,1.17467463364304e+002°)
9.19390474803264e+003	(4.19865182245405e+000dB,1.17467957263847e+002°)
9.19602196657900e+003	(4.20196640913989e+000dB,1.17468448774624e+002°)
9.19813967268908e+003	(4.20528125001002e+000dB,1.17468937895250e+002°)
9.20025786647515e+003	(4.20859634501532e+000dB,1.17469424624426e+002°)
9.20237654804952e+003	(4.21191169411265e+000dB,1.17469908960977e+002°)
9.20449571752453e+003	(4.21522729723649e+000dB,1.17470390903468e+002°)
9.20661537501252e+003	(4.21854315433527e+000dB,1.17470870450596e+002°)
9.20873552062588e+003	(4.22185926535719e+000dB,1.17471347601103e+002°)
9.21085615447701e+003	(4.22517563024577e+000dB,1.17471822353637e+002°)
9.21297727667836e+003	(4.22849224895297e+000dB,1.17472294706968e+002°)
9.21509888734238e+003	(4.23180912141474e+000dB,1.17472764659670e+002°)
9.21722098658155e+003	(4.23512624758637e+000dB,1.17473232210544e+002°)
9.21934357450839e+003	(4.23844362740993e+000dB,1.17473697358203e+002°)
9.22146665123544e+003	(4.24176126083155e+000dB,1.17474160101397e+002°)
9.22359021687525e+003	(4.24507914778762e+000dB,1.17474620438674e+002°)
9.22571427154042e+003	(4.24839728824019e+000dB,1.17475078368952e+002°)
9.22783881534356e+003	(4.25171568212153e+000dB,1.17475533890746e+002°)
9.22996384839732e+003	(4.25503432938988e+000dB,1.17475987002867e+002°)
9.23208937081436e+003	(4.25835322997554e+000dB,1.17476437703863e+002°)
9.23421538270738e+003	(4.26167238383186e+000dB,1.17476885992512e+002°)
9.23634188418908e+003	(4.26499179089989e+000dB,1.17477331867459e+002°)
9.23846887537223e+003	(4.26831145113212e+000dB,1.17477775327474e+002°)
9.24059635636958e+003	(4.27163136445771e+000dB,1.17478216371070e+002°)
9.24272432729394e+003	(4.27495153084221e+000dB,1.17478654997139e+002°)
9.24485278825813e+003	(4.27827195021749e+000dB,1.17479091204263e+002°)
9.24698173937499e+003	(4.28159262252864e+000dB,1.17479524991143e+002°)
9.24911118075741e+003	(4.28491354771641e+000dB,1.17479956356372e+002°)
9.25124111251828e+003	(4.28823472573325e+000dB,1.17480385298759e+002°)
9.25337153477053e+003	(4.29155615652015e+000dB,1.17480811816956e+002°)
9.25550244762711e+003	(4.29487784002267e+000dB,1.17481235909623e+002°)
9.25763385120101e+003	(4.29819977617959e+000dB,1.17481657575427e+002°)
9.25976574560522e+003	(4.30152196494414e+000dB,1.17482076813151e+002°)
9.26189813095278e+003	(4.30484440624929e+000dB,1.17482493621327e+002°)
9.26403100735674e+003	(4.30816710004741e+000dB,1.17482907998765e+002°)
9.26616437493019e+003	(4.31149004628004e+000dB,1.17483319944120e+002°)
9.26829823378623e+003	(4.31481324488147e+000dB,1.17483729455965e+002°)
9.27043258403801e+003	(4.31813669580967e+000dB,1.17484136533120e+002°)
9.27256742579868e+003	(4.32146039899755e+000dB,1.17484541174170e+002°)
9.27470275918143e+003	(4.32478435439304e+000dB,1.17484943377851e+002°)
9.27683858429947e+003	(4.32810856193868e+000dB,1.17485343142810e+002°)
9.27897490126604e+003	(4.33143302157345e+000dB,1.17485740467714e+002°)
9.28111171019441e+003	(4.33475773324580e+000dB,1.17486135351304e+002°)
9.28324901119787e+003	(4.33808269689768e+000dB,1.17486527792208e+002°)
9.28538680438973e+003	(4.34140791246881e+000dB,1.17486917789096e+002°)
9.28752508988335e+003	(4.34473337990667e+000dB,1.17487305340691e+002°)
9.28966386779208e+003	(4.34805909915218e+000dB,1.17487690445684e+002°)
9.29180313822933e+003	(4.35138507014225e+000dB,1.17488073102627e+002°)
9.29394290130852e+003	(4.35471129282264e+000dB,1.17488453310272e+002°)
9.29608315714309e+003	(4.35803776714204e+000dB,1.17488831067369e+002°)
9.29822390584652e+003	(4.36136449303161e+000dB,1.17489206372479e+002°)
9.30036514753231e+003	(4.36469147044123e+000dB,1.17489579224335e+002°)
9.30250688231398e+003	(4.36801869930497e+000dB,1.17489949621532e+002°)
9.30464911030510e+003	(4.37134617957941e+000dB,1.17490317562928e+002°)
9.30679183161923e+003	(4.37467391119077e+000dB,1.17490683046993e+002°)
9.30893504636999e+003	(4.37800189409032e+000dB,1.17491046072539e+002°)
9.31107875467100e+003	(4.38133012821336e+000dB,1.17491406638134e+002°)
9.31322295663592e+003	(4.38465861350490e+000dB,1.17491764742514e+002°)
9.31536765237843e+003	(4.38798734990445e+000dB,1.17492120384328e+002°)
9.31751284201225e+003	(4.39131633735777e+000dB,1.17492473562280e+002°)
9.31965852565110e+003	(4.39464557580120e+000dB,1.17492824275002e+002°)
9.32180470340876e+003	(4.39797506517693e+000dB,1.17493172521164e+002°)
9.32395137539901e+003	(4.40130480542229e+000dB,1.17493518299419e+002°)
9.32609854173566e+003	(4.40463479649266e+000dB,1.17493861608575e+002°)
9.32824620253256e+003	(4.40796503831137e+000dB,1.17494202447128e+002°)
9.33039435790357e+003	(4.41129553082860e+000dB,1.17494540813842e+002°)
9.33254300796258e+003	(4.41462627397957e+000dB,1.17494876707319e+002°)
9.33469215282351e+003	(4.41795726771118e+000dB,1.17495210126287e+002°)
9.33684179260032e+003	(4.42128851196039e+000dB,1.17495541069421e+002°)
9.33899192740696e+003	(4.42462000666242e+000dB,1.17495869535285e+002°)
9.34114255735745e+003	(4.42795175177086e+000dB,1.17496195522697e+002°)
9.34329368256579e+003	(4.43128374720800e+000dB,1.17496519030149e+002°)
9.34544530314605e+003	(4.43461599293070e+000dB,1.17496840056508e+002°)
9.34759741921230e+003	(4.43794848886842e+000dB,1.17497158600283e+002°)
9.34975003087865e+003	(4.44128123496666e+000dB,1.17497474660212e+002°)
9.35190313825922e+003	(4.44461423115821e+000dB,1.17497788234887e+002°)
9.35405674146816e+003	(4.44794747739236e+000dB,1.17498099323092e+002°)
9.35621084061967e+003	(4.45128097360046e+000dB,1.17498407923415e+002°)
9.35836543582794e+003	(4.45461471971970e+000dB,1.17498714034441e+002°)
9.36052052720721e+003	(4.45794871570211e+000dB,1.17499017655029e+002°)
9.36267611487175e+003	(4.46128296147801e+000dB,1.17499318783689e+002°)
9.36483219893584e+003	(4.46461745698202e+000dB,1.17499617419100e+002°)
9.36698877951379e+003	(4.46795220216378e+000dB,1.17499913560014e+002°)
9.36914585671995e+003	(4.47128719695566e+000dB,1.17500207204964e+002°)
9.37130343066867e+003	(4.47462244130082e+000dB,1.17500498352732e+002°)
9.37346150147436e+003	(4.47795793513218e+000dB,1.17500787001892e+002°)
9.37562006925142e+003	(4.48129367839351e+000dB,1.17501073151142e+002°)
9.37777913411431e+003	(4.48462967101807e+000dB,1.17501356799117e+002°)
9.37993869617750e+003	(4.48796591295137e+000dB,1.17501637944550e+002°)
9.38209875555549e+003	(4.49130240412278e+000dB,1.17501916585973e+002°)
9.38425931236279e+003	(4.49463914447846e+000dB,1.17502192722160e+002°)
9.38642036671396e+003	(4.49797613395335e+000dB,1.17502466351700e+002°)
9.38858191872358e+003	(4.50131337248553e+000dB,1.17502737473298e+002°)
9.39074396850625e+003	(4.50465086001190e+000dB,1.17503006085596e+002°)
9.39290651617659e+003	(4.50798859647239e+000dB,1.17503272187212e+002°)
9.39506956184928e+003	(4.51132658180383e+000dB,1.17503535776866e+002°)
9.39723310563898e+003	(4.51466481594394e+000dB,1.17503796853189e+002°)
9.39939714766040e+003	(4.51800329882570e+000dB,1.17504055414749e+002°)
9.40156168802829e+003	(4.52134203039922e+000dB,1.17504311460420e+002°)
9.40372672685740e+003	(4.52468101058660e+000dB,1.17504564988621e+002°)
9.40589226426253e+003	(4.52802023933394e+000dB,1.17504815998146e+002°)
9.40805830035848e+003	(4.53135971657537e+000dB,1.17505064487604e+002°)
9.41022483526010e+003	(4.53469944224764e+000dB,1.17505310455619e+002°)
9.41239186908225e+003	(4.53803941629211e+000dB,1.17505553900942e+002°)
9.41455940193983e+003	(4.54137963864295e+000dB,1.17505794822141e+002°)
9.41672743394776e+003	(4.54472010922939e+000dB,1.17506033217841e+002°)
9.41889596522099e+003	(4.54806082799992e+000dB,1.17506269086797e+002°)
9.42106499587448e+003	(4.55140179488580e+000dB,1.17506502427599e+002°)
9.42323452602325e+003	(4.55474300982128e+000dB,1.17506733238883e+002°)
9.42540455578231e+003	(4.55808447274446e+000dB,1.17506961519328e+002°)
9.42757508526672e+003	(4.56142618359370e+000dB,1.17507187267615e+002°)
9.42974611459155e+003	(4.56476814230281e+000dB,1.17507410482323e+002°)
9.43191764387192e+003	(4.56811034880368e+000dB,1.17507631162112e+002°)
9.43408967322296e+003	(4.57145280304154e+000dB,1.17507849305703e+002°)
9.43626220275982e+003	(4.57479550494932e+000dB,1.17508064911706e+002°)
9.43843523259769e+003	(4.57813845445716e+000dB,1.17508277978745e+002°)
9.44060876285178e+003	(4.58148165150440e+000dB,1.17508488505468e+002°)
9.44278279363733e+003	(4.58482509602653e+000dB,1.17508696490558e+002°)
9.44495732506961e+003	(4.58816878795890e+000dB,1.17508901932649e+002°)
9.44713235726390e+003	(4.59151272723612e+000dB,1.17509104830365e+002°)
9.44930789033552e+003	(4.59485691379112e+000dB,1.17509305182338e+002°)
9.45148392439983e+003	(4.59820134756538e+000dB,1.17509502987316e+002°)
9.45366045957218e+003	(4.60154602849082e+000dB,1.17509698243854e+002°)
9.45583749596799e+003	(4.60489095649564e+000dB,1.17509890950580e+002°)
9.45801503370266e+003	(4.60823613152656e+000dB,1.17510081106231e+002°)
9.46019307289166e+003	(4.61158155351051e+000dB,1.17510268709376e+002°)
9.46237161365045e+003	(4.61492722238019e+000dB,1.17510453758655e+002°)
9.46455065609455e+003	(4.61827313808333e+000dB,1.17510636252832e+002°)
9.46673020033949e+003	(4.62161930053525e+000dB,1.17510816190352e+002°)
9.46891024650081e+003	(4.62496570968094e+000dB,1.17510993569980e+002°)
9.47109079469412e+003	(4.62831236544868e+000dB,1.17511168390299e+002°)
9.47327184503501e+003	(4.63165926778579e+000dB,1.17511340650071e+002°)
9.47545339763912e+003	(4.63500641660915e+000dB,1.17511510347787e+002°)
9.47763545262212e+003	(4.63835381186485e+000dB,1.17511677482189e+002°)
9.47981801009969e+003	(4.64170145348017e+000dB,1.17511842051877e+002°)
9.48200107018756e+003	(4.64504934139153e+000dB,1.17512004055495e+002°)
9.48418463300147e+003	(4.64839747553230e+000dB,1.17512163491716e+002°)
9.48636869865718e+003	(4.65174585583619e+000dB,1.17512320359148e+002°)
9.48855326727050e+003	(4.65509448222859e+000dB,1.17512474656381e+002°)
9.49073833895726e+003	(4.65844335466134e+000dB,1.17512626382208e+002°)
9.49292391383328e+003	(4.66179247304908e+000dB,1.17512775535108e+002°)
9.49510999201447e+003	(4.66514183732883e+000dB,1.17512922113728e+002°)
9.49729657361671e+003	(4.66849144744013e+000dB,1.17513066116813e+002°)
9.49948365875595e+003	(4.67184130330808e+000dB,1.17513207542884e+002°)
9.50167124754813e+003	(4.67519140487372e+000dB,1.17513346390706e+002°)
9.50385934010924e+003	(4.67854175206292e+000dB,1.17513482658826e+002°)
9.50604793655529e+003	(4.68189234480928e+000dB,1.17513616345850e+002°)
9.50823703700232e+003	(4.68524318304731e+000dB,1.17513747450510e+002°)
9.51042664156639e+003	(4.68859426670702e+000dB,1.17513875971380e+002°)
9.51261675036360e+003	(4.69194559572203e+000dB,1.17514001907100e+002°)
9.51480736351005e+003	(4.69529717002094e+000dB,1.17514125256292e+002°)
9.51699848112190e+003	(4.69864898953939e+000dB,1.17514246017577e+002°)
9.51919010331531e+003	(4.70200105421162e+000dB,1.17514364189705e+002°)
9.52138223020649e+003	(4.70535336396549e+000dB,1.17514479771211e+002°)
9.52357486191165e+003	(4.70870591872831e+000dB,1.17514592760671e+002°)
9.52576799854705e+003	(4.71205871844358e+000dB,1.17514703156864e+002°)
9.52796164022897e+003	(4.71541176302791e+000dB,1.17514810958275e+002°)
9.53015578707371e+003	(4.71876505242771e+000dB,1.17514916163680e+002°)
9.53235043919759e+003	(4.72211858655954e+000dB,1.17515018771554e+002°)
9.53454559671699e+003	(4.72547236536332e+000dB,1.17515118780636e+002°)
9.53674125974829e+003	(4.72882638876771e+000dB,1.17515216189505e+002°)
9.53893742840789e+003	(4.73218065670854e+000dB,1.17515310996869e+002°)
9.54113410281223e+003	(4.73553516910849e+000dB,1.17515403201266e+002°)
9.54333128307779e+003	(4.73888992590579e+000dB,1.17515492801388e+002°)
9.54552896932105e+003	(4.74224492701864e+000dB,1.17515579795763e+002°)
9.54772716165853e+003	(4.74560017239222e+000dB,1.17515664183151e+002°)
9.54992586020678e+003	(4.74895566194627e+000dB,1.17515745962047e+002°)
9.55212506508237e+003	(4.75231139562057e+000dB,1.17515825131258e+002°)
9.55432477640191e+003	(4.75566737333432e+000dB,1.17515901689236e+002°)
