Freq.	V(n008)/I(V1)
2.35450707618423e+002	(1.20158356409913e+002dB,9.19808406184071e+001°)
2.35504928389530e+002	(1.20156352626599e+002dB,9.19813022381087e+001°)
2.35559161646869e+002	(1.20154348841604e+002dB,9.19817639664648e+001°)
2.35613407393314e+002	(1.20152345054898e+002dB,9.19822258063842e+001°)
2.35667665631742e+002	(1.20150341266621e+002dB,9.19826877561200e+001°)
2.35721936365030e+002	(1.20148337476620e+002dB,9.19831498158603e+001°)
2.35776219596055e+002	(1.20146333684969e+002dB,9.19836119851461e+001°)
2.35830515327694e+002	(1.20144329891726e+002dB,9.19840742651685e+001°)
2.35884823562828e+002	(1.20142326096745e+002dB,9.19845366552920e+001°)
2.35939144304334e+002	(1.20140322300143e+002dB,9.19849991554221e+001°)
2.35993477555094e+002	(1.20138318501866e+002dB,9.19854617660496e+001°)
2.36047823317987e+002	(1.20136314701989e+002dB,9.19859244867174e+001°)
2.36102181595895e+002	(1.20134310900369e+002dB,9.19863873180092e+001°)
2.36156552391701e+002	(1.20132307097112e+002dB,9.19868502594366e+001°)
2.36210935708286e+002	(1.20130303292182e+002dB,9.19873133110623e+001°)
2.36265331548535e+002	(1.20128299485646e+002dB,9.19877764732521e+001°)
2.36319739915331e+002	(1.20126295677409e+002dB,9.19882397461329e+001°)
2.36374160811558e+002	(1.20124291867418e+002dB,9.19887031289754e+001°)
2.36428594240103e+002	(1.20122288055867e+002dB,9.19891666224166e+001°)
2.36483040203851e+002	(1.20120284242621e+002dB,9.19896302262179e+001°)
2.36537498705689e+002	(1.20118280427717e+002dB,9.19900939407775e+001°)
2.36591969748505e+002	(1.20116276611170e+002dB,9.19905577656994e+001°)
2.36646453335185e+002	(1.20114272792924e+002dB,9.19910217014754e+001°)
2.36700949468619e+002	(1.20112268972996e+002dB,9.19914857477111e+001°)
2.36755458151697e+002	(1.20110265151401e+002dB,9.19919499040119e+001°)
2.36809979387308e+002	(1.20108261328182e+002dB,9.19924141723891e+001°)
2.36864513178343e+002	(1.20106257503246e+002dB,9.19928785505333e+001°)
2.36919059527692e+002	(1.20104253676660e+002dB,9.19933430388105e+001°)
2.36973618438250e+002	(1.20102249848415e+002dB,9.19938076384715e+001°)
2.37028189912906e+002	(1.20100246018408e+002dB,9.19942723492472e+001°)
2.37082773954557e+002	(1.20098242186834e+002dB,9.19947371705570e+001°)
2.37137370566094e+002	(1.20096238353509e+002dB,9.19952021026212e+001°)
2.37191979750413e+002	(1.20094234518536e+002dB,9.19956671449538e+001°)
2.37246601510409e+002	(1.20092230681928e+002dB,9.19961322995929e+001°)
2.37301235848979e+002	(1.20090226843615e+002dB,9.19965975638091e+001°)
2.37355882769018e+002	(1.20088223003607e+002dB,9.19970629396402e+001°)
2.37410542273424e+002	(1.20086219161980e+002dB,9.19975284266308e+001°)
2.37465214365096e+002	(1.20084215318601e+002dB,9.19979940233309e+001°)
2.37519899046931e+002	(1.20082211473531e+002dB,9.19984597325358e+001°)
2.37574596321829e+002	(1.20080207626836e+002dB,9.19989255521803e+001°)
2.37629306192691e+002	(1.20078203778452e+002dB,9.19993914823620e+001°)
2.37684028662416e+002	(1.20076199928370e+002dB,9.19998575243288e+001°)
2.37738763733906e+002	(1.20074196076606e+002dB,9.20003236776886e+001°)
2.37793511410063e+002	(1.20072192223156e+002dB,9.20007899412611e+001°)
2.37848271693790e+002	(1.20070188368051e+002dB,9.20012563166579e+001°)
2.37903044587990e+002	(1.20068184511256e+002dB,9.20017228039423e+001°)
2.37957830095568e+002	(1.20066180652767e+002dB,9.20021894019363e+001°)
2.38012628219426e+002	(1.20064176792638e+002dB,9.20026561106130e+001°)
2.38067438962473e+002	(1.20062172930761e+002dB,9.20031229309174e+001°)
2.38122262327612e+002	(1.20060169067162e+002dB,9.20035898628526e+001°)
2.38177098317751e+002	(1.20058165201903e+002dB,9.20040569055734e+001°)
2.38231946935797e+002	(1.20056161334959e+002dB,9.20045240607476e+001°)
2.38286808184658e+002	(1.20054157466383e+002dB,9.20049913271376e+001°)
2.38341682067243e+002	(1.20052153596090e+002dB,9.20054587040549e+001°)
2.38396568586461e+002	(1.20050149724124e+002dB,9.20059261922884e+001°)
2.38451467745223e+002	(1.20048145850427e+002dB,9.20063937935373e+001°)
2.38506379546438e+002	(1.20046141974994e+002dB,9.20068615054174e+001°)
2.38561303993019e+002	(1.20044138097958e+002dB,9.20073293286244e+001°)
2.38616241087877e+002	(1.20042134219193e+002dB,9.20077972633167e+001°)
2.38671190833925e+002	(1.20040130338732e+002dB,9.20082653098920e+001°)
2.38726153234076e+002	(1.20038126456618e+002dB,9.20087334679296e+001°)
2.38781128291245e+002	(1.20036122572745e+002dB,9.20092017383744e+001°)
2.38836116008346e+002	(1.20034118687187e+002dB,9.20096701195668e+001°)
2.38891116388295e+002	(1.20032114799946e+002dB,9.20101386131426e+001°)
2.38946129434007e+002	(1.20030110911005e+002dB,9.20106072187433e+001°)
2.39001155148400e+002	(1.20028107020340e+002dB,9.20110759356221e+001°)
2.39056193534390e+002	(1.20026103128020e+002dB,9.20115447645341e+001°)
2.39111244594897e+002	(1.20024099233972e+002dB,9.20120137051859e+001°)
2.39166308332838e+002	(1.20022095338256e+002dB,9.20124827579419e+001°)
2.39221384751133e+002	(1.20020091440826e+002dB,9.20129519224772e+001°)
2.39276473852702e+002	(1.20018087541657e+002dB,9.20134211980452e+001°)
2.39331575640466e+002	(1.20016083640828e+002dB,9.20138905869974e+001°)
2.39386690117346e+002	(1.20014079738295e+002dB,9.20143600865999e+001°)
2.39441817286265e+002	(1.20012075834050e+002dB,9.20148296992976e+001°)
2.39496957150145e+002	(1.20010071928075e+002dB,9.20152994235306e+001°)
2.39552109711910e+002	(1.20008068020452e+002dB,9.20157692604450e+001°)
2.39607274974483e+002	(1.20006064111067e+002dB,9.20162392081858e+001°)
2.39662452940791e+002	(1.20004060199989e+002dB,9.20167092687106e+001°)
2.39717643613757e+002	(1.20002056287162e+002dB,9.20171794425087e+001°)
2.39772846996309e+002	(1.20000052372728e+002dB,9.20176497270536e+001°)
2.39828063091372e+002	(1.19998048456520e+002dB,9.20181201245533e+001°)
2.39883291901876e+002	(1.19996044538629e+002dB,9.20185906341378e+001°)
2.39938533430747e+002	(1.19994040619010e+002dB,9.20190612554847e+001°)
2.39993787680914e+002	(1.19992036697674e+002dB,9.20195319894103e+001°)
2.40049054655308e+002	(1.19990032774623e+002dB,9.20200028351396e+001°)
2.40104334356859e+002	(1.19988028849859e+002dB,9.20204737943000e+001°)
2.40159626788496e+002	(1.19986024923444e+002dB,9.20209448648541e+001°)
2.40214931953152e+002	(1.19984020995230e+002dB,9.20214160485851e+001°)
2.40270249853760e+002	(1.19982017065359e+002dB,9.20218873453724e+001°)
2.40325580493251e+002	(1.19980013133735e+002dB,9.20223587529466e+001°)
2.40380923874559e+002	(1.19978009200399e+002dB,9.20228302732929e+001°)
2.40436280000620e+002	(1.19976005265429e+002dB,9.20233019075526e+001°)
2.40491648874367e+002	(1.19974001328652e+002dB,9.20237736539416e+001°)
2.40547030498736e+002	(1.19971997390168e+002dB,9.20242455119821e+001°)
2.40602424876663e+002	(1.19969993449988e+002dB,9.20247174836883e+001°)
2.40657832011087e+002	(1.19967989508085e+002dB,9.20251895671205e+001°)
2.40713251904943e+002	(1.19965985564479e+002dB,9.20256617634840e+001°)
2.40768684561171e+002	(1.19963981619103e+002dB,9.20261340728761e+001°)
2.40824129982709e+002	(1.19961977672008e+002dB,9.20266064952737e+001°)
2.40879588172497e+002	(1.19959973723226e+002dB,9.20270790298721e+001°)
2.40935059133475e+002	(1.19957969772708e+002dB,9.20275516763530e+001°)
2.40990542868585e+002	(1.19955965820513e+002dB,9.20280244374730e+001°)
2.41046039380768e+002	(1.19953961866497e+002dB,9.20284973102234e+001°)
2.41101548672967e+002	(1.19951957910828e+002dB,9.20289702968484e+001°)
2.41157070748124e+002	(1.19949953953409e+002dB,9.20294433950870e+001°)
2.41212605609183e+002	(1.19947949994288e+002dB,9.20299166073043e+001°)
2.41268153259089e+002	(1.19945946033381e+002dB,9.20303899316307e+001°)
2.41323713700787e+002	(1.19943942070776e+002dB,9.20308633695926e+001°)
2.41379286937222e+002	(1.19941938106484e+002dB,9.20313369196141e+001°)
2.41434872971341e+002	(1.19939934140406e+002dB,9.20318105842159e+001°)
2.41490471806091e+002	(1.19937930172683e+002dB,9.20322843608900e+001°)
2.41546083444420e+002	(1.19935926203157e+002dB,9.20327582510261e+001°)
2.41601707889276e+002	(1.19933922231899e+002dB,9.20332322541805e+001°)
2.41657345143608e+002	(1.19931918258860e+002dB,9.20337063700353e+001°)
2.41712995210367e+002	(1.19929914284186e+002dB,9.20341806000525e+001°)
2.41768658092503e+002	(1.19927910307802e+002dB,9.20346549427519e+001°)
2.41824333792966e+002	(1.19925906329561e+002dB,9.20351293987173e+001°)
2.41880022314710e+002	(1.19923902349687e+002dB,9.20356039677353e+001°)
2.41935723660686e+002	(1.19921898367997e+002dB,9.20360786500337e+001°)
2.41991437833847e+002	(1.19919894384636e+002dB,9.20365534458791e+001°)
2.42047164837148e+002	(1.19917890399537e+002dB,9.20370283553744e+001°)
2.42102904673543e+002	(1.19915886412652e+002dB,9.20375033782019e+001°)
2.42158657345987e+002	(1.19913882424010e+002dB,9.20379785135652e+001°)
2.42214422857437e+002	(1.19911878433728e+002dB,9.20384537629548e+001°)
2.42270201210849e+002	(1.19909874441650e+002dB,9.20389291265654e+001°)
2.42325992409180e+002	(1.19907870447827e+002dB,9.20394046019936e+001°)
2.42381796455388e+002	(1.19905866452265e+002dB,9.20398801924308e+001°)
2.42437613352433e+002	(1.19903862454987e+002dB,9.20403558955048e+001°)
2.42493443103272e+002	(1.19901858455963e+002dB,9.20408317128616e+001°)
2.42549285710867e+002	(1.19899854455162e+002dB,9.20413076437680e+001°)
2.42605141178178e+002	(1.19897850452625e+002dB,9.20417836878150e+001°)
2.42661009508166e+002	(1.19895846448340e+002dB,9.20422598462303e+001°)
2.42716890703794e+002	(1.19893842442348e+002dB,9.20427361174175e+001°)
2.42772784768025e+002	(1.19891838434589e+002dB,9.20432125030511e+001°)
2.42828691703820e+002	(1.19889834425043e+002dB,9.20436890027847e+001°)
2.42884611514146e+002	(1.19887830413818e+002dB,9.20441656153463e+001°)
2.42940544201967e+002	(1.19885826400805e+002dB,9.20446423428579e+001°)
2.42996489770248e+002	(1.19883822386054e+002dB,9.20451191829222e+001°)
2.43052448221955e+002	(1.19881818369514e+002dB,9.20455961375989e+001°)
2.43108419560055e+002	(1.19879814351224e+002dB,9.20460732064802e+001°)
2.43164403787516e+002	(1.19877810331242e+002dB,9.20465503887413e+001°)
2.43220400907306e+002	(1.19875806309529e+002dB,9.20470276844542e+001°)
2.43276410922394e+002	(1.19873802285996e+002dB,9.20475050953229e+001°)
2.43332433835749e+002	(1.19871798260739e+002dB,9.20479826196918e+001°)
2.43388469650342e+002	(1.19869794233739e+002dB,9.20484602584016e+001°)
2.43444518369144e+002	(1.19867790204936e+002dB,9.20489380107536e+001°)
2.43500579995127e+002	(1.19865786174388e+002dB,9.20494158771127e+001°)
2.43556654531262e+002	(1.19863782142073e+002dB,9.20498938583162e+001°)
2.43612741980522e+002	(1.19861778108070e+002dB,9.20503719531273e+001°)
2.43668842345883e+002	(1.19859774072279e+002dB,9.20508501628637e+001°)
2.43724955630316e+002	(1.19857770034701e+002dB,9.20513284855841e+001°)
2.43781081836799e+002	(1.19855765995410e+002dB,9.20518069236005e+001°)
2.43837220968307e+002	(1.19853761954349e+002dB,9.20522854750337e+001°)
2.43893373027815e+002	(1.19851757911486e+002dB,9.20527641415233e+001°)
2.43949538018302e+002	(1.19849753866878e+002dB,9.20532429222468e+001°)
2.44005715942745e+002	(1.19847749820514e+002dB,9.20537218172467e+001°)
2.44061906804122e+002	(1.19845745772413e+002dB,9.20542008265316e+001°)
2.44118110605413e+002	(1.19843741722495e+002dB,9.20546799498220e+001°)
2.44174327349597e+002	(1.19841737670846e+002dB,9.20551591886287e+001°)
2.44230557039656e+002	(1.19839733617436e+002dB,9.20556385410455e+001°)
2.44286799678570e+002	(1.19837729562214e+002dB,9.20561180079431e+001°)
2.44343055269321e+002	(1.19835725505305e+002dB,9.20565975900020e+001°)
2.44399323814892e+002	(1.19833721446542e+002dB,9.20570772870377e+001°)
2.44455605318266e+002	(1.19831717386040e+002dB,9.20575570969902e+001°)
2.44511899782428e+002	(1.19829713323836e+002dB,9.20580370229916e+001°)
2.44568207210361e+002	(1.19827709259821e+002dB,9.20585170636180e+001°)
2.44624527605051e+002	(1.19825705194004e+002dB,9.20589972184948e+001°)
2.44680860969485e+002	(1.19823701126459e+002dB,9.20594774887491e+001°)
2.44737207306649e+002	(1.19821697057136e+002dB,9.20599578728925e+001°)
2.44793566619530e+002	(1.19819692986082e+002dB,9.20604383720830e+001°)
2.44849938911117e+002	(1.19817688913160e+002dB,9.20609189861049e+001°)
2.44906324184398e+002	(1.19815684838531e+002dB,9.20613997148112e+001°)
2.44962722442363e+002	(1.19813680762077e+002dB,9.20618805587523e+001°)
2.45019133688002e+002	(1.19811676683903e+002dB,9.20623615178435e+001°)
2.45075557924305e+002	(1.19809672603861e+002dB,9.20628425903130e+001°)
2.45131995154266e+002	(1.19807668522171e+002dB,9.20633237794798e+001°)
2.45188445380875e+002	(1.19805664438599e+002dB,9.20638050824913e+001°)
2.45244908607125e+002	(1.19803660353325e+002dB,9.20642865011394e+001°)
2.45301384836011e+002	(1.19801656266223e+002dB,9.20647680344168e+001°)
2.45357874070526e+002	(1.19799652177337e+002dB,9.20652496834775e+001°)
2.45414376313666e+002	(1.19797648086742e+002dB,9.20657314470947e+001°)
2.45470891568426e+002	(1.19795643994282e+002dB,9.20662133254682e+001°)
2.45527419837803e+002	(1.19793639900126e+002dB,9.20666953200075e+001°)
2.45583961124793e+002	(1.19791635804090e+002dB,9.20671774297680e+001°)
2.45640515432395e+002	(1.19789631706325e+002dB,9.20676596542242e+001°)
2.45697082763607e+002	(1.19787627606722e+002dB,9.20681419931327e+001°)
2.45753663121427e+002	(1.19785623505442e+002dB,9.20686244486933e+001°)
2.45810256508857e+002	(1.19783619402298e+002dB,9.20691070187909e+001°)
2.45866862928896e+002	(1.19781615297395e+002dB,9.20695897045169e+001°)
2.45923482384546e+002	(1.19779611190641e+002dB,9.20700725052146e+001°)
2.45980114878808e+002	(1.19777607082179e+002dB,9.20705554223234e+001°)
2.46036760414685e+002	(1.19775602971900e+002dB,9.20710384532557e+001°)
2.46093418995181e+002	(1.19773598859877e+002dB,9.20715216014759e+001°)
2.46150090623299e+002	(1.19771594746011e+002dB,9.20720048636069e+001°)
2.46206775302044e+002	(1.19769590630347e+002dB,9.20724882419715e+001°)
2.46263473034422e+002	(1.19767586512920e+002dB,9.20729717361699e+001°)
2.46320183823438e+002	(1.19765582393707e+002dB,9.20734553458655e+001°)
2.46376907672099e+002	(1.19763578272638e+002dB,9.20739390699951e+001°)
2.46433644583413e+002	(1.19761574149834e+002dB,9.20744229104049e+001°)
2.46490394560388e+002	(1.19759570025272e+002dB,9.20749068667592e+001°)
2.46547157606033e+002	(1.19757565898873e+002dB,9.20753909387849e+001°)
2.46603933723356e+002	(1.19755561770631e+002dB,9.20758751269055e+001°)
2.46660722915369e+002	(1.19753557640670e+002dB,9.20763594294578e+001°)
2.46717525185082e+002	(1.19751553508907e+002dB,9.20768438496764e+001°)
2.46774340535507e+002	(1.19749549375282e+002dB,9.20773283845419e+001°)
2.46831168969656e+002	(1.19747545239926e+002dB,9.20778130351087e+001°)
2.46888010490543e+002	(1.19745541102680e+002dB,9.20782978015775e+001°)
2.46944865101180e+002	(1.19743536963733e+002dB,9.20787826849412e+001°)
2.47001732804582e+002	(1.19741532822995e+002dB,9.20792676833814e+001°)
2.47058613603765e+002	(1.19739528680413e+002dB,9.20797527977612e+001°)
2.47115507501744e+002	(1.19737524536013e+002dB,9.20802380284724e+001°)
2.47172414501535e+002	(1.19735520389810e+002dB,9.20807233743627e+001°)
2.47229334606156e+002	(1.19733516241808e+002dB,9.20812088373981e+001°)
2.47286267818624e+002	(1.19731512092014e+002dB,9.20816944160462e+001°)
2.47343214141958e+002	(1.19729507940432e+002dB,9.20821801099438e+001°)
2.47400173579178e+002	(1.19727503787039e+002dB,9.20826659210878e+001°)
2.47457146133302e+002	(1.19725499631784e+002dB,9.20831518480101e+001°)
2.47514131807353e+002	(1.19723495474757e+002dB,9.20836378914173e+001°)
2.47571130604350e+002	(1.19721491315944e+002dB,9.20841240513544e+001°)
2.47628142527317e+002	(1.19719487155293e+002dB,9.20846103263550e+001°)
2.47685167579276e+002	(1.19717482992885e+002dB,9.20850967190761e+001°)
2.47742205763250e+002	(1.19715478828621e+002dB,9.20855832261647e+001°)
2.47799257082263e+002	(1.19713474662553e+002dB,9.20860698514709e+001°)
2.47856321539341e+002	(1.19711470494658e+002dB,9.20865565923365e+001°)
2.47913399137508e+002	(1.19709466325015e+002dB,9.20870434502513e+001°)
2.47970489879791e+002	(1.19707462153441e+002dB,9.20875304231244e+001°)
2.48027593769217e+002	(1.19705457980176e+002dB,9.20880175142056e+001°)
2.48084710808813e+002	(1.19703453805046e+002dB,9.20885047206187e+001°)
2.48141841001608e+002	(1.19701449628083e+002dB,9.20889920442934e+001°)
2.48198984350631e+002	(1.19699445449302e+002dB,9.20894794840807e+001°)
2.48256140858911e+002	(1.19697441268726e+002dB,9.20899670403733e+001°)
2.48313310529478e+002	(1.19695437086320e+002dB,9.20904547136237e+001°)
2.48370493365364e+002	(1.19693432902148e+002dB,9.20909425034061e+001°)
2.48427689369601e+002	(1.19691428716156e+002dB,9.20914304094221e+001°)
2.48484898545221e+002	(1.19689424528253e+002dB,9.20919184321875e+001°)
2.48542120895257e+002	(1.19687420338568e+002dB,9.20924065727512e+001°)
2.48599356422743e+002	(1.19685416147104e+002dB,9.20928948284322e+001°)
2.48656605130714e+002	(1.19683411953770e+002dB,9.20933832020651e+001°)
2.48713867022205e+002	(1.19681407758618e+002dB,9.20938716916908e+001°)
2.48771142100252e+002	(1.19679403561653e+002dB,9.20943602992660e+001°)
2.48828430367891e+002	(1.19677399362878e+002dB,9.20948490232700e+001°)
2.48885731828160e+002	(1.19675395162240e+002dB,9.20953378634059e+001°)
2.48943046484097e+002	(1.19673390959800e+002dB,9.20958268215654e+001°)
2.49000374338741e+002	(1.19671386755563e+002dB,9.20963158962300e+001°)
2.49057715395130e+002	(1.19669382549464e+002dB,9.20968050878855e+001°)
2.49115069656307e+002	(1.19667378341546e+002dB,9.20972943965138e+001°)
2.49172437125310e+002	(1.19665374131804e+002dB,9.20977838225372e+001°)
2.49229817805183e+002	(1.19663369920202e+002dB,9.20982733652521e+001°)
2.49287211698966e+002	(1.19661365706783e+002dB,9.20987630246419e+001°)
2.49344618809703e+002	(1.19659361491626e+002dB,9.20992528021911e+001°)
2.49402039140439e+002	(1.19657357274507e+002dB,9.20997426966343e+001°)
2.49459472694216e+002	(1.19655353055646e+002dB,9.21002327081414e+001°)
2.49516919474080e+002	(1.19653348834916e+002dB,9.21007228368867e+001°)
2.49574379483077e+002	(1.19651344612291e+002dB,9.21012130825409e+001°)
2.49631852724254e+002	(1.19649340387935e+002dB,9.21017034453378e+001°)
2.49689339200657e+002	(1.19647336161720e+002dB,9.21021939266044e+001°)
2.49746838915334e+002	(1.19645331933599e+002dB,9.21026845241102e+001°)
2.49804351871335e+002	(1.19643327703701e+002dB,9.21031752389000e+001°)
2.49861878071708e+002	(1.19641323471981e+002dB,9.21036660722058e+001°)
2.49919417519503e+002	(1.19639319238413e+002dB,9.21041570225468e+001°)
2.49976970217771e+002	(1.19637315002925e+002dB,9.21046480900336e+001°)
2.50034536169563e+002	(1.19635310765719e+002dB,9.21051392752411e+001°)
2.50092115377932e+002	(1.19633306526588e+002dB,9.21056305776584e+001°)
2.50149707845930e+002	(1.19631302285660e+002dB,9.21061219983278e+001°)
2.50207313576610e+002	(1.19629298042860e+002dB,9.21066135362074e+001°)
2.50264932573028e+002	(1.19627293798221e+002dB,9.21071051920606e+001°)
2.50322564838237e+002	(1.19625289551745e+002dB,9.21075969655299e+001°)
2.50380210375294e+002	(1.19623285303444e+002dB,9.21080888554817e+001°)
2.50437869187254e+002	(1.19621281053255e+002dB,9.21085808647004e+001°)
2.50495541277175e+002	(1.19619276801311e+002dB,9.21090729899993e+001°)
2.50553226648115e+002	(1.19617272547400e+002dB,9.21095652350955e+001°)
2.50610925303131e+002	(1.19615268291701e+002dB,9.21100575963684e+001°)
2.50668637245283e+002	(1.19613264034115e+002dB,9.21105500762596e+001°)
2.50726362477631e+002	(1.19611259774803e+002dB,9.21110426738514e+001°)
2.50784101003236e+002	(1.19609255513524e+002dB,9.21115353894431e+001°)
2.50841852825158e+002	(1.19607251250401e+002dB,9.21120282229268e+001°)
2.50899617946459e+002	(1.19605246985455e+002dB,9.21125211735429e+001°)
2.50957396370203e+002	(1.19603242718671e+002dB,9.21130142436371e+001°)
2.51015188099452e+002	(1.19601238449993e+002dB,9.21135074306193e+001°)
2.51072993137271e+002	(1.19599234179480e+002dB,9.21140007363688e+001°)
2.51130811486724e+002	(1.19597229907162e+002dB,9.21144941593509e+001°)
2.51188643150877e+002	(1.19595225632939e+002dB,9.21149877008564e+001°)
2.51246488132796e+002	(1.19593221356857e+002dB,9.21154813600957e+001°)
2.51304346435548e+002	(1.19591217078959e+002dB,9.21159751393484e+001°)
2.51362218062200e+002	(1.19589212799178e+002dB,9.21164690345109e+001°)
2.51420103015821e+002	(1.19587208517489e+002dB,9.21169630487010e+001°)
2.51478001299480e+002	(1.19585204234025e+002dB,9.21174571821808e+001°)
2.51535912916246e+002	(1.19583199948627e+002dB,9.21179514317192e+001°)
2.51593837869190e+002	(1.19581195661448e+002dB,9.21184458017603e+001°)
2.51651776161383e+002	(1.19579191372387e+002dB,9.21189402890099e+001°)
2.51709727795897e+002	(1.19577187081462e+002dB,9.21194348950029e+001°)
2.51767692775804e+002	(1.19575182788630e+002dB,9.21199296198194e+001°)
2.51825671104178e+002	(1.19573178493928e+002dB,9.21204244623017e+001°)
2.51883662784093e+002	(1.19571174197451e+002dB,9.21209194235186e+001°)
2.51941667818622e+002	(1.19569169899090e+002dB,9.21214145032418e+001°)
2.51999686210842e+002	(1.19567165598788e+002dB,9.21219097011824e+001°)
2.52057717963829e+002	(1.19565161296650e+002dB,9.21224050187782e+001°)
2.52115763080660e+002	(1.19563156992686e+002dB,9.21229004537608e+001°)
2.52173821564411e+002	(1.19561152686794e+002dB,9.21233960074174e+001°)
2.52231893418161e+002	(1.19559148379089e+002dB,9.21238916804133e+001°)
2.52289978644990e+002	(1.19557144069458e+002dB,9.21243874725212e+001°)
2.52348077247976e+002	(1.19555139758015e+002dB,9.21248833821224e+001°)
2.52406189230200e+002	(1.19553135444685e+002dB,9.21253794104709e+001°)
2.52464314594743e+002	(1.19551131129508e+002dB,9.21258755586975e+001°)
2.52522453344687e+002	(1.19549126812418e+002dB,9.21263718250002e+001°)
2.52580605483114e+002	(1.19547122493472e+002dB,9.21268682101072e+001°)
2.52638771013108e+002	(1.19545118172549e+002dB,9.21273647145635e+001°)
2.52696949937752e+002	(1.19543113849931e+002dB,9.21278613377050e+001°)
2.52755142260130e+002	(1.19541109525356e+002dB,9.21283580790934e+001°)
2.52813347983329e+002	(1.19539105198910e+002dB,9.21288549405650e+001°)
2.52871567110434e+002	(1.19537100870535e+002dB,9.21293519195517e+001°)
2.52929799644532e+002	(1.19535096540365e+002dB,9.21298490185966e+001°)
2.52988045588711e+002	(1.19533092208277e+002dB,9.21303462371047e+001°)
2.53046304946057e+002	(1.19531087874291e+002dB,9.21308435743257e+001°)
2.53104577719662e+002	(1.19529083538490e+002dB,9.21313410298162e+001°)
2.53162863912613e+002	(1.19527079200717e+002dB,9.21318386049226e+001°)
2.53221163528001e+002	(1.19525074861149e+002dB,9.21323362994756e+001°)
2.53279476568917e+002	(1.19523070519665e+002dB,9.21328341128827e+001°)
2.53337803038453e+002	(1.19521066176275e+002dB,9.21333320463016e+001°)
2.53396142939702e+002	(1.19519061831043e+002dB,9.21338300974131e+001°)
2.53454496275755e+002	(1.19517057483886e+002dB,9.21343282693756e+001°)
2.53512863049708e+002	(1.19515053134897e+002dB,9.21348265609766e+001°)
2.53571243264655e+002	(1.19513048784038e+002dB,9.21353249703946e+001°)
2.53629636923691e+002	(1.19511044431207e+002dB,9.21358235000471e+001°)
2.53688044029911e+002	(1.19509040076535e+002dB,9.21363221490618e+001°)
2.53746464586414e+002	(1.19507035719936e+002dB,9.21368209171841e+001°)
2.53804898596295e+002	(1.19505031361457e+002dB,9.21373198047709e+001°)
2.53863346062654e+002	(1.19503027001164e+002dB,9.21378188117804e+001°)
2.53921806988589e+002	(1.19501022638934e+002dB,9.21383179387562e+001°)
2.53980281377199e+002	(1.19499018274796e+002dB,9.21388171853205e+001°)
2.54038769231585e+002	(1.19497013908767e+002dB,9.21393165518609e+001°)
2.54097270554848e+002	(1.19495009540847e+002dB,9.21398160368961e+001°)
2.54155785350089e+002	(1.19493005171100e+002dB,9.21403156426522e+001°)
2.54214313620411e+002	(1.19491000799339e+002dB,9.21408153671011e+001°)
2.54272855368917e+002	(1.19488996425769e+002dB,9.21413152123121e+001°)
2.54331410598711e+002	(1.19486992050296e+002dB,9.21418151765311e+001°)
2.54389979312897e+002	(1.19484987672890e+002dB,9.21423152605768e+001°)
2.54448561514580e+002	(1.19482983293581e+002dB,9.21428154652037e+001°)
2.54507157206868e+002	(1.19480978912421e+002dB,9.21433157888703e+001°)
2.54565766392865e+002	(1.19478974529363e+002dB,9.21438162327933e+001°)
2.54624389075680e+002	(1.19476970144360e+002dB,9.21443167959242e+001°)
2.54683025258421e+002	(1.19474965757514e+002dB,9.21448174796890e+001°)
2.54741674944196e+002	(1.19472961368731e+002dB,9.21453182834684e+001°)
2.54800338136116e+002	(1.19470956978045e+002dB,9.21458192072533e+001°)
2.54859014837289e+002	(1.19468952585467e+002dB,9.21463202510639e+001°)
2.54917705050829e+002	(1.19466948190983e+002dB,9.21468214141898e+001°)
2.54976408779845e+002	(1.19464943794623e+002dB,9.21473226985153e+001°)
2.55035126027450e+002	(1.19462939396271e+002dB,9.21478241015605e+001°)
2.55093856796759e+002	(1.19460934996106e+002dB,9.21483256265487e+001°)
2.55152601090883e+002	(1.19458930593992e+002dB,9.21488272702693e+001°)
2.55211358912939e+002	(1.19456926189959e+002dB,9.21493290346056e+001°)
2.55270130266041e+002	(1.19454921784041e+002dB,9.21498309195475e+001°)
2.55328915153305e+002	(1.19452917376227e+002dB,9.21503329243856e+001°)
2.55387713577848e+002	(1.19450912966479e+002dB,9.21508350495705e+001°)
2.55446525542788e+002	(1.19448908554814e+002dB,9.21513372954886e+001°)
2.55505351051242e+002	(1.19446904141248e+002dB,9.21518396614011e+001°)
2.55564190106330e+002	(1.19444899725816e+002dB,9.21523421472977e+001°)
2.55623042711171e+002	(1.19442895308396e+002dB,9.21528447537234e+001°)
2.55681908868885e+002	(1.19440890889099e+002dB,9.21533474813364e+001°)
2.55740788582593e+002	(1.19438886467874e+002dB,9.21538503290950e+001°)
2.55799681855417e+002	(1.19436882044740e+002dB,9.21543532973861e+001°)
2.55858588690481e+002	(1.19434877619693e+002dB,9.21548563858672e+001°)
2.55917509090905e+002	(1.19432873192695e+002dB,9.21553595949898e+001°)
2.55976443059816e+002	(1.19430868763874e+002dB,9.21558629261398e+001°)
2.56035390600336e+002	(1.19428864333069e+002dB,9.21563663761515e+001°)
2.56094351715593e+002	(1.19426859900371e+002dB,9.21568699472046e+001°)
2.56153326408710e+002	(1.19424855465768e+002dB,9.21573736397186e+001°)
