Freq.	V(n004)/I(I1)
2.63815312816431e+002	(-3.85773509970096e+001dB,9.13975177238466e+001°)
2.63876065531237e+002	(-3.85753017735099e+001dB,9.14007722075284e+001°)
2.63936832236483e+002	(-3.85732525046926e+001dB,9.14040267267934e+001°)
2.63997612935391e+002	(-3.85712031905668e+001dB,9.14072812799741e+001°)
2.64058407631184e+002	(-3.85691538311352e+001dB,9.14105358695451e+001°)
2.64119216327084e+002	(-3.85671044263681e+001dB,9.14137904946644e+001°)
2.64180039026316e+002	(-3.85650549762621e+001dB,9.14170451542123e+001°)
2.64240875732105e+002	(-3.85630054808082e+001dB,9.14202998498227e+001°)
2.64301726447675e+002	(-3.85609559399915e+001dB,9.14235545812169e+001°)
2.64362591176254e+002	(-3.85589063538010e+001dB,9.14268093478236e+001°)
2.64423469921069e+002	(-3.85568567222532e+001dB,9.14300641510187e+001°)
2.64484362685346e+002	(-3.85548070453212e+001dB,9.14333189902319e+001°)
2.64545269472315e+002	(-3.85527573229746e+001dB,9.14365738657338e+001°)
2.64606190285204e+002	(-3.85507075552492e+001dB,9.14398287772360e+001°)
2.64667125127244e+002	(-3.85486577420932e+001dB,9.14430837258321e+001°)
2.64728074001666e+002	(-3.85466078835180e+001dB,9.14463387104113e+001°)
2.64789036911700e+002	(-3.85445579795132e+001dB,9.14495937320626e+001°)
2.64850013860580e+002	(-3.85425080300745e+001dB,9.14528487899643e+001°)
2.64911004851537e+002	(-3.85404580351573e+001dB,9.14561038860168e+001°)
2.64972009887806e+002	(-3.85384079947889e+001dB,9.14593590188589e+001°)
2.65033028972621e+002	(-3.85363579089435e+001dB,9.14626141881946e+001°)
2.65094062109217e+002	(-3.85343077776261e+001dB,9.14658693954013e+001°)
2.65155109300830e+002	(-3.85322576008384e+001dB,9.14691246410293e+001°)
2.65216170550697e+002	(-3.85302073785408e+001dB,9.14723799228636e+001°)
2.65277245862056e+002	(-3.85281571107298e+001dB,9.14756352433791e+001°)
2.65338335238143e+002	(-3.85261067974023e+001dB,9.14788906020246e+001°)
2.65399438682199e+002	(-3.85240564385325e+001dB,9.14821459979715e+001°)
2.65460556197463e+002	(-3.85220060341480e+001dB,9.14854014323162e+001°)
2.65521687787175e+002	(-3.85199555842081e+001dB,9.14886569050666e+001°)
2.65582833454576e+002	(-3.85179050887032e+001dB,9.14919124164836e+001°)
2.65643993202909e+002	(-3.85158545476495e+001dB,9.14951679663029e+001°)
2.65705167035416e+002	(-3.85138039610068e+001dB,9.14984235542403e+001°)
2.65766354955340e+002	(-3.85117533287651e+001dB,9.15016791819487e+001°)
2.65827556965925e+002	(-3.85097026509642e+001dB,9.15049348480657e+001°)
2.65888773070417e+002	(-3.85076519275165e+001dB,9.15081905534031e+001°)
2.65950003272060e+002	(-3.85056011584974e+001dB,9.15114462979769e+001°)
2.66011247574102e+002	(-3.85035503438317e+001dB,9.15147020815069e+001°)
2.66072505979790e+002	(-3.85014994835410e+001dB,9.15179579053692e+001°)
2.66133778492370e+002	(-3.84994485776064e+001dB,9.15212137684774e+001°)
2.66195065115092e+002	(-3.84973976260033e+001dB,9.15244696710967e+001°)
2.66256365851206e+002	(-3.84953466287524e+001dB,9.15277256138005e+001°)
2.66317680703960e+002	(-3.84932955858338e+001dB,9.15309815963083e+001°)
2.66379009676607e+002	(-3.84912444972167e+001dB,9.15342376194496e+001°)
2.66440352772398e+002	(-3.84891933629179e+001dB,9.15374936824158e+001°)
2.66501709994585e+002	(-3.84871421829280e+001dB,9.15407497852078e+001°)
2.66563081346421e+002	(-3.84850909572151e+001dB,9.15440059300327e+001°)
2.66624466831160e+002	(-3.84830396857782e+001dB,9.15472621141561e+001°)
2.66685866452056e+002	(-3.84809883686047e+001dB,9.15505183394988e+001°)
2.66747280212366e+002	(-3.84789370057129e+001dB,9.15537746060872e+001°)
2.66808708115344e+002	(-3.84768855970587e+001dB,9.15570309130966e+001°)
2.66870150164249e+002	(-3.84748341426390e+001dB,9.15602872616386e+001°)
2.66931606362337e+002	(-3.84727826424679e+001dB,9.15635436511785e+001°)
2.66993076712867e+002	(-3.84707310965020e+001dB,9.15668000828138e+001°)
2.67054561219098e+002	(-3.84686795047507e+001dB,9.15700565552069e+001°)
2.67116059884289e+002	(-3.84666278672058e+001dB,9.15733130697200e+001°)
2.67177572711702e+002	(-3.84645761838512e+001dB,9.15765696261076e+001°)
2.67239099704598e+002	(-3.84625244546814e+001dB,9.15798262243816e+001°)
2.67300640866239e+002	(-3.84604726796729e+001dB,9.15830828648288e+001°)
2.67362196199887e+002	(-3.84584208588277e+001dB,9.15863395471891e+001°)
2.67423765708807e+002	(-3.84563689921621e+001dB,9.15895962717559e+001°)
2.67485349396262e+002	(-3.84543170796020e+001dB,9.15928530390943e+001°)
2.67546947265518e+002	(-3.84522651211917e+001dB,9.15961098489466e+001°)
2.67608559319841e+002	(-3.84502131169049e+001dB,9.15993667018728e+001°)
2.67670185562497e+002	(-3.84481610667277e+001dB,9.16026235976190e+001°)
2.67731825996753e+002	(-3.84461089706512e+001dB,9.16058805364835e+001°)
2.67793480625878e+002	(-3.84440568286623e+001dB,9.16091375173917e+001°)
2.67855149453141e+002	(-3.84420046407864e+001dB,9.16123945420024e+001°)
2.67916832481810e+002	(-3.84399524069539e+001dB,9.16156516106052e+001°)
2.67978529715158e+002	(-3.84379001271876e+001dB,9.16189087224028e+001°)
2.68040241156454e+002	(-3.84358478014782e+001dB,9.16221658774279e+001°)
2.68101966808970e+002	(-3.84337954298105e+001dB,9.16254230765058e+001°)
2.68163706675980e+002	(-3.84317430121763e+001dB,9.16286803196714e+001°)
2.68225460760756e+002	(-3.84296905485736e+001dB,9.16319376061236e+001°)
2.68287229066573e+002	(-3.84276380389795e+001dB,9.16351949380685e+001°)
2.68349011596706e+002	(-3.84255854834013e+001dB,9.16384523128168e+001°)
2.68410808354430e+002	(-3.84235328818033e+001dB,9.16417097328258e+001°)
2.68472619343021e+002	(-3.84214802341934e+001dB,9.16449671973163e+001°)
2.68534444565757e+002	(-3.84194275405616e+001dB,9.16482247063170e+001°)
2.68596284025916e+002	(-3.84173748008941e+001dB,9.16514822598512e+001°)
2.68658137726777e+002	(-3.84153220151658e+001dB,9.16547398584870e+001°)
2.68720005671618e+002	(-3.84132691833921e+001dB,9.16579975028038e+001°)
2.68781887863720e+002	(-3.84112163055573e+001dB,9.16612551909212e+001°)
2.68843784306364e+002	(-3.84091633816325e+001dB,9.16645129250422e+001°)
2.68905695002832e+002	(-3.84071104116251e+001dB,9.16677707054738e+001°)
2.68967619956405e+002	(-3.84050573955282e+001dB,9.16710285306172e+001°)
2.69029559170368e+002	(-3.84030043333186e+001dB,9.16742864018549e+001°)
2.69091512648004e+002	(-3.84009512249947e+001dB,9.16775443186790e+001°)
2.69153480392598e+002	(-3.83988980705519e+001dB,9.16808022811263e+001°)
2.69215462407435e+002	(-3.83968448699593e+001dB,9.16840602900348e+001°)
2.69277458695802e+002	(-3.83947916232519e+001dB,9.16873183449030e+001°)
2.69339469260985e+002	(-3.83927383303547e+001dB,9.16905764462989e+001°)
2.69401494106273e+002	(-3.83906849913042e+001dB,9.16938345948017e+001°)
2.69463533234954e+002	(-3.83886316060719e+001dB,9.16970927885627e+001°)
2.69525586650316e+002	(-3.83865781746462e+001dB,9.17003510297606e+001°)
2.69587654355651e+002	(-3.83845246970331e+001dB,9.17036093179103e+001°)
2.69649736354248e+002	(-3.83824711732060e+001dB,9.17068676527678e+001°)
2.69711832649400e+002	(-3.83804176031841e+001dB,9.17101260351837e+001°)
2.69773943244398e+002	(-3.83783639869070e+001dB,9.17133844641134e+001°)
2.69836068142536e+002	(-3.83763103244003e+001dB,9.17166429404103e+001°)
2.69898207347107e+002	(-3.83742566156498e+001dB,9.17199014657337e+001°)
2.69960360861407e+002	(-3.83722028606484e+001dB,9.17231600371446e+001°)
2.70022528688730e+002	(-3.83701490593691e+001dB,9.17264186576625e+001°)
2.70084710832372e+002	(-3.83680952118161e+001dB,9.17296773246259e+001°)
2.70146907295630e+002	(-3.83660413179790e+001dB,9.17329360404974e+001°)
2.70209118081803e+002	(-3.83639873778275e+001dB,9.17361948042436e+001°)
2.70271343194187e+002	(-3.83619333913682e+001dB,9.17394536159196e+001°)
2.70333582636083e+002	(-3.83598793585981e+001dB,9.17427124766286e+001°)
2.70395836410790e+002	(-3.83578252795043e+001dB,9.17459713850784e+001°)
2.70458104521609e+002	(-3.83557711540592e+001dB,9.17492303429216e+001°)
2.70520386971841e+002	(-3.83537169822820e+001dB,9.17524893493974e+001°)
2.70582683764788e+002	(-3.83516627641380e+001dB,9.17557484048288e+001°)
2.70644994903754e+002	(-3.83496084996134e+001dB,9.17590075084359e+001°)
2.70707320392041e+002	(-3.83475541887206e+001dB,9.17622666624365e+001°)
2.70769660232955e+002	(-3.83454998314213e+001dB,9.17655258655113e+001°)
2.70832014429800e+002	(-3.83434454277326e+001dB,9.17687851174638e+001°)
2.70894382985883e+002	(-3.83413909776378e+001dB,9.17720444196651e+001°)
2.70956765904510e+002	(-3.83393364811057e+001dB,9.17753037705598e+001°)
2.71019163188989e+002	(-3.83372819381433e+001dB,9.17785631718055e+001°)
2.71081574842628e+002	(-3.83352273487563e+001dB,9.17818226231934e+001°)
2.71144000868736e+002	(-3.83331727129080e+001dB,9.17850821244923e+001°)
2.71206441270623e+002	(-3.83311180305850e+001dB,9.17883416768329e+001°)
2.71268896051598e+002	(-3.83290633018029e+001dB,9.17916012783817e+001°)
2.71331365214975e+002	(-3.83270085265171e+001dB,9.17948609302676e+001°)
2.71393848764064e+002	(-3.83249537047545e+001dB,9.17981206336214e+001°)
2.71456346702178e+002	(-3.83228988364948e+001dB,9.18013803879499e+001°)
2.71518859032631e+002	(-3.83208439216985e+001dB,9.18046401922349e+001°)
2.71581385758738e+002	(-3.83187889603945e+001dB,9.18079000473461e+001°)
2.71643926883813e+002	(-3.83167339525458e+001dB,9.18111599541259e+001°)
2.71706482411172e+002	(-3.83146788981672e+001dB,9.18144199121037e+001°)
2.71769052344132e+002	(-3.83126237971998e+001dB,9.18176799210605e+001°)
2.71831636686011e+002	(-3.83105686496926e+001dB,9.18209399823993e+001°)
2.71894235440126e+002	(-3.83085134555702e+001dB,9.18242000942843e+001°)
2.71956848609796e+002	(-3.83064582149089e+001dB,9.18274602581399e+001°)
2.72019476198342e+002	(-3.83044029276244e+001dB,9.18307204748055e+001°)
2.72082118209083e+002	(-3.83023475937424e+001dB,9.18339807419350e+001°)
2.72144774645341e+002	(-3.83002922132274e+001dB,9.18372410625312e+001°)
2.72207445510437e+002	(-3.82982367861051e+001dB,9.18405014347817e+001°)
2.72270130807695e+002	(-3.82961813123223e+001dB,9.18437618595465e+001°)
2.72332830540438e+002	(-3.82941257918942e+001dB,9.18470223366175e+001°)
2.72395544711991e+002	(-3.82920702248141e+001dB,9.18502828671298e+001°)
2.72458273325677e+002	(-3.82900146110415e+001dB,9.18535434498025e+001°)
2.72521016384824e+002	(-3.82879589505951e+001dB,9.18568040852315e+001°)
2.72583773892757e+002	(-3.82859032434577e+001dB,9.18600647740203e+001°)
2.72646545852805e+002	(-3.82838474896229e+001dB,9.18633255159566e+001°)
2.72709332268294e+002	(-3.82817916890734e+001dB,9.18665863103120e+001°)
2.72772133142554e+002	(-3.82797358417895e+001dB,9.18698471590050e+001°)
2.72834948478916e+002	(-3.82776799477793e+001dB,9.18731080613148e+001°)
2.72897778280708e+002	(-3.82756240070345e+001dB,9.18763690164987e+001°)
2.72960622551262e+002	(-3.82735680195186e+001dB,9.18796300256885e+001°)
2.73023481293911e+002	(-3.82715119852416e+001dB,9.18828910894889e+001°)
2.73086354511986e+002	(-3.82694559041800e+001dB,9.18861522074196e+001°)
2.73149242208822e+002	(-3.82673997763352e+001dB,9.18894133784945e+001°)
2.73212144387752e+002	(-3.82653436016992e+001dB,9.18926746043768e+001°)
2.73275061052112e+002	(-3.82632873802390e+001dB,9.18959358848653e+001°)
2.73337992205237e+002	(-3.82612311119795e+001dB,9.18991972203028e+001°)
2.73400937850464e+002	(-3.82591747968715e+001dB,9.19024586096839e+001°)
2.73463897991131e+002	(-3.82571184349355e+001dB,9.19057200546811e+001°)
2.73526872630574e+002	(-3.82550620261486e+001dB,9.19089815543008e+001°)
2.73589861772134e+002	(-3.82530055704799e+001dB,9.19122431086023e+001°)
2.73652865419150e+002	(-3.82509490679525e+001dB,9.19155047182022e+001°)
2.73715883574962e+002	(-3.82488925185540e+001dB,9.19187663834368e+001°)
2.73778916242911e+002	(-3.82468359222396e+001dB,9.19220281041050e+001°)
2.73841963426339e+002	(-3.82447792790274e+001dB,9.19252898797536e+001°)
2.73905025128589e+002	(-3.82427225888880e+001dB,9.19285517115200e+001°)
2.73968101353005e+002	(-3.82406658518494e+001dB,9.19318135994783e+001°)
2.74031192102931e+002	(-3.82386090678612e+001dB,9.19350755431653e+001°)
2.74094297381711e+002	(-3.82365522369197e+001dB,9.19383375426611e+001°)
2.74157417192691e+002	(-3.82344953590216e+001dB,9.19415995990991e+001°)
2.74220551539219e+002	(-3.82324384341482e+001dB,9.19448617112359e+001°)
2.74283700424640e+002	(-3.82303814623165e+001dB,9.19481238802032e+001°)
2.74346863852304e+002	(-3.82283244434642e+001dB,9.19513861058078e+001°)
2.74410041825560e+002	(-3.82262673776338e+001dB,9.19546483876111e+001°)
2.74473234347756e+002	(-3.82242102647701e+001dB,9.19579107267372e+001°)
2.74536441422244e+002	(-3.82221531049102e+001dB,9.19611731227455e+001°)
2.74599663052374e+002	(-3.82200958980029e+001dB,9.19644355759752e+001°)
2.74662899241498e+002	(-3.82180386440482e+001dB,9.19676980867736e+001°)
2.74726149992970e+002	(-3.82159813430541e+001dB,9.19709606549489e+001°)
2.74789415310142e+002	(-3.82139239949567e+001dB,9.19742232803180e+001°)
2.74852695196369e+002	(-3.82118665998254e+001dB,9.19774859624408e+001°)
2.74915989655006e+002	(-3.82098091575871e+001dB,9.19807487037799e+001°)
2.74979298689409e+002	(-3.82077516682543e+001dB,9.19840115022918e+001°)
2.75042622302934e+002	(-3.82056941317924e+001dB,9.19872743585902e+001°)
2.75105960498939e+002	(-3.82036365482304e+001dB,9.19905372738254e+001°)
2.75169313280781e+002	(-3.82015789175200e+001dB,9.19938002464812e+001°)
2.75232680651820e+002	(-3.81995212396912e+001dB,9.19970632779762e+001°)
2.75296062615416e+002	(-3.81974635146856e+001dB,9.20003263681257e+001°)
2.75359459174928e+002	(-3.81954057425341e+001dB,9.20035895167527e+001°)
2.75422870333718e+002	(-3.81933479231969e+001dB,9.20068527239361e+001°)
2.75486296095149e+002	(-3.81912900566726e+001dB,9.20101159905600e+001°)
2.75549736462582e+002	(-3.81892321429643e+001dB,9.20133793161816e+001°)
2.75613191439382e+002	(-3.81871741820297e+001dB,9.20166427003592e+001°)
2.75676661028912e+002	(-3.81851161738896e+001dB,9.20199061439776e+001°)
2.75740145234538e+002	(-3.81830581185275e+001dB,9.20231696473833e+001°)
2.75803644059625e+002	(-3.81810000159046e+001dB,9.20264332104068e+001°)
2.75867157507541e+002	(-3.81789418660348e+001dB,9.20296968325986e+001°)
2.75930685581652e+002	(-3.81768836689158e+001dB,9.20329605145925e+001°)
2.75994228285328e+002	(-3.81748254245021e+001dB,9.20362242569907e+001°)
2.76057785621936e+002	(-3.81727671328260e+001dB,9.20394880591034e+001°)
2.76121357594847e+002	(-3.81707087938462e+001dB,9.20427519218044e+001°)
2.76184944207431e+002	(-3.81686504075514e+001dB,9.20460158444027e+001°)
2.76248545463059e+002	(-3.81665919739503e+001dB,9.20492798275136e+001°)
2.76312161365104e+002	(-3.81645334930155e+001dB,9.20525438712319e+001°)
2.76375791916938e+002	(-3.81624749647463e+001dB,9.20558079756487e+001°)
2.76439437121935e+002	(-3.81604163891175e+001dB,9.20590721408566e+001°)
2.76503096983469e+002	(-3.81583577661326e+001dB,9.20623363674796e+001°)
2.76566771504916e+002	(-3.81562990957784e+001dB,9.20656006545648e+001°)
2.76630460689652e+002	(-3.81542403780316e+001dB,9.20688650035065e+001°)
2.76694164541052e+002	(-3.81521816129012e+001dB,9.20721294131027e+001°)
2.76757883062496e+002	(-3.81501228003490e+001dB,9.20753938842240e+001°)
2.76821616257360e+002	(-3.81480639403877e+001dB,9.20786584175086e+001°)
2.76885364129025e+002	(-3.81460050330058e+001dB,9.20819230112044e+001°)
2.76949126680869e+002	(-3.81439460781818e+001dB,9.20851876680437e+001°)
2.77012903916274e+002	(-3.81418870758900e+001dB,9.20884523865316e+001°)
2.77076695838621e+002	(-3.81398280261619e+001dB,9.20917171665301e+001°)
2.77140502451292e+002	(-3.81377689289438e+001dB,9.20949820091669e+001°)
2.77204323757671e+002	(-3.81357097842471e+001dB,9.20982469140269e+001°)
2.77268159761140e+002	(-3.81336505920518e+001dB,9.21015118817297e+001°)
2.77332010465085e+002	(-3.81315913523592e+001dB,9.21047769118586e+001°)
2.77395875872890e+002	(-3.81295320651437e+001dB,9.21080420039858e+001°)
2.77459755987942e+002	(-3.81274727303976e+001dB,9.21113071597850e+001°)
2.77523650813628e+002	(-3.81254133481295e+001dB,9.21145723788522e+001°)
2.77587560353335e+002	(-3.81233539182702e+001dB,9.21178376604671e+001°)
2.77651484610451e+002	(-3.81212944408880e+001dB,9.21211030055483e+001°)
2.77715423588367e+002	(-3.81192349159056e+001dB,9.21243684136704e+001°)
2.77779377290471e+002	(-3.81171753433563e+001dB,9.21276338859800e+001°)
2.77843345720155e+002	(-3.81151157232025e+001dB,9.21308994207490e+001°)
2.77907328880810e+002	(-3.81130560554472e+001dB,9.21341650201843e+001°)
2.77971326775829e+002	(-3.81109963400656e+001dB,9.21374306835976e+001°)
2.78035339408604e+002	(-3.81089365770731e+001dB,9.21406964092752e+001°)
2.78099366782530e+002	(-3.81068767664232e+001dB,9.21439622017634e+001°)
2.78163408901001e+002	(-3.81048169081257e+001dB,9.21472280561902e+001°)
2.78227465767412e+002	(-3.81027570021793e+001dB,9.21504939763460e+001°)
2.78291537385161e+002	(-3.81006970485327e+001dB,9.21537599599662e+001°)
2.78355623757643e+002	(-3.80986370472173e+001dB,9.21570260089979e+001°)
2.78419724888256e+002	(-3.80965769981886e+001dB,9.21602921227679e+001°)
2.78483840780400e+002	(-3.80945169014609e+001dB,9.21635583013846e+001°)
2.78547971437474e+002	(-3.80924567570228e+001dB,9.21668245446964e+001°)
2.78612116862877e+002	(-3.80903965648406e+001dB,9.21700908533358e+001°)
2.78676277060011e+002	(-3.80883363249041e+001dB,9.21733572271453e+001°)
2.78740452032277e+002	(-3.80862760372290e+001dB,9.21766236665175e+001°)
2.78804641783078e+002	(-3.80842157017894e+001dB,9.21798901718081e+001°)
2.78868846315817e+002	(-3.80821553185827e+001dB,9.21831567420949e+001°)
2.78933065633898e+002	(-3.80800948875726e+001dB,9.21864233780014e+001°)
2.78997299740726e+002	(-3.80780344087878e+001dB,9.21896900801807e+001°)
2.79061548639707e+002	(-3.80759738821581e+001dB,9.21929568484674e+001°)
2.79125812334247e+002	(-3.80739133077309e+001dB,9.21962236822047e+001°)
2.79190090827753e+002	(-3.80718526854596e+001dB,9.21994905830677e+001°)
2.79254384123633e+002	(-3.80697920153351e+001dB,9.22027575498715e+001°)
2.79318692225296e+002	(-3.80677312973662e+001dB,9.22060245832546e+001°)
2.79383015136152e+002	(-3.80656705315234e+001dB,9.22092916835898e+001°)
2.79447352859611e+002	(-3.80636097178033e+001dB,9.22125588499553e+001°)
2.79511705399084e+002	(-3.80615488561929e+001dB,9.22158260845464e+001°)
2.79576072757982e+002	(-3.80594879466874e+001dB,9.22190933851462e+001°)
2.79640454939719e+002	(-3.80574269892655e+001dB,9.22223607523896e+001°)
2.79704851947708e+002	(-3.80553659839192e+001dB,9.22256281879535e+001°)
2.79769263785364e+002	(-3.80533049306142e+001dB,9.22288956906579e+001°)
2.79833690456101e+002	(-3.80512438293935e+001dB,9.22321632603711e+001°)
2.79898131963335e+002	(-3.80491826801976e+001dB,9.22354308985030e+001°)
2.79962588310483e+002	(-3.80471214830373e+001dB,9.22386986038813e+001°)
2.80027059500962e+002	(-3.80450602378729e+001dB,9.22419663776554e+001°)
2.80091545538191e+002	(-3.80429989447446e+001dB,9.22452342194482e+001°)
2.80156046425588e+002	(-3.80409376035815e+001dB,9.22485021288356e+001°)
2.80220562166573e+002	(-3.80388762144196e+001dB,9.22517701067424e+001°)
2.80285092764567e+002	(-3.80368147772174e+001dB,9.22550381532822e+001°)
2.80349638222991e+002	(-3.80347532919995e+001dB,9.22583062678014e+001°)
2.80414198545268e+002	(-3.80326917587121e+001dB,9.22615744522464e+001°)
2.80478773734819e+002	(-3.80306301773394e+001dB,9.22648427046483e+001°)
2.80543363795070e+002	(-3.80285685479224e+001dB,9.22681110256655e+001°)
2.80607968729443e+002	(-3.80265068704107e+001dB,9.22713794162022e+001°)
2.80672588541366e+002	(-3.80244451447986e+001dB,9.22746478758640e+001°)
2.80737223234263e+002	(-3.80223833710882e+001dB,9.22779164047739e+001°)
2.80801872811562e+002	(-3.80203215492350e+001dB,9.22811850027957e+001°)
2.80866537276690e+002	(-3.80182596792510e+001dB,9.22844536708437e+001°)
2.80931216633076e+002	(-3.80161977611299e+001dB,9.22877224085255e+001°)
2.80995910884148e+002	(-3.80141357948618e+001dB,9.22909912154506e+001°)
2.81060620033338e+002	(-3.80120737804179e+001dB,9.22942600925261e+001°)
2.81125344084075e+002	(-3.80100117177848e+001dB,9.22975290398764e+001°)
2.81190083039792e+002	(-3.80079496069725e+001dB,9.23007980576318e+001°)
2.81254836903920e+002	(-3.80058874479414e+001dB,9.23040671451518e+001°)
2.81319605679894e+002	(-3.80038252407306e+001dB,9.23073363036061e+001°)
2.81384389371146e+002	(-3.80017629852569e+001dB,9.23106055320721e+001°)
2.81449187981112e+002	(-3.79997006815407e+001dB,9.23138748314706e+001°)
2.81514001513228e+002	(-3.79976383296083e+001dB,9.23171442022011e+001°)
2.81578829970929e+002	(-3.79955759293983e+001dB,9.23204136433451e+001°)
2.81643673357652e+002	(-3.79935134809065e+001dB,9.23236831558143e+001°)
2.81708531676836e+002	(-3.79914509841316e+001dB,9.23269527392314e+001°)
2.81773404931920e+002	(-3.79893884390762e+001dB,9.23302223939883e+001°)
2.81838293126343e+002	(-3.79873258456989e+001dB,9.23334921202169e+001°)
2.81903196263544e+002	(-3.79852632039967e+001dB,9.23367619177914e+001°)
2.81968114346967e+002	(-3.79832005139689e+001dB,9.23400317873710e+001°)
2.82033047380051e+002	(-3.79811377756001e+001dB,9.23433017288255e+001°)
2.82097995366240e+002	(-3.79790749888622e+001dB,9.23465717420407e+001°)
2.82162958308977e+002	(-3.79770121537614e+001dB,9.23498418271473e+001°)
2.82227936211708e+002	(-3.79749492702851e+001dB,9.23531119842788e+001°)
2.82292929077875e+002	(-3.79728863384246e+001dB,9.23563822141045e+001°)
2.82357936910927e+002	(-3.79708233581580e+001dB,9.23596525164901e+001°)
2.82422959714308e+002	(-3.79687603294683e+001dB,9.23629228918344e+001°)
2.82487997491467e+002	(-3.79666972523495e+001dB,9.23661933389910e+001°)
2.82553050245852e+002	(-3.79646341267978e+001dB,9.23694638591318e+001°)
2.82618117980912e+002	(-3.79625709527804e+001dB,9.23727344534203e+001°)
2.82683200700097e+002	(-3.79605077303290e+001dB,9.23760051189184e+001°)
2.82748298406857e+002	(-3.79584444593885e+001dB,9.23792758583288e+001°)
2.82813411104644e+002	(-3.79563811399717e+001dB,9.23825466712836e+001°)
2.82878538796910e+002	(-3.79543177720389e+001dB,9.23858175576669e+001°)
2.82943681487107e+002	(-3.79522543556125e+001dB,9.23890885178790e+001°)
2.83008839178691e+002	(-3.79501908906560e+001dB,9.23923595510339e+001°)
2.83074011875115e+002	(-3.79481273771568e+001dB,9.23956306588137e+001°)
2.83139199579834e+002	(-3.79460638151200e+001dB,9.23989018400789e+001°)
2.83204402296306e+002	(-3.79440002045350e+001dB,9.24021730944674e+001°)
2.83269620027986e+002	(-3.79419365453788e+001dB,9.24054444244278e+001°)
2.83334852778333e+002	(-3.79398728376147e+001dB,9.24087158290756e+001°)
2.83400100550806e+002	(-3.79378090812972e+001dB,9.24119873072800e+001°)
2.83465363348863e+002	(-3.79357452763426e+001dB,9.24152588599478e+001°)
2.83530641175965e+002	(-3.79336814227752e+001dB,9.24185304880058e+001°)
2.83595934035572e+002	(-3.79316175205634e+001dB,9.24218021900448e+001°)
2.83661241931147e+002	(-3.79295535697628e+001dB,9.24250739677822e+001°)
2.83726564866153e+002	(-3.79274895702554e+001dB,9.24283458197948e+001°)
2.83791902844051e+002	(-3.79254255221118e+001dB,9.24316177475207e+001°)
2.83857255868308e+002	(-3.79233614252830e+001dB,9.24348897508643e+001°)
2.83922623942387e+002	(-3.79212972797617e+001dB,9.24381618297105e+001°)
2.83988007069754e+002	(-3.79192330855435e+001dB,9.24414339829264e+001°)
2.84053405253876e+002	(-3.79171688426250e+001dB,9.24447062127208e+001°)
2.84118818498220e+002	(-3.79151045509426e+001dB,9.24479785184532e+001°)
2.84184246806254e+002	(-3.79130402105425e+001dB,9.24512509002968e+001°)
2.84249690181448e+002	(-3.79109758214010e+001dB,9.24545233573762e+001°)
2.84315148627271e+002	(-3.79089113834940e+001dB,9.24577958918833e+001°)
2.84380622147194e+002	(-3.79068468967892e+001dB,9.24610685016576e+001°)
2.84446110744687e+002	(-3.79047823613198e+001dB,9.24643411884093e+001°)
2.84511614423223e+002	(-3.79027177770434e+001dB,9.24676139515069e+001°)
2.84577133186275e+002	(-3.79006531439578e+001dB,9.24708867913728e+001°)
2.84642667037317e+002	(-3.78985884620496e+001dB,9.24741597078984e+001°)
2.84708215979824e+002	(-3.78965237313068e+001dB,9.24774327014983e+001°)
2.84773780017270e+002	(-3.78944589517237e+001dB,9.24807057718056e+001°)
2.84839359153131e+002	(-3.78923941232942e+001dB,9.24839789197582e+001°)
2.84904953390886e+002	(-3.78903292459659e+001dB,9.24872521452379e+001°)
2.84970562734010e+002	(-3.78882643197701e+001dB,9.24905254478977e+001°)
2.85036187185984e+002	(-3.78861993446882e+001dB,9.24937988281627e+001°)
2.85101826750286e+002	(-3.78841343206662e+001dB,9.24970722859106e+001°)
2.85167481430396e+002	(-3.78820692477527e+001dB,9.25003458218274e+001°)
2.85233151229796e+002	(-3.78800041258882e+001dB,9.25036194352964e+001°)
2.85298836151967e+002	(-3.78779389550845e+001dB,9.25068931277604e+001°)
2.85364536200391e+002	(-3.78758737353371e+001dB,9.25101668970786e+001°)
2.85430251378553e+002	(-3.78738084665938e+001dB,9.25134407456986e+001°)
2.85495981689935e+002	(-3.78717431489021e+001dB,9.25167146725208e+001°)
2.85561727138024e+002	(-3.78696777821824e+001dB,9.25199886774239e+001°)
2.85627487726305e+002	(-3.78676123664772e+001dB,9.25232627611019e+001°)
2.85693263458264e+002	(-3.78655469017479e+001dB,9.25265369249904e+001°)
2.85759054337389e+002	(-3.78634813879923e+001dB,9.25298111661793e+001°)
2.85824860367168e+002	(-3.78614158251897e+001dB,9.25330854873865e+001°)
2.85890681551090e+002	(-3.78593502133463e+001dB,9.25363598872490e+001°)
2.85956517892644e+002	(-3.78572845524195e+001dB,9.25396343661759e+001°)
2.86022369395322e+002	(-3.78552188424188e+001dB,9.25429089253547e+001°)
2.86088236062615e+002	(-3.78531530833232e+001dB,9.25461835631648e+001°)
2.86154117898014e+002	(-3.78510872751275e+001dB,9.25494582815515e+001°)
2.86220014905013e+002	(-3.78490214178046e+001dB,9.25527330794043e+001°)
2.86285927087106e+002	(-3.78469555113605e+001dB,9.25560079576550e+001°)
2.86351854447787e+002	(-3.78448895557806e+001dB,9.25592829149484e+001°)
2.86417796990552e+002	(-3.78428235510368e+001dB,9.25625579529664e+001°)
