Freq.	V(N004)/V(N002)
4.68813382145248e+003	(-8.42960822535932e+000dB,1.05264328000257e+002°)
4.69894108605199e+003	(-8.40425406610663e+000dB,1.05134331353399e+002°)
4.70977326396936e+003	(-8.37894451491228e+000dB,1.05004251617128e+002°)
4.72063041263574e+003	(-8.35367963082717e+000dB,1.04874089430809e+002°)
4.73151258961463e+003	(-8.32845947248762e+000dB,1.04743845436099e+002°)
4.74241985260228e+003	(-8.30328409811268e+000dB,1.04613520276937e+002°)
4.75335225942788e+003	(-8.27815356550161e+000dB,1.04483114599525e+002°)
4.76430986805398e+003	(-8.25306793203124e+000dB,1.04352629052317e+002°)
4.77529273657674e+003	(-8.22802725465343e+000dB,1.04222064286004e+002°)
4.78630092322621e+003	(-8.20303158989248e+000dB,1.04091420953497e+002°)
4.79733448636672e+003	(-8.17808099384261e+000dB,1.03960699709920e+002°)
4.80839348449711e+003	(-8.15317552216539e+000dB,1.03829901212583e+002°)
4.81947797625110e+003	(-8.12831523008728e+000dB,1.03699026120981e+002°)
4.83058802039755e+003	(-8.10350017239705e+000dB,1.03568075096768e+002°)
4.84172367584082e+003	(-8.07873040344336e+000dB,1.03437048803746e+002°)
4.85288500162103e+003	(-8.05400597713222e+000dB,1.03305947907851e+002°)
4.86407205691444e+003	(-8.02932694692460e+000dB,1.03174773077135e+002°)
4.87528490103368e+003	(-8.00469336583391e+000dB,1.03043524981752e+002°)
4.88652359342816e+003	(-7.98010528642363e+000dB,1.02912204293941e+002°)
4.89778819368428e+003	(-7.95556276080486e+000dB,1.02780811688011e+002°)
4.90907876152585e+003	(-7.93106584063395e+000dB,1.02649347840325e+002°)
4.92039535681433e+003	(-7.90661457711008e+000dB,1.02517813429283e+002°)
4.93173803954917e+003	(-7.88220902097293e+000dB,1.02386209135305e+002°)
4.94310686986817e+003	(-7.85784922250032e+000dB,1.02254535640818e+002°)
4.95450190804772e+003	(-7.83353523150587e+000dB,1.02122793630233e+002°)
4.96592321450317e+003	(-7.80926709733670e+000dB,1.01990983789936e+002°)
4.97737084978917e+003	(-7.78504486887110e+000dB,1.01859106808265e+002°)
4.98884487459993e+003	(-7.76086859451632e+000dB,1.01727163375496e+002°)
5.00034534976960e+003	(-7.73673832220621e+000dB,1.01595154183823e+002°)
5.01187233627253e+003	(-7.71265409939907e+000dB,1.01463079927344e+002°)
5.02342589522368e+003	(-7.68861597307536e+000dB,1.01330941302042e+002°)
5.03500608787886e+003	(-7.66462398973552e+000dB,1.01198739005767e+002°)
5.04661297563509e+003	(-7.64067819539778e+000dB,1.01066473738219e+002°)
5.05824662003095e+003	(-7.61677863559598e+000dB,1.00934146200929e+002°)
5.06990708274685e+003	(-7.59292535537745e+000dB,1.00801757097242e+002°)
5.08159442560541e+003	(-7.56911839930083e+000dB,1.00669307132299e+002°)
5.09330871057176e+003	(-7.54535781143398e+000dB,1.00536797013018e+002°)
5.10504999975387e+003	(-7.52164363535194e+000dB,1.00404227448076e+002°)
5.11681835540288e+003	(-7.49797591413477e+000dB,1.00271599147890e+002°)
5.12861383991345e+003	(-7.47435469036554e+000dB,1.00138912824599e+002°)
5.14043651582406e+003	(-7.45078000612831e+000dB,1.00006169192044e+002°)
5.15228644581737e+003	(-7.42725190300613e+000dB,9.98733689657509e+001°)
5.16416369272051e+003	(-7.40377042207901e+000dB,9.97405128629107e+001°)
5.17606831950548e+003	(-7.38033560392196e+000dB,9.96076016023596e+001°)
5.18800038928941e+003	(-7.35694748860308e+000dB,9.94746359045603e+001°)
5.19995996533496e+003	(-7.33360611568159e+000dB,9.93416164915824e+001°)
5.21194711105060e+003	(-7.31031152420595e+000dB,9.92085440870835e+001°)
5.22396188999100e+003	(-7.28706375271199e+000dB,9.90754194162887e+001°)
5.23600436585730e+003	(-7.26386283922102e+000dB,9.89422432059715e+001°)
5.24807460249752e+003	(-7.24070882123799e+000dB,9.88090161844333e+001°)
5.26017266390686e+003	(-7.21760173574972e+000dB,9.86757390814842e+001°)
5.27229861422802e+003	(-7.19454161922308e+000dB,9.85424126284222e+001°)
5.28445251775160e+003	(-7.17152850760317e+000dB,9.84090375580133e+001°)
5.29663443891637e+003	(-7.14856243631167e+000dB,9.82756146044711e+001°)
5.30884444230968e+003	(-7.12564344024506e+000dB,9.81421445034365e+001°)
5.32108259266774e+003	(-7.10277155377292e+000dB,9.80086279919570e+001°)
5.33334895487600e+003	(-7.07994681073624e+000dB,9.78750658084662e+001°)
5.34564359396951e+003	(-7.05716924444583e+000dB,9.77414586927629e+001°)
5.35796657513321e+003	(-7.03443888768063e+000dB,9.76078073859904e+001°)
5.37031796370232e+003	(-7.01175577268610e+000dB,9.74741126306154e+001°)
5.38269782516267e+003	(-6.98911993117270e+000dB,9.73403751704070e+001°)
5.39510622515107e+003	(-6.96653139431430e+000dB,9.72065957504156e+001°)
5.40754322945560e+003	(-6.94399019274660e+000dB,9.70727751169518e+001°)
5.42000890401603e+003	(-6.92149635656571e+000dB,9.69389140175646e+001°)
5.43250331492412e+003	(-6.89904991532662e+000dB,9.68050132010203e+001°)
5.44502652842400e+003	(-6.87665089804173e+000dB,9.66710734172811e+001°)
5.45757861091249e+003	(-6.85429933317947e+000dB,9.65370954174832e+001°)
5.47015962893950e+003	(-6.83199524866283e+000dB,9.64030799539150e+001°)
5.48276964920832e+003	(-6.80973867186804e+000dB,9.62690277799957e+001°)
5.49540873857603e+003	(-6.78752962962317e+000dB,9.61349396502530e+001°)
5.50807696405382e+003	(-6.76536814820682e+000dB,9.60008163203015e+001°)
5.52077439280736e+003	(-6.74325425334680e+000dB,9.58666585468203e+001°)
5.53350109215715e+003	(-6.72118797021890e+000dB,9.57324670875311e+001°)
5.54625712957889e+003	(-6.69916932344559e+000dB,9.55982427011761e+001°)
5.55904257270381e+003	(-6.67719833709480e+000dB,9.54639861474950e+001°)
5.57185748931908e+003	(-6.65527503467874e+000dB,9.53296981872037e+001°)
5.58470194736808e+003	(-6.63339943915274e+000dB,9.51953795819710e+001°)
5.59757601495088e+003	(-6.61157157291407e+000dB,9.50610310943963e+001°)
5.61047976032448e+003	(-6.58979145780084e+000dB,9.49266534879872e+001°)
5.62341325190327e+003	(-6.56805911509093e+000dB,9.47922475271368e+001°)
5.63637655825932e+003	(-6.54637456550087e+000dB,9.46578139771008e+001°)
5.64936974812280e+003	(-6.52473782918490e+000dB,9.45233536039746e+001°)
5.66239289038231e+003	(-6.50314892573384e+000dB,9.43888671746708e+001°)
5.67544605408524e+003	(-6.48160787417421e+000dB,9.42543554568962e+001°)
5.68852930843819e+003	(-6.46011469296723e+000dB,9.41198192191285e+001°)
5.70164272280725e+003	(-6.43866940000790e+000dB,9.39852592305934e+001°)
5.71478636671844e+003	(-6.41727201262410e+000dB,9.38506762612417e+001°)
5.72796030985806e+003	(-6.39592254757572e+000dB,9.37160710817259e+001°)
5.74116462207304e+003	(-6.37462102105384e+000dB,9.35814444633771e+001°)
5.75439937337134e+003	(-6.35336744867988e+000dB,9.34467971781817e+001°)
5.76766463392227e+003	(-6.33216184550485e+000dB,9.33121299987579e+001°)
5.78096047405695e+003	(-6.31100422600857e+000dB,9.31774436983327e+001°)
5.79428696426858e+003	(-6.28989460409892e+000dB,9.30427390507180e+001°)
5.80764417521288e+003	(-6.26883299311120e+000dB,9.29080168302878e+001°)
5.82103217770848e+003	(-6.24781940580741e+000dB,9.27732778119540e+001°)
5.83445104273721e+003	(-6.22685385437561e+000dB,9.26385227711431e+001°)
5.84790084144457e+003	(-6.20593635042933e+000dB,9.25037524837727e+001°)
5.86138164514005e+003	(-6.18506690500697e+000dB,9.23689677262281e+001°)
5.87489352529753e+003	(-6.16424552857121e+000dB,9.22341692753379e+001°)
5.88843655355565e+003	(-6.14347223100854e+000dB,9.20993579083510e+001°)
5.90201080171820e+003	(-6.12274702162874e+000dB,9.19645344029126e+001°)
5.91561634175450e+003	(-6.10206990916438e+000dB,9.18296995370404e+001°)
5.92925324579975e+003	(-6.08144090177043e+000dB,9.16948540891008e+001°)
5.94292158615548e+003	(-6.06086000702377e+000dB,9.15599988377852e+001°)
5.95662143528986e+003	(-6.04032723192291e+000dB,9.14251345620861e+001°)
5.97035286583812e+003	(-6.01984258288754e+000dB,9.12902620412730e+001°)
5.98411595060295e+003	(-5.99940606575827e+000dB,9.11553820548691e+001°)
5.99791076255485e+003	(-5.97901768579630e+000dB,9.10204953826265e+001°)
6.01173737483253e+003	(-5.95867744768317e+000dB,9.08856028045031e+001°)
6.02559586074333e+003	(-5.93838535552051e+000dB,9.07507051006383e+001°)
6.03948629376355e+003	(-5.91814141282985e+000dB,9.06158030513290e+001°)
6.05340874753888e+003	(-5.89794562255241e+000dB,9.04808974370054e+001°)
6.06736329588480e+003	(-5.87779798704900e+000dB,9.03459890382078e+001°)
6.08135001278692e+003	(-5.85769850809985e+000dB,9.02110786355617e+001°)
6.09536897240143e+003	(-5.83764718690456e+000dB,9.00761670097544e+001°)
6.10942024905546e+003	(-5.81764402408199e+000dB,8.99412549415106e+001°)
6.12350391724748e+003	(-5.79768901967031e+000dB,8.98063432115688e+001°)
6.13762005164768e+003	(-5.77778217312688e+000dB,8.96714326006569e+001°)
6.15176872709842e+003	(-5.75792348332842e+000dB,8.95365238894684e+001°)
6.16595001861456e+003	(-5.73811294857094e+000dB,8.94016178586384e+001°)
6.18016400138390e+003	(-5.71835056656989e+000dB,8.92667152887195e+001°)
6.19441075076755e+003	(-5.69863633446028e+000dB,8.91318169601578e+001°)
6.20869034230037e+003	(-5.67897024879680e+000dB,8.89969236532692e+001°)
6.22300285169133e+003	(-5.65935230555399e+000dB,8.88620361482149e+001°)
6.23734835482393e+003	(-5.63978250012649e+000dB,8.87271552249779e+001°)
6.25172692775659e+003	(-5.62026082732920e+000dB,8.85922816633388e+001°)
6.26613864672309e+003	(-5.60078728139762e+000dB,8.84574162428519e+001°)
6.28058358813291e+003	(-5.58136185598809e+000dB,8.83225597428216e+001°)
6.29506182857171e+003	(-5.56198454417813e+000dB,8.81877129422778e+001°)
6.30957344480166e+003	(-5.54265533846677e+000dB,8.80528766199528e+001°)
6.32411851376192e+003	(-5.52337423077499e+000dB,8.79180515542570e+001°)
6.33869711256900e+003	(-5.50414121244603e+000dB,8.77832385232551e+001°)
6.35330931851716e+003	(-5.48495627424591e+000dB,8.76484383046423e+001°)
6.36795520907888e+003	(-5.46581940636390e+000dB,8.75136516757209e+001°)
6.38263486190521e+003	(-5.44673059841293e+000dB,8.73788794133759e+001°)
6.39734835482620e+003	(-5.42768983943020e+000dB,8.72441222940521e+001°)
6.41209576585134e+003	(-5.40869711787769e+000dB,8.71093810937294e+001°)
6.42687717316992e+003	(-5.38975242164278e+000dB,8.69746565879004e+001°)
6.44169265515149e+003	(-5.37085573803881e+000dB,8.68399495515455e+001°)
6.45654229034627e+003	(-5.35200705380576e+000dB,8.67052607591106e+001°)
6.47142615748555e+003	(-5.33320635511090e+000dB,8.65705909844825e+001°)
6.48634433548210e+003	(-5.31445362754951e+000dB,8.64359410009661e+001°)
6.50129690343062e+003	(-5.29574885614556e+000dB,8.63013115812608e+001°)
6.51628394060814e+003	(-5.27709202535250e+000dB,8.61667034974371e+001°)
6.53130552647444e+003	(-5.25848311905405e+000dB,8.60321175209132e+001°)
6.54636174067246e+003	(-5.23992212056497e+000dB,8.58975544224318e+001°)
6.56145266302877e+003	(-5.22140901263193e+000dB,8.57630149720370e+001°)
6.57657837355392e+003	(-5.20294377743438e+000dB,8.56284999390508e+001°)
6.59173895244292e+003	(-5.18452639658543e+000dB,8.54940100920502e+001°)
6.60693448007567e+003	(-5.16615685113275e+000dB,8.53595461988443e+001°)
6.62216503701733e+003	(-5.14783512155957e+000dB,8.52251090264509e+001°)
6.63743070401879e+003	(-5.12956118778563e+000dB,8.50906993410739e+001°)
6.65273156201712e+003	(-5.11133502916818e+000dB,8.49563179080804e+001°)
6.66806769213592e+003	(-5.09315662450302e+000dB,8.48219654919775e+001°)
6.68343917568585e+003	(-5.07502595202556e+000dB,8.46876428563903e+001°)
6.69884609416497e+003	(-5.05694298941191e+000dB,8.45533507640384e+001°)
6.71428852925922e+003	(-5.03890771377998e+000dB,8.44190899767138e+001°)
6.72976656284288e+003	(-5.02092010169065e+000dB,8.42848612552584e+001°)
6.74528027697892e+003	(-5.00298012914891e+000dB,8.41506653595412e+001°)
6.76082975391951e+003	(-4.98508777160504e+000dB,8.40165030484363e+001°)
6.77641507610645e+003	(-4.96724300395589e+000dB,8.38823750798003e+001°)
6.79203632617154e+003	(-4.94944580054608e+000dB,8.37482822104501e+001°)
6.80769358693711e+003	(-4.93169613516926e+000dB,8.36142251961410e+001°)
6.82338694141639e+003	(-4.91399398106947e+000dB,8.34802047915444e+001°)
6.83911647281398e+003	(-4.89633931094242e+000dB,8.33462217502259e+001°)
6.85488226452631e+003	(-4.87873209693684e+000dB,8.32122768246233e+001°)
6.87068440014201e+003	(-4.86117231065587e+000dB,8.30783707660250e+001°)
6.88652296344245e+003	(-4.84365992315848e+000dB,8.29445043245481e+001°)
6.90239803840211e+003	(-4.82619490496086e+000dB,8.28106782491168e+001°)
6.91830970918905e+003	(-4.80877722603792e+000dB,8.26768932874409e+001°)
6.93425806016538e+003	(-4.79140685582471e+000dB,8.25431501859942e+001°)
6.95024317588765e+003	(-4.77408376321797e+000dB,8.24094496899936e+001°)
6.96626514110737e+003	(-4.75680791657767e+000dB,8.22757925433771e+001°)
6.98232404077140e+003	(-4.73957928372850e+000dB,8.21421794887833e+001°)
6.99841996002242e+003	(-4.72239783196150e+000dB,8.20086112675299e+001°)
7.01455298419939e+003	(-4.70526352803565e+000dB,8.18750886195931e+001°)
7.03072319883801e+003	(-4.68817633817949e+000dB,8.17416122835866e+001°)
7.04693068967115e+003	(-4.67113622809278e+000dB,8.16081829967404e+001°)
7.06317554262930e+003	(-4.65414316294814e+000dB,8.14748014948809e+001°)
7.07945784384105e+003	(-4.63719710739281e+000dB,8.13414685124098e+001°)
7.09577767963356e+003	(-4.62029802555031e+000dB,8.12081847822839e+001°)
7.11213513653296e+003	(-4.60344588102221e+000dB,8.10749510359947e+001°)
7.12853030126487e+003	(-4.58664063688990e+000dB,8.09417680035482e+001°)
7.14496326075480e+003	(-4.56988225571637e+000dB,8.08086364134447e+001°)
7.16143410212869e+003	(-4.55317069954803e+000dB,8.06755569926588e+001°)
7.17794291271329e+003	(-4.53650592991653e+000dB,8.05425304666197e+001°)
7.19448978003666e+003	(-4.51988790784065e+000dB,8.04095575591911e+001°)
7.21107479182866e+003	(-4.50331659382812e+000dB,8.02766389926520e+001°)
7.22769803602137e+003	(-4.48679194787761e+000dB,8.01437754876767e+001°)
7.24435960074957e+003	(-4.47031392948055e+000dB,8.00109677633157e+001°)
7.26105957435121e+003	(-4.45388249762315e+000dB,7.98782165369760e+001°)
7.27779804536790e+003	(-4.43749761078835e+000dB,7.97455225244026e+001°)
7.29457510254535e+003	(-4.42115922695777e+000dB,7.96128864396587e+001°)
7.31139083483383e+003	(-4.40486730361377e+000dB,7.94803089951073e+001°)
7.32824533138870e+003	(-4.38862179774143e+000dB,7.93477909013920e+001°)
7.34513868157081e+003	(-4.37242266583065e+000dB,7.92153328674188e+001°)
7.36207097494702e+003	(-4.35626986387816e+000dB,7.90829356003369e+001°)
7.37904230129067e+003	(-4.34016334738966e+000dB,7.89505998055210e+001°)
7.39605275058203e+003	(-4.32410307138190e+000dB,7.88183261865522e+001°)
7.41310241300883e+003	(-4.30808899038482e+000dB,7.86861154452007e+001°)
7.43019137896667e+003	(-4.29212105844368e+000dB,7.85539682814070e+001°)
7.44731973905954e+003	(-4.27619922912127e+000dB,7.84218853932644e+001°)
7.46448758410032e+003	(-4.26032345550004e+000dB,7.82898674770013e+001°)
7.48169500511119e+003	(-4.24449369018435e+000dB,7.81579152269631e+001°)
7.49894209332421e+003	(-4.22870988530265e+000dB,7.80260293355952e+001°)
7.51622894018170e+003	(-4.21297199250977e+000dB,7.78942104934255e+001°)
7.53355563733682e+003	(-4.19727996298916e+000dB,7.77624593890470e+001°)
7.55092227665398e+003	(-4.18163374745515e+000dB,7.76307767091008e+001°)
7.56832895020939e+003	(-4.16603329615526e+000dB,7.74991631382593e+001°)
7.58577575029148e+003	(-4.15047855887251e+000dB,7.73676193592090e+001°)
7.60326276940146e+003	(-4.13496948492775e+000dB,7.72361460526344e+001°)
7.62079010025376e+003	(-4.11950602318203e+000dB,7.71047438972010e+001°)
7.63835783577655e+003	(-4.10408812203890e+000dB,7.69734135695390e+001°)
7.65596606911220e+003	(-4.08871572944686e+000dB,7.68421557442274e+001°)
7.67361489361783e+003	(-4.07338879290173e+000dB,7.67109710937772e+001°)
7.69130440286573e+003	(-4.05810725944903e+000dB,7.65798602886164e+001°)
7.70903469064394e+003	(-4.04287107568646e+000dB,7.64488239970733e+001°)
7.72680585095666e+003	(-4.02768018776632e+000dB,7.63178628853613e+001°)
7.74461797802482e+003	(-4.01253454139795e+000dB,7.61869776175634e+001°)
7.76247116628655e+003	(-3.99743408185024e+000dB,7.60561688556165e+001°)
7.78036551039767e+003	(-3.98237875395410e+000dB,7.59254372592966e+001°)
7.79830110523222e+003	(-3.96736850210495e+000dB,7.57947834862036e+001°)
7.81627804588292e+003	(-3.95240327026526e+000dB,7.56642081917461e+001°)
7.83429642766174e+003	(-3.93748300196708e+000dB,7.55337120291271e+001°)
7.85235634610034e+003	(-3.92260764031456e+000dB,7.54032956493289e+001°)
7.87045789695061e+003	(-3.90777712798654e+000dB,7.52729597010991e+001°)
7.88860117618517e+003	(-3.89299140723911e+000dB,7.51427048309360e+001°)
7.90678627999787e+003	(-3.87825041990819e+000dB,7.50125316830743e+001°)
7.92501330480434e+003	(-3.86355410741214e+000dB,7.48824408994716e+001°)
7.94328234724243e+003	(-3.84890241075437e+000dB,7.47524331197940e+001°)
7.96159350417280e+003	(-3.83429527052594e+000dB,7.46225089814028e+001°)
7.97994687267938e+003	(-3.81973262690823e+000dB,7.44926691193407e+001°)
7.99834255006990e+003	(-3.80521441967558e+000dB,7.43629141663186e+001°)
8.01678063387640e+003	(-3.79074058819793e+000dB,7.42332447527021e+001°)
8.03526122185579e+003	(-3.77631107144349e+000dB,7.41036615064989e+001°)
8.05378441199028e+003	(-3.76192580798147e+000dB,7.39741650533453e+001°)
8.07235030248799e+003	(-3.74758473598470e+000dB,7.38447560164939e+001°)
8.09095899178343e+003	(-3.73328779323240e+000dB,7.37154350168006e+001°)
8.10961057853802e+003	(-3.71903491711288e+000dB,7.35862026727126e+001°)
8.12830516164060e+003	(-3.70482604462620e+000dB,7.34570596002558e+001°)
8.14704284020800e+003	(-3.69066111238698e+000dB,7.33280064130226e+001°)
8.16582371358553e+003	(-3.67654005662716e+000dB,7.31990437221603e+001°)
8.18464788134750e+003	(-3.66246281319865e+000dB,7.30701721363588e+001°)
8.20351544329778e+003	(-3.64842931757619e+000dB,7.29413922618395e+001°)
8.22242649947031e+003	(-3.63443950486009e+000dB,7.28127047023431e+001°)
8.24138115012962e+003	(-3.62049330977900e+000dB,7.26841100591191e+001°)
8.26037949577139e+003	(-3.60659066669271e+000dB,7.25556089309138e+001°)
8.27942163712294e+003	(-3.59273150959497e+000dB,7.24272019139601e+001°)
8.29850767514382e+003	(-3.57891577211622e+000dB,7.22988896019658e+001°)
8.31763771102631e+003	(-3.56514338752651e+000dB,7.21706725861035e+001°)
8.33681184619594e+003	(-3.55141428873823e+000dB,7.20425514549999e+001°)
8.35603018231207e+003	(-3.53772840830900e+000dB,7.19145267947254e+001°)
8.37529282126842e+003	(-3.52408567844447e+000dB,7.17865991887838e+001°)
8.39459986519356e+003	(-3.51048603100118e+000dB,7.16587692181025e+001°)
8.41395141645154e+003	(-3.49692939748937e+000dB,7.15310374610223e+001°)
8.43334757764234e+003	(-3.48341570907591e+000dB,7.14034044932880e+001°)
8.45278845160249e+003	(-3.46994489658711e+000dB,7.12758708880383e+001°)
8.47227414140555e+003	(-3.45651689051156e+000dB,7.11484372157971e+001°)
8.49180475036272e+003	(-3.44313162100309e+000dB,7.10211040444637e+001°)
8.51138038202335e+003	(-3.42978901788355e+000dB,7.08938719393040e+001°)
8.53100114017548e+003	(-3.41648901064578e+000dB,7.07667414629411e+001°)
8.55066712884641e+003	(-3.40323152845642e+000dB,7.06397131753475e+001°)
8.57037845230328e+003	(-3.39001650015888e+000dB,7.05127876338354e+001°)
8.59013521505353e+003	(-3.37684385427617e+000dB,7.03859653930489e+001°)
8.60993752184558e+003	(-3.36371351901385e+000dB,7.02592470049556e+001°)
8.62978547766928e+003	(-3.35062542226290e+000dB,7.01326330188384e+001°)
8.64967918775651e+003	(-3.33757949160266e+000dB,7.00061239812875e+001°)
8.66961875758174e+003	(-3.32457565430372e+000dB,6.98797204361928e+001°)
8.68960429286259e+003	(-3.31161383733086e+000dB,6.97534229247358e+001°)
8.70963589956038e+003	(-3.29869396734593e+000dB,6.96272319853829e+001°)
8.72971368388068e+003	(-3.28581597071083e+000dB,6.95011481538773e+001°)
8.74983775227393e+003	(-3.27297977349037e+000dB,6.93751719632320e+001°)
8.77000821143591e+003	(-3.26018530145525e+000dB,6.92493039437233e+001°)
8.79022516830841e+003	(-3.24743248008498e+000dB,6.91235446228833e+001°)
8.81048873007970e+003	(-3.23472123457076e+000dB,6.89978945254934e+001°)
8.83079900418519e+003	(-3.22205148981850e+000dB,6.88723541735781e+001°)
8.85115609830791e+003	(-3.20942317045168e+000dB,6.87469240863983e+001°)
8.87156012037917e+003	(-3.19683620081433e+000dB,6.86216047804451e+001°)
8.89201117857904e+003	(-3.18429050497394e+000dB,6.84963967694337e+001°)
8.91250938133701e+003	(-3.17178600672441e+000dB,6.83713005642978e+001°)
8.93305483733251e+003	(-3.15932262958901e+000dB,6.82463166731834e+001°)
8.95364765549549e+003	(-3.14690029682326e+000dB,6.81214456014437e+001°)
8.97428794500703e+003	(-3.13451893141794e+000dB,6.79966878516333e+001°)
8.99497581529990e+003	(-3.12217845610198e+000dB,6.78720439235029e+001°)
9.01571137605912e+003	(-3.10987879334542e+000dB,6.77475143139945e+001°)
9.03649473722256e+003	(-3.09761986536234e+000dB,6.76230995172361e+001°)
9.05732600898155e+003	(-3.08540159411379e+000dB,6.74988000245372e+001°)
9.07820530178140e+003	(-3.07322390131076e+000dB,6.73746163243838e+001°)
9.09913272632206e+003	(-3.06108670841708e+000dB,6.72505489024341e+001°)
9.12010839355864e+003	(-3.04898993665237e+000dB,6.71265982415140e+001°)
9.14113241470204e+003	(-3.03693350699496e+000dB,6.70027648216132e+001°)
9.16220490121953e+003	(-3.02491734018487e+000dB,6.68790491198807e+001°)
9.18332596483535e+003	(-3.01294135672666e+000dB,6.67554516106213e+001°)
9.20449571753125e+003	(-3.00100547689242e+000dB,6.66319727652916e+001°)
9.22571427154717e+003	(-2.98910962072468e+000dB,6.65086130524966e+001°)
9.24698173938176e+003	(-2.97725370803932e+000dB,6.63853729379858e+001°)
9.26829823379302e+003	(-2.96543765842850e+000dB,6.62622528846508e+001°)
9.28966386779889e+003	(-2.95366139126358e+000dB,6.61392533525210e+001°)
9.31107875467783e+003	(-2.94192482569803e+000dB,6.60163747987615e+001°)
9.33254300796944e+003	(-2.93022788067032e+000dB,6.58936176776698e+001°)
9.35405674147504e+003	(-2.91857047490690e+000dB,6.57709824406733e+001°)
9.37562006925833e+003	(-2.90695252692500e+000dB,6.56484695363265e+001°)
9.39723310564590e+003	(-2.89537395503560e+000dB,6.55260794103088e+001°)
9.41889596522793e+003	(-2.88383467734633e+000dB,6.54038125054222e+001°)
9.44060876285875e+003	(-2.87233461176432e+000dB,6.52816692615889e+001°)
9.46237161365745e+003	(-2.86087367599912e+000dB,6.51596501158498e+001°)
9.48418463300849e+003	(-2.84945178756555e+000dB,6.50377555023621e+001°)
9.50604793656233e+003	(-2.83806886378664e+000dB,6.49159858523982e+001°)
9.52796164023603e+003	(-2.82672482179644e+000dB,6.47943415943434e+001°)
9.54992586021387e+003	(-2.81541957854291e+000dB,6.46728231536954e+001°)
9.57194071294795e+003	(-2.80415305079081e+000dB,6.45514309530621e+001°)
9.59400631515884e+003	(-2.79292515512450e+000dB,6.44301654121611e+001°)
9.61612278383615e+003	(-2.78173580795087e+000dB,6.43090269478183e+001°)
9.63829023623921e+003	(-2.77058492550210e+000dB,6.41880159739675e+001°)
9.66050878989764e+003	(-2.75947242383857e+000dB,6.40671329016490e+001°)
9.68277856261199e+003	(-2.74839821885168e+000dB,6.39463781390098e+001°)
9.70509967245440e+003	(-2.73736222626665e+000dB,6.38257520913024e+001°)
9.72747223776915e+003	(-2.72636436164536e+000dB,6.37052551608850e+001°)
9.74989637717337e+003	(-2.71540454038917e+000dB,6.35848877472212e+001°)
9.77237220955760e+003	(-2.70448267774173e+000dB,6.34646502468796e+001°)
9.79489985408648e+003	(-2.69359868879178e+000dB,6.33445430535346e+001°)
9.81747943019934e+003	(-2.68275248847592e+000dB,6.32245665579657e+001°)
9.84011105761083e+003	(-2.67194399158145e+000dB,6.31047211480586e+001°)
9.86279485631159e+003	(-2.66117311274910e+000dB,6.29850072088055e+001°)
9.88553094656888e+003	(-2.65043976647583e+000dB,6.28654251223052e+001°)
9.90831944892716e+003	(-2.63974386711760e+000dB,6.27459752677647e+001°)
9.93116048420882e+003	(-2.62908532889209e+000dB,6.26266580214992e+001°)
9.95405417351475e+003	(-2.61846406588151e+000dB,6.25074737569336e+001°)
9.97700063822501e+003	(-2.60787999203530e+000dB,6.23884228446036e+001°)
9.99999999999948e+003	(-2.59733302117285e+000dB,6.22695056521567e+001°)
1.00230523807785e+004	(-2.58682306698628e+000dB,6.21507225443538e+001°)
1.00461579027834e+004	(-2.57635004304310e+000dB,6.20320738830703e+001°)
1.00693166885175e+004	(-2.56591386278897e+000dB,6.19135600272982e+001°)
1.00925288607663e+004	(-2.55551443955036e+000dB,6.17951813331475e+001°)
1.01157945425985e+004	(-2.54515168653725e+000dB,6.16769381538483e+001°)
1.01391138573663e+004	(-2.53482551684583e+000dB,6.15588308397524e+001°)
1.01624869287064e+004	(-2.52453584346114e+000dB,6.14408597383358e+001°)
1.01859138805406e+004	(-2.51428257925979e+000dB,6.13230251942006e+001°)
1.02093948370763e+004	(-2.50406563701253e+000dB,6.12053275490774e+001°)
1.02329299228070e+004	(-2.49388492938698e+000dB,6.10877671418279e+001°)
1.02565192625135e+004	(-2.48374036895023e+000dB,6.09703443084473e+001°)
1.02801629812642e+004	(-2.47363186817142e+000dB,6.08530593820668e+001°)
1.03038612044156e+004	(-2.46355933942446e+000dB,6.07359126929568e+001°)
1.03276140576134e+004	(-2.45352269499053e+000dB,6.06189045685296e+001°)
1.03514216667929e+004	(-2.44352184706075e+000dB,6.05020353333422e+001°)
1.03752841581796e+004	(-2.43355670773873e+000dB,6.03853053090998e+001°)
1.03992016582900e+004	(-2.42362718904313e+000dB,6.02687148146586e+001°)
1.04231742939325e+004	(-2.41373320291030e+000dB,6.01522641660296e+001°)
1.04472021922074e+004	(-2.40387466119673e+000dB,6.00359536763816e+001°)
1.04712854805084e+004	(-2.39405147568168e+000dB,5.99197836560451e+001°)
1.04954242865227e+004	(-2.38426355806968e+000dB,5.98037544125157e+001°)
1.05196187382317e+004	(-2.37451081999305e+000dB,5.96878662504583e+001°)
1.05438689639120e+004	(-2.36479317301440e+000dB,5.95721194717101e+001°)
1.05681750921360e+004	(-2.35511052862916e+000dB,5.94565143752856e+001°)
1.05925372517723e+004	(-2.34546279826808e+000dB,5.93410512573800e+001°)
1.06169555719867e+004	(-2.33584989329965e+000dB,5.92257304113736e+001°)
1.06414301822426e+004	(-2.32627172503263e+000dB,5.91105521278358e+001°)
1.06659612123020e+004	(-2.31672820471847e+000dB,5.89955166945301e+001°)
